timestamp,pos_0,pos_1,pos_2,pos_3,pos_4,pos_5,vel_0,vel_1,vel_2,vel_3,vel_4,vel_5,cur_0,cur_1,cur_2,cur_3,cur_4,cur_5
0.020120620727539062,0.0,0.0,-1.7450000828830525e-05,1.7450000828830525e-05,0.0,-1.7450000828830525e-05,0.0,0.0,0.0,0.0,-0.0020943950555798166,0.0,-47.0,3529.0,2613.0,-101.0,983.0,-55.0
0.02531266212463379,0.0,0.0,-1.7450000828830525e-05,1.7450000828830525e-05,0.0,-1.7450000828830525e-05,0.0,0.0,0.0,0.0,0.0,0.0020943950555798166,-50.0,3534.0,2604.0,-98.0,984.0,-40.0
0.030221939086914062,1.7450000828830525e-05,0.0,-3.490000165766105e-05,1.7450000828830525e-05,0.0,-1.7450000828830525e-05,0.0,0.0,0.0,0.0,0.0,0.0062831851667394505,-55.0,3533.0,2611.0,-94.0,988.0,-40.0
0.03528928756713867,0.0,0.0,-1.7450000828830525e-05,1.7450000828830525e-05,0.0,-1.7450000828830525e-05,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,3530.0,2599.0,-97.0,978.0,-48.0
0.04012346267700195,0.0,0.0,0.0,0.0,0.0,-1.7450000828830525e-05,0.0,0.0,0.0,0.0,0.0,0.0,-51.0,3526.0,2621.0,-94.0,983.0,-52.0
0.04512524604797363,1.7450000828830525e-05,0.0,-1.7450000828830525e-05,1.7450000828830525e-05,1.7450000828830525e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.0,3530.0,2612.0,-93.0,986.0,-52.0
0.050251007080078125,0.0,0.0,-3.490000165766105e-05,1.7450000828830525e-05,0.0,-1.7450000828830525e-05,0.0,0.0,0.0,0.004188790111159633,0.0,0.0,-54.0,3538.0,2602.0,-91.0,981.0,-48.0
0.05552840232849121,0.0,-1.7450000828830525e-05,-3.490000165766105e-05,1.7450000828830525e-05,0.0,0.0,0.0,0.0,0.0,-0.0020943950555798166,0.0,0.0,-56.0,3535.0,2626.0,-97.0,976.0,-42.0
0.0603022575378418,0.0,1.7450000828830525e-05,-3.490000165766105e-05,1.7450000828830525e-05,1.7450000828830525e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020943950555798166,-55.0,3537.0,2614.0,-77.0,981.0,-44.0
0.06519556045532227,0.0,0.0,0.0,1.7450000828830525e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63.0,3540.0,2621.0,-102.0,982.0,-47.0
0.07034659385681152,0.0,0.0,-3.490000165766105e-05,1.7450000828830525e-05,0.0,0.0,0.0,0.0,0.0,0.0020943950555798166,0.0,0.0020943950555798166,-58.0,3535.0,2605.0,-89.0,983.0,-50.0
0.07534933090209961,0.0,0.0,0.0,1.7450000828830525e-05,0.0,0.0,0.0,0.0,0.0,0.004188790111159633,0.0,0.0,-64.0,3542.0,2620.0,-88.0,977.0,-53.0
0.0801858901977539,0.0,0.0,-1.7450000828830525e-05,1.7450000828830525e-05,1.7450000828830525e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63.0,3539.0,2612.0,-96.0,988.0,-56.0
0.08523392677307129,0.0,1.7450000828830525e-05,-1.7450000828830525e-05,1.7450000828830525e-05,0.0,0.0,0.0,0.0,0.0,0.004188790111159633,0.0,-0.0020943950555798166,-62.0,3539.0,2624.0,-87.0,987.0,-45.0
0.09018564224243164,0.0,0.0,-3.490000165766105e-05,0.0,0.0,-1.7450000828830525e-05,0.0,0.0,0.0,-0.004188790111159633,0.0,0.0,-63.0,3538.0,2614.0,-103.0,980.0,-51.0
