time,res_0,res_1,res_2,res_3,res_4,res_5,g_0,g_1,g_2,g_3,g_4,g_5,c_0,c_1,c_2,c_3,c_4,c_5,f_0,f_1,f_2,f_3,f_4,f_5,qd_raw_0,qd_raw_1,qd_raw_2,qd_raw_3,qd_raw_4,qd_raw_5,qd_smooth_0,qd_smooth_1,qd_smooth_2,qd_smooth_3,qd_smooth_4,qd_smooth_5
12.7503,2.82141,-0.121787,-0.461844,0.0765276,1.13291,-0.716026,2.14329,5.00349,2.26542,0.553015,-2.43731,0.0866588,-0.0980483,-0.0581834,-0.036946,-0.0238521,0.0451702,-0.00410608,-4.43225,7.15229,1.9272,3.17397,5.28262,6.10918,-0.527788,0.236667,0.265988,0.297404,0.307876,1.25245,-0.521154,0.234555,0.284249,0.272754,0.310707,1.28884
12.7553,2.81407,-0.133423,-0.456757,0.093594,1.11889,-0.719604,2.15527,4.99068,2.25835,0.546754,-2.43949,0.0850344,-0.0985069,-0.0563251,-0.035545,-0.0237135,0.0448459,-0.00409295,-4.40495,7.15692,1.92663,3.19852,5.27453,6.11719,-0.490088,0.24295,0.282743,0.324631,0.303687,1.30062,-0.513732,0.236561,0.28389,0.285148,0.30903,1.29165
12.7604,2.79925,-0.157699,-0.456153,0.119803,1.1151,-0.722443,2.18358,4.95398,2.2379,0.540366,-2.43935,0.0832863,-0.0969704,-0.0545347,-0.034763,-0.0230052,0.0445751,-0.00396906,-4.38012,7.15581,1.91082,3.22253,5.26582,6.14505,-0.4859,0.234572,0.24295,0.335103,0.301593,1.33204,-0.50698,0.236078,0.273958,0.297267,0.307226,1.30145
12.7653,2.77936,-0.189036,-0.457818,0.151167,1.11939,-0.724924,2.18358,4.95398,2.2379,0.540366,-2.43935,0.0832863,-0.0955398,-0.0530367,-0.0341786,-0.0227457,0.0441263,-0.00392688,-4.36168,7.15498,1.89908,3.24036,5.25935,6.16575,-0.4859,0.234572,0.24295,0.335103,0.301593,1.33204,-0.501966,0.23572,0.266582,0.306267,0.305886,1.30872
12.7703,2.7612,-0.222365,-0.453147,0.186403,1.12504,-0.728234,2.2104,4.9209,2.21949,0.531929,-2.44155,0.0809307,-0.096231,-0.0515186,-0.0334097,-0.0224802,0.0444465,-0.00387889,-4.34948,7.1532,1.89331,3.28546,5.23522,6.1631,-0.487994,0.232478,0.251327,0.402124,0.284838,1.30481,-0.498648,0.23495,0.262959,0.329032,0.300887,1.30779
12.7755,2.74472,-0.257882,-0.441876,0.224328,1.13174,-0.73238,2.2104,4.9209,2.21949,0.531929,-2.44155,0.0809307,-0.0964026,-0.0502057,-0.0328656,-0.0225596,0.0444174,-0.00389703,-4.33989,7.15181,1.88878,3.32091,5.21626,6.16102,-0.487994,0.232478,0.251327,0.402124,0.284838,1.30481,-0.49604,0.234345,0.260112,0.346923,0.296959,1.30706
12.7802,2.7395,-0.278342,-0.424808,0.247597,1.1337,-0.738446,2.23113,4.89565,2.20467,0.529292,-2.44121,0.0801827,-0.098327,-0.0493998,-0.0318249,-0.0229438,0.0446979,-0.00397575,-4.33312,7.17293,1.88482,3.33833,5.20519,6.1541,-0.487994,0.274366,0.249233,0.385369,0.286932,1.29643,-0.494199,0.243503,0.257623,0.35572,0.294664,1.30463
12.7852,2.7345,-0.30322,-0.400079,0.262841,1.14023,-0.742954,2.26276,4.85608,2.18225,0.52269,-2.44197,0.0781751,-0.099908,-0.0491073,-0.0310636,-0.0229896,0.045087,-0.00398541,-4.32574,7.19131,1.88159,3.33849,5.22549,6.17726,-0.4859,0.27646,0.249233,0.356047,0.312065,1.33832,-0.492193,0.251468,0.255595,0.355799,0.29887,1.31277
12.7903,2.73593,-0.323742,-0.376351,0.273769,1.14276,-0.743455,2.27163,4.84397,2.17657,0.516756,-2.44476,0.0763452,-0.0992011,-0.0470374,-0.0298575,-0.0227195,0.0447081,-0.00394161,-4.30148,7.19825,1.86784,3.36975,5.20175,6.1761,-0.464956,0.263894,0.219911,0.420973,0.278555,1.31109,-0.485598,0.254477,0.246955,0.37158,0.293951,1.31237
12.7953,2.74205,-0.339462,-0.353542,0.279147,1.14173,-0.740516,2.27163,4.84397,2.17657,0.516756,-2.44476,0.0763452,-0.0985285,-0.0455234,-0.0290416,-0.0226781,0.0443151,-0.00394231,-4.28333,7.20345,1.85755,3.39316,5.18398,6.17524,-0.464956,0.263894,0.219911,0.420973,0.278555,1.31109,-0.480661,0.256729,0.240487,0.383393,0.290269,1.31206
12.8003,2.74959,-0.360737,-0.335768,0.282638,1.14511,-0.735381,2.30025,4.80957,2.15722,0.509442,-2.44684,0.0741756,-0.0989366,-0.0447651,-0.0285376,-0.0224715,0.0446775,-0.00390277,-4.28424,7.21193,1.84506,3.41274,5.18734,6.15908,-0.481711,0.272271,0.207345,0.425162,0.293215,1.28805,-0.48091,0.260407,0.232644,0.393278,0.290966,1.30638
12.8054,2.76035,-0.387317,-0.321232,0.283574,1.15183,-0.727679,2.30025,4.80957,2.15722,0.509442,-2.44684,0.0741756,-0.0988531,-0.0440719,-0.0282183,-0.0225742,0.0446779,-0.00392703,-4.28496,7.21856,1.83531,3.42804,5.18997,6.14645,-0.481711,0.272271,0.207345,0.425162,0.293215,1.28805,-0.481104,0.263281,0.226517,0.401,0.291511,1.30194
12.8105,2.76676,-0.416135,-0.309737,0.275634,1.15924,-0.72572,2.32833,4.77446,2.13771,0.502771,-2.44871,0.072055,-0.0985482,-0.0431317,-0.0274841,-0.022122,0.0445571,-0.00383714,-4.26663,7.22009,1.83029,3.44078,5.15979,6.14261,-0.460767,0.265988,0.213628,0.427257,0.265988,1.29643,-0.476121,0.263944,0.223359,0.407433,0.285258,1.30059
12.8154,2.76916,-0.431174,-0.294641,0.267561,1.16582,-0.724666,2.34553,4.75395,2.12585,0.499317,-2.44983,0.0709167,-0.0987598,-0.041981,-0.0265092,-0.0220308,0.0443927,-0.00382149,-4.24429,7.23029,1.82508,3.45588,5.13554,6.15944,-0.450295,0.282743,0.20944,0.439823,0.263894,1.32575,-0.470047,0.268365,0.220085,0.41505,0.280233,1.30651
12.8203,2.7684,-0.436535,-0.276429,0.258291,1.17209,-0.724556,2.34553,4.75395,2.12585,0.499317,-2.44983,0.0709167,-0.0986594,-0.0411053,-0.0258473,-0.022081,0.0441078,-0.00383782,-4.22717,7.23811,1.82108,3.46744,5.11696,6.17234,-0.450295,0.282743,0.20944,0.439823,0.263894,1.32575,-0.465392,0.271754,0.217577,0.420888,0.276383,1.31104
12.8253,2.76934,-0.451206,-0.262355,0.249651,1.17495,-0.719065,2.37758,4.71225,2.10285,0.492938,-2.45231,0.0688241,-0.0988967,-0.0398955,-0.0251618,-0.0217659,0.0443589,-0.0037702,-4.21037,7.24068,1.81249,3.49894,5.10028,6.18508,-0.446106,0.27646,0.194779,0.487994,0.261799,1.32994,-0.460823,0.272869,0.212175,0.436787,0.272928,1.31552
12.8305,2.77284,-0.474996,-0.251003,0.23942,1.17385,-0.70808,2.37758,4.71225,2.10285,0.492938,-2.45231,0.0688241,-0.0986342,-0.0389678,-0.0247987,-0.0217601,0.0442657,-0.00377275,-4.19693,7.24274,1.80561,3.52413,5.08694,6.19526,-0.446106,0.27646,0.194779,0.487994,0.261799,1.32994,-0.457169,0.27376,0.207856,0.449501,0.270165,1.3191
12.8355,2.77506,-0.508801,-0.244749,0.219341,1.17847,-0.705231,2.39203,4.69751,2.09419,0.487704,-2.45574,0.0672617,-0.0981989,-0.0390992,-0.0250466,-0.0213692,0.0445016,-0.0036877,-4.19276,7.23734,1.80305,3.52942,5.06299,6.2167,-0.452389,0.263894,0.201062,0.460767,0.249233,1.35088,-0.456036,0.271421,0.206245,0.452173,0.265201,1.32664
12.8404,2.77989,-0.543666,-0.245164,0.201678,1.18789,-0.707029,2.41863,4.66574,2.07696,0.478228,-2.462,0.0642335,-0.0979695,-0.0375325,-0.0238885,-0.0209184,0.0443286,-0.00359797,-4.16756,7.24011,1.79632,3.54434,5.0687,6.22319,-0.427257,0.27646,0.188496,0.483805,0.270177,1.33622,-0.449183,0.272621,0.202018,0.459705,0.266386,1.32892
12.8453,2.78729,-0.577669,-0.250686,0.185856,1.20033,-0.712831,2.41863,4.66574,2.07696,0.478228,-2.462,0.0642335,-0.0973992,-0.0364458,-0.0232415,-0.0208464,0.0439166,-0.00359271,-4.14857,7.24219,1.79125,3.55558,5.07301,6.22808,-0.427257,0.27646,0.188496,0.483805,0.270177,1.33622,-0.444021,0.273525,0.198835,0.465379,0.267278,1.33064
12.8507,2.8006,-0.603405,-0.252336,0.157028,1.21158,-0.716479,2.43255,4.64905,2.06767,0.474291,-2.46455,0.0628876,-0.0988192,-0.0362895,-0.0229773,-0.0210963,0.0445875,-0.00363164,-4.16402,7.25844,1.78211,3.5814,5.04356,6.19321,-0.460767,0.301593,0.175929,0.517316,0.24295,1.28177,-0.448222,0.280566,0.193088,0.478408,0.261175,1.31838
12.8552,2.81286,-0.619552,-0.2528,0.136292,1.21213,-0.715926,2.44566,4.63202,2.05858,0.470425,-2.46728,0.0615728,-0.0981768,-0.0359435,-0.0228545,-0.0207775,0.044588,-0.00356224,-4.15719,7.25741,1.77607,3.59202,5.01517,6.18863,-0.439823,0.278555,0.175929,0.502655,0.234572,1.31109,-0.446365,0.280121,0.189295,0.483769,0.255294,1.31677
12.8602,2.82235,-0.631329,-0.256261,0.119262,1.2133,-0.713868,2.46583,4.60943,2.04544,0.465956,-2.47106,0.0601487,-0.0984137,-0.0349221,-0.02223,-0.0206428,0.0447718,-0.00353175,-4.14592,7.26232,1.7678,3.61981,5.00093,6.18049,-0.43354,0.289027,0.167552,0.542448,0.24295,1.30481,-0.443299,0.28225,0.184097,0.497797,0.252343,1.31391
12.8653,2.82862,-0.63723,-0.262049,0.106366,1.21453,-0.710345,2.46583,4.60943,2.04544,0.465956,-2.47106,0.0601487,-0.0982855,-0.0342315,-0.0219194,-0.0206748,0.0447085,-0.00354152,-4.13725,7.2661,1.76144,3.64116,4.98998,6.17425,-0.43354,0.289027,0.167552,0.542448,0.24295,1.30481,-0.440943,0.283886,0.180103,0.508576,0.250075,1.31171
12.8702,2.83562,-0.636697,-0.266222,0.0963153,1.21518,-0.712951,2.49416,4.57629,2.02717,0.457434,-2.47799,0.0573977,-0.0988362,-0.0330887,-0.0209348,-0.0204745,0.0449264,-0.00349533,-4.13446,7.27461,1.75278,3.66389,4.97946,6.12313,-0.437729,0.299498,0.15708,0.557109,0.240855,1.23569,-0.440183,0.287577,0.17466,0.520049,0.247896,1.29374
12.8752,2.84493,-0.630842,-0.269187,0.0873747,1.21469,-0.720097,2.49416,4.57629,2.02717,0.457434,-2.47799,0.0573977,-0.0988101,-0.0323803,-0.0204652,-0.0205629,0.0447977,-0.00351847,-4.13231,7.28117,1.7461,3.6814,4.97136,6.08377,-0.437729,0.299498,0.15708,0.557109,0.240855,1.23569,-0.439598,0.290419,0.170468,0.528886,0.246217,1.2799
12.8803,2.85065,-0.61824,-0.267871,0.0722943,1.2197,-0.72416,2.50681,4.56166,2.01952,0.45195,-2.48248,0.055675,-0.0993784,-0.031789,-0.0200121,-0.0204661,0.0450425,-0.00349455,-4.12497,7.28511,1.74334,3.69813,4.9675,6.0909,-0.431445,0.297404,0.163363,0.563392,0.24295,1.29015,-0.437602,0.292129,0.168729,0.537332,0.245417,1.28241
12.8855,2.85497,-0.601605,-0.267387,0.0576675,1.22563,-0.725711,2.53314,4.53099,2.00295,0.443091,-2.48962,0.0528142,-0.0984867,-0.030332,-0.0190477,-0.0199102,0.0447637,-0.00338193,-4.09868,7.28573,1.7339,3.71788,4.94726,6.08608,-0.408407,0.293215,0.144513,0.578053,0.228289,1.27549,-0.430455,0.292395,0.162801,0.547301,0.241224,1.28071
12.8905,2.85826,-0.581701,-0.267008,0.0431456,1.23142,-0.725063,2.53314,4.53099,2.00295,0.443091,-2.48962,0.0528142,-0.0974388,-0.0294873,-0.0186565,-0.0197397,0.0443158,-0.00335596,-4.07938,7.28618,1.72697,3.73238,4.93241,6.08254,-0.408407,0.293215,0.144513,0.578053,0.228289,1.27549,-0.425208,0.29259,0.158448,0.55462,0.238146,1.27947
12.8956,2.85872,-0.551068,-0.264504,0.0232675,1.24353,-0.718393,2.55348,4.50923,1.9905,0.43939,-2.49155,0.0515557,-0.0979053,-0.0288031,-0.0181302,-0.0197187,0.0445392,-0.00334782,-4.08122,7.29595,1.71669,3.7518,4.92573,6.05654,-0.427257,0.30997,0.131947,0.594808,0.232478,1.24198,-0.425707,0.296828,0.151986,0.56442,0.236763,1.27033
12.9002,2.85885,-0.519351,-0.264413,0.00385885,1.2573,-0.705123,2.57833,4.48037,1.97475,0.430746,-2.50139,0.0487136,-0.0973533,-0.0279884,-0.0175645,-0.0192605,0.0446326,-0.00324539,-4.07217,7.29517,1.70882,3.75876,4.9166,6.05316,-0.41469,0.29531,0.129852,0.580147,0.228289,1.26501,-0.423246,0.296489,0.147042,0.567933,0.234871,1.26914
12.9052,2.85993,-0.478254,-0.265818,-0.0199578,1.27478,-0.682481,2.57833,4.48037,1.97475,0.430746,-2.50139,0.0487136,-0.0964627,-0.0276115,-0.0174829,-0.0191181,0.0443765,-0.00322126,-4.06462,7.29452,1.70225,3.76456,4.90898,6.05035,-0.41469,0.29531,0.129852,0.580147,0.228289,1.26501,-0.421194,0.296206,0.142918,0.570863,0.233292,1.26815
12.9105,2.85576,-0.434331,-0.265238,-0.0373565,1.30384,-0.653445,2.58916,4.46815,1.96869,0.424362,-2.50655,0.0466168,-0.0953177,-0.0271313,-0.0171221,-0.0186002,0.0439284,-0.00311606,-4.05474,7.28429,1.70289,3.75459,4.90799,6.03015,-0.410501,0.278555,0.144513,0.550826,0.232478,1.23988,-0.418508,0.291772,0.143319,0.56583,0.233087,1.26105
12.9154,2.84837,-0.398104,-0.263745,-0.0534278,1.33138,-0.631011,2.60229,4.45343,1.96064,0.420174,-2.51058,0.0451862,-0.0944291,-0.0264543,-0.0167083,-0.0182884,0.0436988,-0.00305171,-4.04064,7.2862,1.69475,3.76414,4.886,6.02721,-0.402124,0.29531,0.121475,0.586431,0.213628,1.25664,-0.414672,0.2926,0.138205,0.570653,0.228532,1.26002
12.9202,2.85242,-0.357748,-0.262542,-0.0683133,1.35249,-0.60455,2.61423,4.43919,1.95309,0.416299,-2.51409,0.043803,-0.0929017,-0.0259553,-0.0164552,-0.0177899,0.0431764,-0.00294972,-4.02105,7.27871,1.69245,3.76754,4.85534,6.01121,-0.391652,0.278555,0.131947,0.578053,0.201062,1.23569,-0.409348,0.289352,0.136757,0.572364,0.222178,1.25439
12.9256,2.85034,-0.297559,-0.26384,-0.0865867,1.37785,-0.572834,2.63256,4.41845,1.94138,0.412389,-2.51872,0.0424382,-0.0906932,-0.0260347,-0.0163987,-0.0171728,0.0425513,-0.0028243,-4.01435,7.27242,1.68799,3.73582,4.82962,5.99929,-0.402124,0.278555,0.125664,0.508938,0.201062,1.23779,-0.407524,0.286627,0.133958,0.556357,0.216849,1.2502
12.9304,2.85099,-0.255851,-0.26393,-0.0975818,1.39681,-0.549139,2.64456,4.40461,1.93424,0.407389,-2.52416,0.0410652,-0.0885378,-0.0254097,-0.0160299,-0.0165127,0.0417098,-0.00270276,-3.99707,7.25674,1.68802,3.72645,4.81414,5.94637,-0.387463,0.257611,0.134041,0.536165,0.203156,1.17077,-0.402825,0.27983,0.133977,0.551627,0.213641,1.23159
12.9355,2.85071,-0.222714,-0.260481,-0.111491,1.41366,-0.530239,2.65482,4.39148,1.92738,0.403823,-2.52719,0.0393416,-0.0877223,-0.0245085,-0.0153624,-0.0162338,0.0412015,-0.00263851,-3.98162,7.25371,1.68644,3.73405,4.79953,5.90332,-0.385369,0.274366,0.129852,0.567581,0.201062,1.16867,-0.398626,0.278515,0.132985,0.555464,0.210615,1.21646
12.9403,2.84938,-0.201276,-0.259084,-0.136877,1.4308,-0.522971,2.67027,4.37345,1.91746,0.400438,-2.5315,0.0381969,-0.0871475,-0.023359,-0.0150912,-0.0159553,0.0412237,-0.00257834,-3.96661,7.24356,1.6767,3.77752,4.79584,5.87989,-0.38118,0.259705,0.106814,0.649262,0.207345,1.18124,-0.394546,0.274116,0.126864,0.577404,0.209851,1.20822
12.9453,2.84911,-0.20039,-0.252317,-0.161045,1.44849,-0.523718,2.68207,4.36034,1.91036,0.396232,-2.5368,0.0366251,-0.0895778,-0.0219723,-0.0143374,-0.0163485,0.0422412,-0.00264092,-3.9531,7.26092,1.66515,3.84292,4.80498,5.93245,-0.379086,0.305782,0.0963422,0.716283,0.217817,1.28596,-0.39087,0.281643,0.119608,0.610417,0.211744,1.2267
12.9503,2.85102,-0.199479,-0.246876,-0.182854,1.46533,-0.525955,2.69477,4.34733,1.90359,0.391041,-2.54286,0.0351543,-0.090503,-0.0216133,-0.0143819,-0.0163883,0.0431099,-0.00263838,-3.95379,7.2697,1.65058,3.87953,4.8023,5.98752,-0.391652,0.297404,0.0816814,0.686962,0.20944,1.3069,-0.391059,0.285447,0.110454,0.628894,0.211188,1.24606
12.9552,2.85081,-0.197007,-0.243084,-0.199263,1.47875,-0.527618,2.70727,4.33298,1.89601,0.386232,-2.54838,0.032983,-0.0909717,-0.0211016,-0.0139468,-0.0164306,0.0435104,-0.00262413,-3.9525,7.28743,1.63755,3.90252,4.77672,5.99732,-0.389557,0.318348,0.0753982,0.678584,0.188496,1.26083,-0.390708,0.293131,0.102266,0.640499,0.205888,1.24951
12.9602,2.84614,-0.188719,-0.240572,-0.211651,1.49631,-0.534058,2.7191,4.31939,1.8891,0.38125,-2.55413,0.0311845,-0.090782,-0.0201871,-0.0133039,-0.0162951,0.0434725,-0.00259155,-3.93667,7.29676,1.62808,3.93063,4.75168,5.98072,-0.372802,0.30997,0.0774926,0.699528,0.184307,1.22522,-0.386405,0.297179,0.096312,0.654686,0.200701,1.24367
12.9652,2.8448,-0.194745,-0.242514,-0.227897,1.5139,-0.54067,2.73201,4.30578,1.88155,0.377475,-2.5595,0.0297608,-0.0916346,-0.0192712,-0.0129487,-0.0163079,0.0439926,-0.00257952,-3.92844,7.29689,1.62016,3.97149,4.75931,5.98949,-0.376991,0.297404,0.0753982,0.741416,0.207345,1.25664,-0.384166,0.297232,0.0913378,0.675315,0.202281,1.24675
12.9704,2.84347,-0.197244,-0.240294,-0.244817,1.52845,-0.550761,2.75143,4.28608,1.8703,0.372754,-2.56663,0.0278798,-0.0935145,-0.0188938,-0.0126911,-0.0165123,0.0450849,-0.00259048,-3.92575,7.31474,1.61149,4.01883,4.73558,6.01827,-0.38118,0.32882,0.069115,0.772832,0.182212,1.28805,-0.383434,0.304972,0.0858926,0.699209,0.197364,1.25687
12.9753,2.83781,-0.206813,-0.238445,-0.257602,1.53813,-0.554756,2.76538,4.2698,1.86184,0.368461,-2.57235,0.0262732,-0.0942691,-0.0178228,-0.0119593,-0.01649,0.0452992,-0.00257641,-3.91652,7.31632,1.60834,4.0464,4.74217,5.99983,-0.372802,0.307876,0.0774926,0.758171,0.203156,1.22941,-0.380924,0.305658,0.0839097,0.713127,0.198731,1.25039
12.9803,2.83413,-0.22006,-0.231155,-0.269626,1.54805,-0.562513,2.77777,4.25875,1.85552,0.363858,-2.57857,0.0245978,-0.0950041,-0.016857,-0.0115121,-0.016451,0.0457054,-0.00255411,-3.89107,7.32099,1.60194,4.09926,4.7256,6.00974,-0.351858,0.314159,0.0670206,0.825192,0.184307,1.26501,-0.374004,0.307682,0.0798886,0.739809,0.195297,1.25387
12.9853,2.83195,-0.240413,-0.219911,-0.276745,1.56136,-0.57029,2.78964,4.24614,1.84903,0.358218,-2.5859,0.0222682,-0.0962205,-0.0168828,-0.0116259,-0.0165091,0.0467114,-0.00252892,-3.9012,7.33164,1.59293,4.14026,4.70295,6.00731,-0.385369,0.326726,0.0565487,0.825192,0.175929,1.25035,-0.376758,0.312297,0.0742326,0.7605,0.190603,1.25302
12.9903,2.83423,-0.262807,-0.211113,-0.28683,1.57051,-0.577922,2.80243,4.23245,1.84146,0.355224,-2.59103,0.0211381,-0.0947876,-0.0159136,-0.0110093,-0.0161795,0.0461194,-0.00246772,-3.87398,7.33266,1.58388,4.14901,4.68614,6.00269,-0.345575,0.314159,0.0502655,0.779115,0.175929,1.24617,-0.369357,0.312739,0.0685444,0.764918,0.187121,1.25139
12.9953,2.83972,-0.282418,-0.197784,-0.294657,1.57117,-0.592098,2.81414,4.22117,1.83565,0.349267,-2.59861,0.0187504,-0.0942669,-0.0148522,-0.00983182,-0.0160585,0.0457143,-0.00243923,-3.86783,7.35067,1.57457,4.14978,4.66608,5.95666,-0.36233,0.345575,0.0439823,0.766549,0.169646,1.18333,-0.367687,0.320547,0.0627039,0.765306,0.182966,1.23521
13.0005,2.85236,-0.310799,-0.187617,-0.302544,1.5701,-0.604063,2.83925,4.19639,1.82224,0.340364,-2.61186,0.0151091,-0.0942723,-0.0144634,-0.00954933,-0.0157728,0.0462252,-0.00234256,-3.86299,7.35774,1.56393,4.16569,4.63783,5.99656,-0.36233,0.333009,0.0356047,0.797965,0.159174,1.29224,-0.366369,0.323612,0.0560374,0.77334,0.177113,1.24924
13.0054,2.87077,-0.343717,-0.180915,-0.310414,1.567,-0.613671,2.83925,4.19639,1.82224,0.340364,-2.61186,0.0151091,-0.0938491,-0.0148953,-0.0100195,-0.0157234,0.0464139,-0.00232734,-3.85945,7.36291,1.5561,4.17732,4.6172,6.02571,-0.36233,0.333009,0.0356047,0.797965,0.159174,1.29224,-0.365406,0.325852,0.0511673,0.779209,0.172837,1.25949
13.0103,2.88357,-0.377991,-0.180337,-0.318095,1.56458,-0.619021,2.85221,4.183,1.81515,0.336041,-2.61862,0.0134228,-0.0943805,-0.0147294,-0.0101838,-0.0156193,0.0470872,-0.00228066,-3.86041,7.35998,1.54852,4.2007,4.61595,6.06443,-0.366519,0.320442,0.0314159,0.82938,0.17174,1.31737,-0.365668,0.32458,0.0465223,0.791008,0.172579,1.2731
13.0155,2.89407,-0.411126,-0.184876,-0.319677,1.55309,-0.622229,2.87099,4.16276,1.80422,0.331314,-2.6275,0.0114366,-0.0961852,-0.0141693,-0.0101172,-0.0157173,0.0483423,-0.00226019,-3.85365,7.3659,1.53782,4.26179,4.61003,6.09662,-0.358142,0.335103,0.020944,0.917345,0.167552,1.31947,-0.363831,0.327149,0.0402788,0.821846,0.171352,1.28442
13.0203,2.89839,-0.438203,-0.193068,-0.320468,1.54388,-0.630597,2.87695,4.15577,1.80122,0.327187,-2.63238,0.00986503,-0.0947959,-0.0133796,-0.00950412,-0.0154202,0.047699,-0.00220584,-3.83814,7.36791,1.52706,4.25374,4.60112,6.10589,-0.345575,0.330914,0.0167552,0.804248,0.163363,1.29852,-0.359613,0.328019,0.0348432,0.81778,0.169506,1.28768
13.0252,2.89219,-0.461632,-0.200039,-0.321193,1.53591,-0.632979,2.89553,4.13584,1.79051,0.322489,-2.64142,0.0078585,-0.0951126,-0.0119042,-0.00808316,-0.0154212,0.0475755,-0.00219826,-3.83142,7.38201,1.5175,4.25622,4.60128,6.08087,-0.351858,0.353953,0.0188496,0.823097,0.169646,1.25035,-0.357785,0.33413,0.0310741,0.819033,0.169539,1.27888
13.0302,2.88331,-0.481829,-0.211996,-0.322485,1.53176,-0.640366,2.90663,4.12554,1.78539,0.316085,-2.65057,0.00533628,-0.0944368,-0.0104246,-0.00707796,-0.0151391,0.04714,-0.00213672,-3.80943,7.37905,1.50071,4.26717,4.60384,6.07998,-0.333009,0.32882,0.0125664,0.841947,0.17174,1.27758,-0.351805,0.332849,0.026607,0.824563,0.17007,1.27857
13.0353,2.87605,-0.505308,-0.222775,-0.32893,1.52996,-0.645165,2.9201,4.11195,1.77798,0.312679,-2.65752,0.00398723,-0.0934929,-0.0104475,-0.00705456,-0.0148857,0.0470456,-0.00207582,-3.80393,7.38262,1.47969,4.27345,4.57424,6.05786,-0.345575,0.339292,0.0125664,0.837758,0.144513,1.24617,-0.35031,0.334395,0.023237,0.82773,0.163936,1.27079
13.0402,2.8686,-0.531151,-0.233953,-0.332821,1.52441,-0.649786,2.93179,4.10033,1.77223,0.307029,-2.6658,0.00165296,-0.0922179,-0.0100794,-0.00666739,-0.0145709,0.0466816,-0.00200185,-3.79609,7.38878,1.41711,4.2772,4.54461,6.02833,-0.341386,0.345575,0.0020944,0.835664,0.13823,1.22732,-0.348179,0.337065,0.0181881,0.829625,0.157797,1.26041
13.0452,2.85451,-0.557092,-0.249201,-0.333841,1.5143,-0.653676,2.94835,4.08387,1.7631,0.303684,-2.67341,0.000213527,-0.091798,-0.0091807,-0.00594209,-0.0144218,0.046478,-0.00196646,-3.79012,7.39001,1.33329,4.27709,4.54378,6.00868,-0.341386,0.339292,0.00418879,0.82938,0.15708,1.2315,-0.346555,0.337597,0.014842,0.829566,0.157626,1.2535
13.0507,2.83875,-0.595821,-0.273234,-0.336975,1.4985,-0.658721,2.95656,4.07574,1.75943,0.298287,-2.6801,-0.00215018,-0.0913632,-0.00784539,-0.00510161,-0.0142077,0.0460959,-0.00191442,-3.76186,7.38855,1.16016,4.30119,4.54055,6.00943,-0.316254,0.335103,0,0.877552,0.154985,1.25454,-0.338872,0.336965,0.0110784,0.841734,0.156956,1.25376
13.0552,2.82745,-0.616587,-0.292933,-0.338891,1.48864,-0.666645,2.9733,4.06015,1.75103,0.293683,-2.68908,-0.00365224,-0.0909881,-0.00785254,-0.00508145,-0.0139902,0.0462722,-0.00186086,-3.75531,7.39299,0.97526,4.32358,4.51127,5.97525,-0.330914,0.345575,0,0.892212,0.129852,1.20009,-0.33709,0.338892,0.00859838,0.853034,0.150889,1.24175
13.0603,2.814,-0.630295,-0.308737,-0.340028,1.47356,-0.681009,2.9825,4.05206,1.747,0.288037,-2.69681,-0.00643705,-0.0931773,-0.00667248,-0.00397116,-0.0142572,0.0470749,-0.00187302,-3.75354,7.4131,0.763527,4.35844,4.51116,5.98839,-0.335103,0.374897,0,0.925723,0.150796,1.26083,-0.336609,0.347609,0.00651662,0.870633,0.150866,1.24637
13.0655,2.79242,-0.636324,-0.323943,-0.341025,1.4551,-0.69283,2.99895,4.03679,1.73867,0.28328,-2.70608,-0.00834497,-0.094685,-0.00716721,-0.00470053,-0.0142047,0.0484793,-0.00181157,-3.7503,7.41196,0.493195,4.4145,4.48885,6.03045,-0.333009,0.345575,-0.0020944,0.98646,0.131947,1.3069,-0.33573,0.347113,0.00441311,0.898928,0.146245,1.26116
13.0703,2.77792,-0.636045,-0.334944,-0.3486,1.43768,-0.700217,3.00865,4.02762,1.73407,0.278663,-2.71343,-0.0103471,-0.095225,-0.00629746,-0.00407847,-0.0141595,0.0486933,-0.00178244,-3.72813,7.41904,0.107417,4.4376,4.4798,6.07623,-0.30997,0.360236,-0.00628319,0.948761,0.13823,1.32994,-0.329701,0.350184,0.00190992,0.91059,0.144369,1.27725
13.0752,2.76329,-0.620167,-0.336001,-0.359323,1.4187,-0.704224,3.03091,4.00739,1.72284,0.272873,-2.72614,-0.0126284,-0.0966097,-0.00470363,-0.00255609,-0.0142742,0.0491398,-0.00178646,-3.72193,7.43703,-0.301847,4.45249,4.47996,6.08066,-0.322537,0.383274,-0.00837758,0.942478,0.144513,1.28386,-0.328014,0.357979,-0.000513474,0.918102,0.144403,1.27881
13.0802,2.74881,-0.600207,-0.335645,-0.370452,1.41154,-0.711765,3.04275,3.99603,1.71709,0.26815,-2.73411,-0.0146507,-0.0969299,-0.00465983,-0.00274176,-0.0141281,0.0497368,-0.0017234,-3.73179,7.43252,-0.844419,4.49257,4.47048,6.01469,-0.339292,0.349764,-0.0146608,1.00322,0.136136,1.18124,-0.330695,0.356026,-0.00387661,0.938335,0.142438,1.25562
