time,res_0,res_1,res_2,res_3,res_4,res_5,g_0,g_1,g_2,g_3,g_4,g_5,c_0,c_1,c_2,c_3,c_4,c_5,f_0,f_1,f_2,f_3,f_4,f_5,qd_raw_0,qd_raw_1,qd_raw_2,qd_raw_3,qd_raw_4,qd_raw_5,qd_smooth_0,qd_smooth_1,qd_smooth_2,qd_smooth_3,qd_smooth_4,qd_smooth_5
5.08528,3.25123,-0.620558,-0.558412,-0.255714,0.902423,-1.35766,5.27654,5.3143,1.62494,1.31658,-2.76544,-0.0797254,-0.0736722,-0.180994,-0.0944794,-0.0337337,0.0269391,-0.000351703,-3.14004,7.07581,2.23446,-3.85206,5.02575,4.94333,-0.169646,0.198968,0.462861,-0.527788,0.249233,0.923628,-0.169795,0.2014,0.477301,-0.534172,0.257487,0.878929
5.09039,3.25944,-0.586831,-0.556538,-0.253744,0.905987,-1.3701,5.30297,5.28278,1.59986,1.31048,-2.7962,-0.0797568,-0.0727738,-0.180219,-0.0942855,-0.033774,0.0268037,-0.000395821,-3.13242,7.07914,2.23941,-3.86008,5.01607,4.93079,-0.161268,0.207345,0.490088,-0.550826,0.249233,0.860796,-0.167723,0.202845,0.480409,-0.538219,0.255481,0.874522
5.09538,3.26722,-0.549516,-0.546577,-0.254251,0.910745,-1.38895,5.30297,5.28278,1.59986,1.31048,-2.7962,-0.0797568,-0.0728409,-0.180136,-0.0942426,-0.0337399,0.0268045,-0.000393996,-3.12675,7.08162,2.24309,-3.86604,5.00887,4.92147,-0.161268,0.207345,0.490088,-0.550826,0.249233,0.860796,-0.166182,0.203919,0.482719,-0.541229,0.253989,0.871246
5.10039,3.26624,-0.510386,-0.537614,-0.252412,0.916458,-1.40135,5.31898,5.26338,1.58495,1.30271,-2.81565,-0.0804115,-0.0698294,-0.175137,-0.091983,-0.0328716,0.0256264,-0.00042257,-3.12058,7.07541,2.23313,-3.86265,4.98645,4.91436,-0.159174,0.192684,0.456578,-0.534071,0.234572,0.860796,-0.164505,0.201231,0.476464,-0.539516,0.249343,0.868745
5.10538,3.26215,-0.46904,-0.52065,-0.250913,0.926603,-1.40934,5.34229,5.23388,1.56132,1.29446,-2.84326,-0.0805235,-0.0688464,-0.175706,-0.0923426,-0.0330053,0.0254468,-0.00046968,-3.09382,7.08571,2.23035,-3.86007,5.00805,4.94595,-0.134041,0.219911,0.469145,-0.534071,0.268083,0.915251,-0.15723,0.205692,0.474716,-0.538215,0.253818,0.879852
5.11031,3.25525,-0.425845,-0.496796,-0.250287,0.940953,-1.41393,5.34229,5.23388,1.56132,1.29446,-2.84326,-0.0805235,-0.0687662,-0.176626,-0.0927444,-0.0330895,0.0253896,-0.000476706,-3.07367,7.09346,2.22826,-3.85813,5.02432,4.96974,-0.134041,0.219911,0.469145,-0.534071,0.268083,0.915251,-0.151751,0.209052,0.4734,-0.537236,0.257189,0.888215
5.11539,3.24839,-0.379895,-0.482451,-0.250006,0.956602,-1.4151,5.354,5.21918,1.54923,1.29117,-2.85704,-0.0808263,-0.0672382,-0.170688,-0.0892947,-0.0320388,0.0253468,-0.000431807,-3.07282,7.08315,2.225,-3.83652,4.99299,4.98547,-0.150796,0.19059,0.464956,-0.492183,0.230383,0.911062,-0.15152,0.204582,0.471355,-0.526328,0.250699,0.893747
5.12031,3.24221,-0.332581,-0.475577,-0.250995,0.973032,-1.41351,5.354,5.21918,1.54923,1.29117,-2.85704,-0.0808263,-0.0664555,-0.166587,-0.0868252,-0.0312424,0.0253646,-0.000387873,-3.0722,7.07552,2.2226,-3.82055,4.96984,4.9971,-0.150796,0.19059,0.464956,-0.492183,0.230383,0.911062,-0.151349,0.201278,0.469844,-0.518264,0.245901,0.897836
5.12539,3.23075,-0.299295,-0.479435,-0.249977,0.993334,-1.41368,5.37683,5.19063,1.52646,1.28248,-2.88413,-0.0807254,-0.0652842,-0.162957,-0.0848418,-0.0306507,0.0253498,-0.000389734,-3.06798,7.0719,2.22878,-3.82009,4.93704,5.01485,-0.146608,0.194779,0.4859,-0.517316,0.217817,0.923628,-0.150202,0.199705,0.473729,-0.518035,0.239106,0.904077
5.13031,3.21902,-0.27611,-0.479587,-0.253468,1.01072,-1.41363,5.38821,5.17631,1.51499,1.2774,-2.89764,-0.0808502,-0.0636015,-0.159345,-0.0829875,-0.0299769,0.0248468,-0.00039209,-3.05395,7.07377,2.2247,-3.81877,4.91518,5.01392,-0.134041,0.203156,0.462861,-0.515221,0.219911,0.902684,-0.146388,0.20052,0.471164,-0.517371,0.234577,0.903748
5.13531,3.20596,-0.259398,-0.475671,-0.261274,1.02721,-1.41333,5.38821,5.17631,1.51499,1.2774,-2.89764,-0.0808502,-0.062623,-0.156811,-0.0816281,-0.0294622,0.0244929,-0.000381704,-3.04309,7.07523,2.22154,-3.81776,4.89825,5.01319,-0.134041,0.203156,0.462861,-0.515221,0.219911,0.902684,-0.143435,0.20115,0.469178,-0.516857,0.231068,0.903494
5.14032,3.18868,-0.249104,-0.465113,-0.272981,1.04457,-1.41395,5.41053,5.14798,1.4924,1.2682,-2.92376,-0.0811551,-0.0630686,-0.155709,-0.0805192,-0.0292766,0.0255182,-0.000343224,-3.04035,7.07865,2.22551,-3.80208,4.89504,5.04402,-0.140324,0.207345,0.479616,-0.483805,0.228289,0.948761,-0.14269,0.202633,0.471677,-0.508944,0.230403,0.914331
5.14534,3.16846,-0.243562,-0.448537,-0.289215,1.0633,-1.41589,5.41053,5.14798,1.4924,1.2682,-2.92376,-0.0811551,-0.0640079,-0.155333,-0.0797937,-0.0291289,0.0263736,-0.000291569,-3.03827,7.08126,2.22854,-3.79014,4.89259,5.06749,-0.140324,0.207345,0.479616,-0.483805,0.228289,0.948761,-0.142123,0.203763,0.47358,-0.502919,0.229896,0.922582
5.15028,3.15051,-0.249773,-0.441694,-0.294603,1.07909,-1.42892,5.4354,5.11729,1.46765,1.25561,-2.95392,-0.0815938,-0.0620376,-0.156178,-0.0810756,-0.02944,0.025057,-0.000403079,-3.02574,7.07405,2.23398,-3.80772,4.90273,5.07525,-0.127758,0.19059,0.487994,-0.540354,0.238761,0.9341,-0.138718,0.20064,0.476997,-0.511793,0.231998,0.925313
5.15528,3.13501,-0.263315,-0.441529,-0.289919,1.09344,-1.45209,5.4354,5.11729,1.46765,1.25561,-2.95392,-0.0815938,-0.0612229,-0.157387,-0.08222,-0.0297033,0.0241128,-0.000465051,-3.01611,7.06851,2.23816,-3.82124,4.91053,5.08122,-0.127758,0.19059,0.487994,-0.540354,0.238761,0.9341,-0.1361,0.19824,0.479623,-0.518614,0.233613,0.927411
5.16034,3.12183,-0.271066,-0.439425,-0.285478,1.10479,-1.46168,5.45654,5.09073,1.44652,1.24647,-2.97856,-0.0813276,-0.0618074,-0.158739,-0.0828036,-0.0300183,0.0248119,-0.000480134,-3.01243,7.07708,2.247,-3.82762,4.91165,5.11024,-0.131947,0.213628,0.502655,-0.531976,0.234572,0.969705,-0.135098,0.201952,0.485179,-0.521838,0.233844,0.937614
5.16541,3.11134,-0.281685,-0.44245,-0.289731,1.11273,-1.46977,5.46481,5.08034,1.43742,1.24277,-2.98915,-0.0812209,-0.0595809,-0.157376,-0.0826444,-0.0298414,0.0235584,-0.000545608,-3.00033,7.07775,2.23923,-3.83648,4.91005,5.14092,-0.121475,0.203156,0.464956,-0.540354,0.232478,0.982271,-0.131808,0.202243,0.480294,-0.52631,0.233514,0.948401
5.17032,3.10198,-0.30441,-0.449434,-0.293528,1.11588,-1.47483,5.47987,5.06126,1.4224,1.23562,-3.00483,-0.0816163,-0.0594738,-0.157293,-0.0825897,-0.0298542,0.0236518,-0.000553241,-2.99136,7.07711,2.24605,-3.83718,4.90887,5.1257,-0.121475,0.201062,0.498466,-0.527788,0.232478,0.925723,-0.12937,0.201964,0.484582,-0.526659,0.23327,0.94305
5.17539,3.09093,-0.319299,-0.448031,-0.294888,1.11884,-1.47183,5.49204,5.04532,1.40895,1.22724,-3.0213,-0.082053,-0.0610728,-0.157466,-0.0819769,-0.0298408,0.025316,-0.00048311,-2.99365,7.0906,2.24656,-3.82168,4.91283,5.09079,-0.131947,0.226195,0.4859,-0.494277,0.236667,0.892212,-0.129992,0.207815,0.4849,-0.51884,0.23409,0.930775
5.18032,3.07959,-0.327336,-0.440143,-0.295153,1.1218,-1.46158,5.49204,5.04532,1.40895,1.22724,-3.0213,-0.082053,-0.0626699,-0.157937,-0.0816118,-0.0298501,0.0265985,-0.000420284,-2.99535,7.10064,2.24694,-3.81017,4.91577,5.06484,-0.131947,0.226195,0.4859,-0.494277,0.236667,0.892212,-0.130455,0.212163,0.485136,-0.513029,0.2347,0.921652
5.18538,3.07028,-0.336273,-0.434971,-0.298412,1.12016,-1.44721,5.51404,5.01797,1.38667,1.21615,-3.04607,-0.0822575,-0.0615302,-0.154214,-0.0793937,-0.0291514,0.02681,-0.000394992,-2.98367,7.10844,2.2416,-3.80021,4.89611,5.05901,-0.117286,0.226195,0.471239,-0.492183,0.217817,0.913156,-0.127277,0.215548,0.481783,-0.508,0.230626,0.919603
5.19023,3.06328,-0.343978,-0.431475,-0.304635,1.11588,-1.43042,5.51404,5.01797,1.38667,1.21615,-3.04607,-0.0822575,-0.0612896,-0.151975,-0.0778999,-0.028646,0.0270312,-0.000354447,-2.97508,7.11418,2.23768,-3.79289,4.88168,5.05473,-0.117286,0.226195,0.471239,-0.492183,0.217817,0.913156,-0.124944,0.218035,0.479321,-0.504306,0.227635,0.918097
5.19529,3.05348,-0.361099,-0.43672,-0.314365,1.1082,-1.41734,5.53563,4.98962,1.36295,1.20644,-3.07003,-0.0818604,-0.0588088,-0.149685,-0.0771001,-0.028348,0.0259111,-0.000424167,-2.95899,7.10823,2.22653,-3.78008,4.89464,5.05996,-0.106814,0.207345,0.450295,-0.477522,0.238761,0.925723,-0.120568,0.215455,0.472315,-0.497841,0.23032,0.919937
5.20029,3.04486,-0.389015,-0.446503,-0.324164,1.09479,-1.40683,5.54619,4.97553,1.35138,1.20067,-3.08186,-0.0819963,-0.0568107,-0.143607,-0.0738274,-0.0271979,0.0253398,-0.000394953,-2.95243,7.10261,2.22055,-3.77047,4.85367,5.0454,-0.113097,0.205251,0.456578,-0.477522,0.194779,0.898495,-0.118784,0.213018,0.468557,-0.492988,0.221831,0.914816
5.20535,3.03617,-0.409076,-0.455584,-0.3282,1.07592,-1.39092,5.55678,4.9615,1.33968,1.19505,-3.09331,-0.0820159,-0.0571798,-0.144208,-0.0740083,-0.0273079,0.0256607,-0.000398081,-2.94181,7.10295,2.22801,-3.76808,4.85875,5.03564,-0.106814,0.213628,0.487994,-0.487994,0.226195,0.90059,-0.115897,0.213165,0.473245,-0.491784,0.222884,0.911385
5.21036,3.02759,-0.421831,-0.463979,-0.327461,1.05315,-1.37059,5.55678,4.9615,1.33968,1.19505,-3.09331,-0.0820159,-0.0577328,-0.144882,-0.0742051,-0.0273946,0.0259387,-0.000389415,-2.93381,7.1032,2.23363,-3.76628,4.86257,5.02828,-0.106814,0.213628,0.487994,-0.487994,0.226195,0.90059,-0.113721,0.213276,0.476778,-0.490876,0.223677,0.908799
5.21535,3.02866,-0.434102,-0.470732,-0.329576,1.03311,-1.35026,5.58292,4.92708,1.31106,1.17936,-3.1221,-0.0827033,-0.0570221,-0.142927,-0.072956,-0.0270115,0.0261751,-0.000377475,-2.91855,7.1057,2.23789,-3.75997,4.851,5.05542,-0.0963422,0.217817,0.487994,-0.477522,0.213628,0.948761,-0.109572,0.21436,0.479456,-0.487688,0.221278,0.918339
5.22027,3.03438,-0.44888,-0.475559,-0.325523,1.01864,-1.33509,5.5885,4.92025,1.30527,1.17856,-3.12856,-0.082194,-0.0562413,-0.14115,-0.0721021,-0.0267417,0.0257867,-0.000391903,-2.9107,7.09846,2.23953,-3.75522,4.84228,5.04772,-0.100531,0.201062,0.483805,-0.477522,0.213628,0.906873,-0.107438,0.211221,0.480482,-0.485288,0.219473,0.915633
5.2253,3.04403,-0.46489,-0.477914,-0.316019,1.00915,-1.32392,5.5885,4.92025,1.30527,1.17856,-3.12856,-0.082194,-0.0557953,-0.139915,-0.0714571,-0.0264975,0.0255145,-0.000389824,-2.9046,7.09283,2.2408,-3.75152,4.83551,5.04174,-0.100531,0.201062,0.483805,-0.477522,0.213628,0.906873,-0.105779,0.208782,0.48128,-0.483423,0.218069,0.913529
5.23024,3.04652,-0.480197,-0.483284,-0.298036,1.00646,-1.31195,5.61251,4.88922,1.27992,1.16667,-3.15221,-0.0823366,-0.0543151,-0.138274,-0.0707729,-0.026264,0.0251147,-0.000418049,-2.89456,7.09891,2.23386,-3.75072,4.83283,5.05277,-0.0942478,0.219911,0.462861,-0.481711,0.215723,0.929911,-0.103049,0.211417,0.476919,-0.483018,0.217513,0.917408
5.23537,3.04557,-0.496761,-0.492552,-0.273846,1.00555,-1.29745,5.62348,4.8739,1.26669,1.15642,-3.16759,-0.0829532,-0.0533806,-0.136554,-0.0699442,-0.0259603,0.0248183,-0.000422551,-2.88478,7.09426,2.23165,-3.74097,4.83318,5.01784,-0.0921534,0.203156,0.471239,-0.462861,0.217817,0.86708,-0.10039,0.209401,0.475533,-0.478099,0.217588,0.905126
5.24039,3.04176,-0.511564,-0.503468,-0.246501,1.00692,-1.28119,5.62348,4.8739,1.26669,1.15642,-3.16759,-0.0829532,-0.0530485,-0.135598,-0.0694213,-0.0257681,0.0246283,-0.00041941,-2.87752,7.09081,2.23001,-3.73374,4.83345,4.99191,-0.0921534,0.203156,0.471239,-0.462861,0.217817,0.86708,-0.0984165,0.207905,0.474504,-0.474448,0.217643,0.89601
5.24538,3.04535,-0.525529,-0.516945,-0.223398,1.01041,-1.27215,5.64284,4.84906,1.2458,1.1456,-3.18956,-0.0826214,-0.051448,-0.133749,-0.0686391,-0.0254914,0.0240875,-0.000454494,-2.85914,7.09397,2.22399,-3.72925,4.83365,5.0064,-0.0774926,0.213628,0.458673,-0.464956,0.217817,0.917345,-0.093419,0.209272,0.470723,-0.472181,0.217684,0.901106
5.25038,3.0462,-0.538917,-0.526257,-0.19945,1.02243,-1.25803,5.65262,4.83584,1.23466,1.1396,-3.20072,-0.0826633,-0.0510821,-0.131602,-0.0672885,-0.0250659,0.0241819,-0.000433943,-2.84883,7.08944,2.22658,-3.7179,4.82173,5.00036,-0.0816814,0.201062,0.477522,-0.448201,0.207345,0.892212,-0.0906154,0.207311,0.472347,-0.466453,0.215215,0.898982
5.25536,3.04433,-0.550713,-0.531348,-0.175645,1.0424,-1.23946,5.65262,4.83584,1.23466,1.1396,-3.20072,-0.0826633,-0.0510644,-0.130207,-0.0663222,-0.0247413,0.024284,-0.000408478,-2.841,7.08601,2.22854,-3.70928,4.81268,4.99577,-0.0816814,0.201062,0.477522,-0.448201,0.207345,0.892212,-0.0884858,0.205821,0.47358,-0.462102,0.213339,0.897368
5.26031,3.04888,-0.569257,-0.531599,-0.156852,1.05621,-1.22075,5.66345,4.82139,1.22254,1.13243,-3.21331,-0.0826548,-0.0508933,-0.128213,-0.0647356,-0.0242268,0.0248495,-0.000362641,-2.8241,7.09715,2.22529,-3.69684,4.80102,5.0474,-0.069115,0.226195,0.464956,-0.435634,0.203156,0.973894,-0.083891,0.210654,0.471535,-0.455824,0.210924,0.91552
5.26538,3.04966,-0.584897,-0.531096,-0.141944,1.07452,-1.20056,5.6826,4.79532,1.2004,1.12188,-3.23293,-0.0824035,-0.0501005,-0.126063,-0.0635511,-0.0238577,0.0247846,-0.000365101,-2.81284,7.09764,2.22598,-3.69219,4.78708,5.0357,-0.0712094,0.211534,0.473333,-0.446106,0.198968,0.898495,-0.0808281,0.210866,0.471969,-0.453477,0.208036,0.911408
5.27038,3.0471,-0.595823,-0.529006,-0.131527,1.09693,-1.17973,5.6826,4.79532,1.2004,1.12188,-3.23293,-0.0824035,-0.0499376,-0.124818,-0.0627448,-0.0235649,0.02479,-0.000345976,-2.80437,7.09801,2.2265,-3.6887,4.77661,5.02691,-0.0712094,0.211534,0.473333,-0.446106,0.198968,0.898495,-0.0785257,0.211026,0.472296,-0.451713,0.205865,0.908317
5.27533,3.04422,-0.612604,-0.522176,-0.12127,1.11595,-1.15596,5.69142,4.78392,1.19081,1.11492,-3.24411,-0.0824016,-0.0492107,-0.121772,-0.0607898,-0.0229037,0.0249326,-0.000308904,-2.79616,7.09944,2.21899,-3.67033,4.76392,5.05559,-0.069115,0.213628,0.452389,-0.412596,0.194779,0.950855,-0.0762951,0.211643,0.467577,-0.442441,0.203237,0.9184
5.28038,3.04544,-0.637552,-0.516913,-0.112701,1.13271,-1.13891,5.70866,4.76063,1.17067,1.10339,-3.26348,-0.0823563,-0.0466587,-0.11899,-0.0598921,-0.0225128,0.0236055,-0.000364324,-2.78053,7.09588,2.20755,-3.66808,4.76139,5.04626,-0.0586431,0.205251,0.437729,-0.437729,0.201062,0.904779,-0.0720446,0.210104,0.46039,-0.441306,0.202714,0.91512
5.2853,3.04992,-0.664893,-0.511113,-0.106118,1.14761,-1.12833,5.70866,4.76063,1.17067,1.10339,-3.26348,-0.0823563,-0.0451889,-0.1173,-0.059308,-0.0222194,0.0226753,-0.000387836,-2.76889,7.09324,2.19903,-3.66641,4.75951,5.03932,-0.0586431,0.205251,0.437729,-0.437729,0.201062,0.904779,-0.0688804,0.208958,0.455039,-0.440461,0.202324,0.912679
5.29033,3.05677,-0.694473,-0.503682,-0.100939,1.16179,-1.1229,5.70866,4.76063,1.17067,1.10339,-3.26348,-0.0823563,-0.0440595,-0.115997,-0.0588563,-0.021993,0.021961,-0.000405822,-2.75984,7.09119,2.19241,-3.66511,4.75805,5.03392,-0.0586431,0.205251,0.437729,-0.437729,0.201062,0.904779,-0.0664204,0.208067,0.45088,-0.439805,0.20202,0.91078
5.29538,3.0675,-0.711465,-0.486436,-0.101161,1.17627,-1.11845,5.72862,4.73353,1.14741,1.09122,-3.28385,-0.0820928,-0.0438326,-0.114296,-0.0576183,-0.0216116,0.0225349,-0.000377143,-2.75108,7.10825,2.18897,-3.66411,4.73988,5.04273,-0.0565487,0.238761,0.441917,-0.437729,0.186401,0.923628,-0.0640409,0.215466,0.448719,-0.439304,0.198255,0.913877
5.30038,3.08255,-0.726568,-0.478685,-0.100434,1.19039,-1.11601,5.73522,4.72348,1.13844,1.08592,-3.29263,-0.0819164,-0.0426264,-0.11009,-0.0552715,-0.0207724,0.0221313,-0.000350605,-2.7408,7.10031,2.18798,-3.65444,4.70687,5.05078,-0.0523599,0.201062,0.446106,-0.418879,0.169646,0.925723,-0.0612488,0.212023,0.448095,-0.434422,0.191417,0.916709
5.30524,3.1,-0.738206,-0.477762,-0.099374,1.20471,-1.11538,5.73522,4.72348,1.13844,1.08592,-3.29263,-0.0819164,-0.0419081,-0.107171,-0.0535826,-0.020151,0.0218509,-0.000322561,-2.73314,7.0944,2.18724,-3.64724,4.68229,5.05678,-0.0523599,0.201062,0.446106,-0.418879,0.169646,0.925723,-0.0591696,0.209459,0.44763,-0.430786,0.186325,0.918817
5.31027,3.11439,-0.744077,-0.467399,-0.0930321,1.22102,-1.11639,5.75209,4.69912,1.11714,1.0746,-3.31104,-0.0816301,-0.0434976,-0.108727,-0.0538289,-0.0203936,0.0232398,-0.000294989,-2.72711,7.10366,2.19786,-3.63959,4.68966,5.06149,-0.0523599,0.226195,0.475428,-0.41469,0.192684,0.925723,-0.0575351,0.213476,0.454302,-0.426923,0.187851,0.920475
5.31534,3.12382,-0.754015,-0.454971,-0.0880216,1.23892,-1.11755,5.76006,4.68761,1.1071,1.06809,-3.31969,-0.0816383,-0.0430231,-0.106677,-0.0524636,-0.0199232,0.02336,-0.000267163,-2.71876,7.10608,2.19068,-3.62371,4.68309,5.06797,-0.0481711,0.217817,0.435634,-0.393746,0.182212,0.929911,-0.0552736,0.214524,0.449794,-0.41891,0.186489,0.922754
5.32032,3.13275,-0.759033,-0.437664,-0.0809408,1.2544,-1.11579,5.769,4.6754,1.09633,1.06194,-3.3291,-0.0813639,-0.0439326,-0.106521,-0.0518775,-0.0197906,0.0242819,-0.000228715,-2.7088,7.11595,2.19405,-3.61579,4.67817,5.02599,-0.0439823,0.232478,0.458673,-0.402124,0.182212,0.860796,-0.0525833,0.218802,0.451909,-0.414911,0.18547,0.907992
5.32531,3.14056,-0.759674,-0.421396,-0.0729661,1.27209,-1.11614,5.77983,4.66019,1.08311,1.05216,-3.34074,-0.0817296,-0.0437185,-0.10478,-0.0506481,-0.0193712,0.0244918,-0.000199301,-2.69929,7.1131,2.19662,-3.60477,4.66475,5.05371,-0.0418879,0.213628,0.458673,-0.391652,0.173835,0.948761,-0.0500265,0.217565,0.453526,-0.409351,0.182689,0.917738
5.33029,3.14318,-0.768924,-0.40493,-0.0658713,1.29349,-1.12284,5.78513,4.65211,1.0758,1.0501,-3.34613,-0.0810136,-0.0424532,-0.102758,-0.0497408,-0.0190317,0.0238395,-0.000217291,-2.69016,7.10978,2.18746,-3.59543,4.66179,5.05628,-0.0397935,0.211534,0.429351,-0.389557,0.180118,0.921534,-0.0475895,0.216129,0.447769,-0.404637,0.182077,0.918642
5.33529,3.1425,-0.772042,-0.392517,-0.0664938,1.31235,-1.12585,5.79726,4.63478,1.06066,1.03904,-3.35842,-0.0816012,-0.0418063,-0.102326,-0.0495247,-0.0189005,0.0237366,-0.000219531,-2.67928,7.1188,2.18683,-3.60317,4.6547,5.09953,-0.0356047,0.232478,0.446106,-0.420973,0.175929,0.982271,-0.0447251,0.220036,0.447371,-0.408542,0.180607,0.93385
5.34046,3.13857,-0.769726,-0.383538,-0.0742259,1.32999,-1.12623,5.79726,4.63478,1.06066,1.03904,-3.35842,-0.0816012,-0.0415296,-0.10219,-0.0494075,-0.0188167,0.023672,-0.00021658,-2.67063,7.12583,2.18633,-3.60921,4.64917,5.13329,-0.0356047,0.232478,0.446106,-0.420973,0.175929,0.982271,-0.0424896,0.223086,0.447061,-0.411589,0.179461,0.945718
5.34544,3.13182,-0.771496,-0.376558,-0.0852147,1.34225,-1.12285,5.81263,4.61338,1.04169,1.02569,-3.37571,-0.0814699,-0.0408142,-0.102357,-0.049764,-0.0189467,0.0233043,-0.00025887,-2.65594,7.12293,2.18677,-3.60671,4.66198,5.13109,-0.0272271,0.217817,0.448201,-0.406313,0.19059,0.942478,-0.0388493,0.221829,0.447333,-0.41033,0.182115,0.944945
5.35033,3.12285,-0.775006,-0.370191,-0.0991664,1.35089,-1.11637,5.81263,4.61338,1.04169,1.02569,-3.37571,-0.0814699,-0.0405935,-0.102801,-0.0501042,-0.0190523,0.023051,-0.000276521,-2.64409,7.12076,2.18709,-3.60484,4.67158,5.12944,-0.0272271,0.217817,0.448201,-0.406313,0.19059,0.942478,-0.0361196,0.220887,0.447537,-0.409387,0.184106,0.944366
5.35545,3.11648,-0.768801,-0.363793,-0.108544,1.36245,-1.10872,5.83012,4.58815,1.01925,1.01155,-3.39381,-0.0810219,-0.0409665,-0.099765,-0.0476403,-0.0182747,0.0239946,-0.000204549,-2.62853,7.11904,2.19141,-3.57911,4.64474,5.1673,-0.0230383,0.217817,0.458673,-0.356047,0.161268,0.999026,-0.0329337,0.220139,0.450249,-0.396396,0.178544,0.957678
5.36031,3.1111,-0.764673,-0.354938,-0.117063,1.36776,-1.09988,5.83461,4.58086,1.01257,1.00895,-3.39845,-0.0803266,-0.0408159,-0.0972049,-0.0459739,-0.0177076,0.0240873,-0.000172484,-2.61523,7.11214,2.19688,-3.57109,4.6158,5.16695,-0.0230383,0.207345,0.464956,-0.379086,0.152891,0.957139,-0.0306206,0.217149,0.453687,-0.39235,0.172547,0.957552
5.3653,3.10548,-0.761446,-0.34297,-0.125991,1.36867,-1.08926,5.83461,4.58086,1.01257,1.00895,-3.39845,-0.0803266,-0.0407728,-0.0953061,-0.0446938,-0.0172553,0.0241656,-0.000137673,-2.60293,7.10674,2.20116,-3.56482,4.59315,5.16666,-0.0230383,0.207345,0.464956,-0.379086,0.152891,0.957139,-0.0288101,0.214808,0.456378,-0.389182,0.167854,0.957453
5.37027,3.09834,-0.76678,-0.33799,-0.13514,1.36524,-1.08873,5.85262,4.55427,0.988685,0.99215,-3.41742,-0.08047,-0.0385941,-0.0925617,-0.0436922,-0.0168203,0.0230821,-0.000171207,-2.57278,7.10609,2.18696,-3.56006,4.58799,5.15369,-0.0146608,0.213628,0.418879,-0.379086,0.163363,0.938289,-0.0254421,0.214527,0.447452,-0.386779,0.166785,0.952892
5.37517,3.09189,-0.758526,-0.333015,-0.144134,1.36725,-1.09005,5.8594,4.54476,0.980169,0.98668,-3.42425,-0.0803534,-0.038648,-0.0907844,-0.0423316,-0.0163358,0.0235254,-0.000125802,-2.53165,7.11698,2.1841,-3.55451,4.56744,5.11586,-0.0125664,0.234572,0.439823,-0.374897,0.148702,0.896401,-0.0224104,0.219247,0.445656,-0.383981,0.162527,0.93959
5.38014,3.08528,-0.73882,-0.328049,-0.1537,1.37488,-1.09245,5.8594,4.54476,0.980169,0.98668,-3.42425,-0.0803534,-0.0387902,-0.0895376,-0.0413031,-0.0159576,0.0238721,-8.4659e-05,-2.48409,7.12539,2.18189,-3.55023,4.55156,5.08662,-0.0125664,0.234572,0.439823,-0.374897,0.148702,0.896401,-0.0200675,0.222894,0.444267,-0.381819,0.159237,0.929311
5.38516,3.07529,-0.721626,-0.33268,-0.166936,1.37449,-1.08991,5.87405,4.52211,0.959605,0.973408,-3.43933,-0.0801223,-0.0373638,-0.0875429,-0.0404439,-0.0155889,0.0232494,-0.000101421,-2.35444,7.12837,2.177,-3.5539,4.53694,5.09988,-0.00418879,0.228289,0.431445,-0.389557,0.146608,0.948761,-0.0162612,0.224187,0.441194,-0.383674,0.156209,0.933974
5.39018,3.06344,-0.70551,-0.344486,-0.183134,1.36802,-1.08326,5.87405,4.52211,0.959605,0.973408,-3.43933,-0.0801223,-0.0365085,-0.0862758,-0.0398467,-0.0153131,0.0227848,-0.000101475,-2.18177,7.13064,2.17328,-3.5567,4.52583,5.10997,-0.00418879,0.228289,0.431445,-0.389557,0.146608,0.948761,-0.013367,0.225171,0.438857,-0.385085,0.153907,0.937519
5.3952,3.05232,-0.692662,-0.348519,-0.195741,1.3625,-1.072,5.88975,4.49718,0.936655,0.959521,-3.45561,-0.0797369,-0.0358067,-0.0856825,-0.0397557,-0.0153213,0.0223839,-0.000136049,-1.92611,7.12078,2.17125,-3.54389,4.53679,5.10763,-0.0020944,0.207345,0.43354,-0.358142,0.163363,0.9341,-0.0106621,0.220893,0.437581,-0.378619,0.156176,0.936698
5.40018,3.04614,-0.670808,-0.350448,-0.20684,1.35419,-1.05613,5.89606,4.48695,0.927253,0.954829,-3.46204,-0.0792915,-0.0360537,-0.0855258,-0.0394483,-0.0152369,0.022783,-0.000122536,-1.64996,7.13059,2.16733,-3.53819,4.53782,5.06193,-0.0020944,0.238761,0.427257,-0.366519,0.15708,0.869174,-0.00862311,0.225146,0.435124,-0.37574,0.156391,0.920629
5.40517,3.04586,-0.641242,-0.350537,-0.217198,1.34371,-1.03529,5.89606,4.48695,0.927253,0.954829,-3.46204,-0.0792915,-0.0363253,-0.0855098,-0.0392252,-0.0151587,0.0230899,-0.000104153,-1.37994,7.13809,2.16434,-3.53382,4.53862,5.02695,-0.0020944,0.238761,0.427257,-0.366519,0.15708,0.869174,-0.00706274,0.2284,0.433244,-0.373536,0.156556,0.908331
5.41019,3.0509,-0.624921,-0.358018,-0.218631,1.32845,-1.01481,5.90912,4.46687,0.908845,0.942222,-3.47559,-0.0789769,-0.0340411,-0.0819272,-0.0378679,-0.0146303,0.0217146,-0.000138838,-1.13679,7.12297,2.14687,-3.51556,4.53438,5.01453,-0.0020944,0.201062,0.387463,-0.335103,0.152891,0.890118,-0.0058713,0.221844,0.422265,-0.36432,0.155677,0.903963
