timestamp,pos1,pos2,pos3,pos4,pos5,pos6,vel1,vel2,vel3,vel4,vel5,vel6,acc1,acc2,acc3,acc4,acc5,acc6,torque1,torque2,torque3,torque4,torque5,torque6
0.0251276493072509,1.7450000828830525e-05,0.0,1.7450000828830525e-05,-1.7450000828830525e-05,1.7450000828830525e-05,0.0,0.0,0.0020943950555798,0.0,0.0020943950555798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25216,2.1945799999999998,5.64718,-0.38088,8.246879999999999,0.80316
0.0302073955535888,0.0,0.0,0.0,-1.7450000828830525e-05,0.0,1.7450000828830525e-05,0.0,0.0,0.0,0.0041887901111596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2364,2.1512399999999996,5.63882,-0.42228,8.31312,0.80316
0.035215139389038,1.7450000828830525e-05,-1.7450000828830525e-05,0.0,-1.7450000828830525e-05,1.7450000828830525e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23246,2.1827599999999996,5.62001,-0.47196,8.21376,0.8197199999999999
0.040144920349121,1.7450000828830525e-05,0.0,0.0,-3.490000165766105e-05,3.490000165766105e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23246,2.1591199999999997,5.63882,-0.28979999999999995,8.28,0.8279999999999998
0.0451877117156982,1.7450000828830525e-05,0.0,0.0,-1.7450000828830525e-05,0.0,0.0,0.0,0.0,0.0,0.0041887901111596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24428,2.167,5.66599,-0.32292,8.30484,0.8279999999999998
0.0501441955566406,1.7450000828830525e-05,0.0,0.0,-1.7450000828830525e-05,1.7450000828830525e-05,-1.7450000828830525e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24034,2.1906399999999997,5.684799999999999,-0.36432,8.26344,0.7783199999999999
0.0552129745483398,1.7450000828830525e-05,0.0,0.0,-1.7450000828830525e-05,1.7450000828830525e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041887901111596,0.0,0.0,0.0,0.0,0.0,0.0,0.24822,2.19852,5.67226,-0.35603999999999997,8.28,0.80316
0.0601825714111328,1.7450000828830525e-05,0.0,0.0,-1.7450000828830525e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2364,2.1866999999999996,5.63046,-0.36432,8.230319999999999,0.7948799999999999
0.0652809143066406,1.7450000828830525e-05,0.0,-1.7450000828830525e-05,-3.490000165766105e-05,1.7450000828830525e-05,-1.7450000828830525e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26004,2.17488,5.64718,-0.43055999999999994,8.29656,0.8114399999999999
0.0701699256896972,1.7450000828830525e-05,0.0,0.0,-1.7450000828830525e-05,1.7450000828830525e-05,0.0,0.0,0.0,0.0,-0.0020943950555798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24034,2.1473,5.63882,-0.38088,8.21376,0.83628
