time,res_0,res_1,res_2,res_3,res_4,res_5,m_0,m_1,m_2,m_3,m_4,m_5,g_0,g_1,g_2,g_3,g_4,g_5,c_0,c_1,c_2,c_3,c_4,c_5,f_0,f_1,f_2,f_3,f_4,f_5
8.69034,-0.912955,0.36607,-0.151574,1.20642,0.309408,0.274713,-0.110913,-0.197368,-0.112875,-0.499358,-0.466176,0.473507,0.480413,1.61238,0.709951,-0.448554,2.16635,0.0977287,-0.290438,-0.119138,-0.0869531,0.00586389,-0.564458,-0.0183401,-8.75627,7.57127,1.57401,-6.07203,4.89604,-4.71626
8.6956,-0.887043,0.380537,-0.155827,1.16479,0.265117,0.198735,0.158898,-0.0645507,0.00117725,-0.847729,-0.25666,0.145961,0.531667,1.55617,0.68359,-0.413353,2.17511,0.0950245,-0.29458,-0.133937,-0.0948502,0.00618078,-0.563119,-0.018143,-8.74441,7.56442,1.5742,-6.09565,4.87066,-4.70607
8.70029,-0.867242,0.39715,-0.153971,1.14881,0.19828,0.143793,0.122731,-0.0498585,0.000909301,-0.65478,-0.198243,0.112739,0.531667,1.55617,0.68359,-0.413353,2.17511,0.0950245,-0.294735,-0.136021,-0.0958954,0.00683712,-0.564072,-0.0182241,-8.73625,7.5597,1.57433,-6.11193,4.85318,-4.69906
8.70522,-0.853857,0.414934,-0.150257,1.11619,0.0894505,0.095395,0.17726,0.157434,-0.017815,0.191706,-1.02917,-0.183952,0.686169,1.3995,0.611054,-0.304097,2.20727,0.0879613,-0.301392,-0.187129,-0.123887,0.00814173,-0.555621,-0.0178425,-8.71877,7.56391,1.57444,-6.10733,4.77226,-4.71033
8.71027,-0.792968,0.44288,-0.1367,1.0389,0.0440521,0.0808481,0.134513,0.119468,-0.0135189,0.145475,-0.780979,-0.139591,0.686169,1.3995,0.611054,-0.304097,2.20727,0.0879613,-0.297599,-0.196914,-0.129336,0.0112095,-0.553807,-0.0180071,-8.70516,7.5672,1.57452,-6.10374,4.70922,-4.71911
8.71525,-0.769458,0.474933,-0.122709,0.916318,-0.0380499,0.0843498,-0.0571379,0.481556,0.277537,-1.46573,-0.580676,0.0995605,0.784903,1.30115,0.56577,-0.233207,2.2256,0.0833678,-0.30509,-0.229804,-0.146835,0.0113178,-0.552804,-0.0178875,-8.69496,7.56505,1.57458,-6.1386,4.66197,-4.71292
8.72042,-0.687705,0.482879,-0.133563,0.913139,-0.163014,0.0791263,0.565282,-1.16346,-0.606987,-0.0696158,-0.38092,-0.186356,0.844471,1.22956,0.533418,-0.192813,2.23697,0.080578,-0.306676,-0.244905,-0.155849,0.0129567,-0.548444,-0.0177649,-8.67561,7.54559,1.57463,-6.14866,4.6224,-4.72414
8.72534,-0.666444,0.50282,-0.134826,0.879803,-0.18842,0.0756134,-0.252274,-0.20458,-0.120165,-0.625616,-0.650398,0.0395185,0.920216,1.16525,0.503691,-0.135562,2.24821,0.0766773,-0.311368,-0.276346,-0.174025,0.0137699,-0.547458,-0.0177033,-8.6852,7.53487,1.57466,-6.16576,4.5722,-4.72104
8.73047,-0.644435,0.505839,-0.135356,0.867719,-0.16348,0.0736159,0.0233353,-0.496647,-0.242408,-0.00851918,-0.398834,0.19732,0.986261,1.09755,0.473148,-0.0895237,2.25967,0.0735276,-0.314822,-0.296872,-0.185982,0.0148618,-0.544875,-0.017607,-8.68713,7.52289,1.57713,-6.16914,4.53751,-4.70697
8.73526,-0.640372,0.510457,-0.132614,0.873643,-0.223094,0.0746919,-0.527454,-0.377317,-0.300186,0.689938,-0.913377,0.449186,1.05561,1.02863,0.442046,-0.0387584,2.2699,0.0697683,-0.316389,-0.325396,-0.203432,0.0174447,-0.542456,-0.0175655,-8.71345,7.51541,1.57736,-6.15429,4.47292,-4.67761
8.74016,-0.590537,0.518622,-0.127618,0.836273,-0.195274,-0.02792,0.453514,-0.574157,-0.298303,0.197317,-0.428193,-0.156961,1.13966,0.944766,0.404573,0.0225765,2.28354,0.0654827,-0.319071,-0.351007,-0.217322,0.0176965,-0.53639,-0.017279,-8.69415,7.50728,1.57989,-6.15341,4.43424,-4.68687
8.74559,-0.516275,0.49327,-0.130974,0.817207,-0.162323,-0.05636,0.620878,-1.46448,-0.769966,0.104708,-0.451122,-0.134688,1.20913,0.876013,0.374076,0.0730023,2.295,0.0620765,-0.320003,-0.372868,-0.230432,0.0192727,-0.531359,-0.0171753,-8.67428,7.48211,1.58029,-6.16113,4.38683,-4.69453
8.75035,-0.423194,0.475523,-0.116211,0.797962,-0.139841,0.0712065,-0.464735,0.0833462,0.0681257,-0.294592,-0.410558,-0.565717,1.27692,0.807126,0.343618,0.123197,2.30436,0.0585176,-0.324068,-0.39655,-0.243922,0.0199289,-0.53035,-0.0170995,-8.69281,7.47627,1.58363,-6.1673,4.35953,-4.72986
8.75526,-0.325786,0.478416,-0.0795693,0.662912,-0.0922562,0.157727,-1.8172,1.91879,1.04761,-2.47817,-0.598134,0.230627,1.34333,0.742855,0.315242,0.171637,2.3118,0.0547411,-0.334683,-0.428157,-0.261725,0.020773,-0.539672,-0.0172856,-8.75281,7.48192,1.5839,-6.21617,4.32847,-4.71698
8.7604,-0.291494,0.47698,-0.0694835,0.621765,0.0471666,0.0502595,-0.831567,0.76242,0.29571,-0.742687,-0.571051,-0.143331,1.4409,0.641967,0.271206,0.243078,2.32326,0.0496776,-0.341579,-0.462114,-0.280664,0.0211008,-0.54025,-0.0172146,-8.78148,7.48874,1.57923,-6.23054,4.29156,-4.72715
8.76517,-0.378158,0.504503,-0.0703362,0.604385,0.1953,0.0876682,-1.2974,1.00078,0.478792,-1.13993,-0.867323,0.42061,1.51224,0.57104,0.240472,0.29499,2.33193,0.045779,-0.348014,-0.495276,-0.299758,0.0230354,-0.544475,-0.0173516,-8.82503,7.49027,1.57897,-6.25131,4.23725,-4.70146
8.77023,-0.427143,0.499554,-0.0851011,0.592114,0.26824,0.0362192,-0.120746,0.138511,0.0445244,-0.0207632,-0.818497,-0.0175758,1.58602,0.499345,0.209599,0.347407,2.34095,0.0419632,-0.350194,-0.52488,-0.315795,0.0250232,-0.541014,-0.0172987,-8.82294,7.48917,1.58279,-6.25103,4.17152,-4.70233
8.77521,-0.47409,0.504003,-0.0780731,0.481727,0.244394,0.0632558,-0.58183,0.693329,0.363389,-0.647119,-0.853458,0.0612931,1.6596,0.427535,0.178853,0.400584,2.34897,0.0380826,-0.354459,-0.557574,-0.333467,0.0268493,-0.540552,-0.0173283,-8.83606,7.49065,1.58724,-6.26268,4.10783,-4.69871
8.7802,-0.442443,0.49785,-0.0756385,0.420252,0.237724,0.0910476,0.42932,-0.456032,-0.206036,-0.604824,-0.534796,0.0970297,1.72908,0.358114,0.149361,0.451892,2.3571,0.0343505,-0.356667,-0.582587,-0.346811,0.027841,-0.537266,-0.0172291,-8.81298,7.4791,1.58984,-6.28147,4.0592,-4.69169
8.78521,-0.402519,0.470791,-0.079303,0.407505,0.237547,0.0734079,1.06592,-0.897755,-0.451593,0.327025,-0.402629,0.236093,1.82093,0.271977,0.112945,0.516786,2.36584,0.0296757,-0.358231,-0.607421,-0.359185,0.0278606,-0.528033,-0.0168892,-8.76582,7.46911,1.59342,-6.27993,4.01441,-4.67491
8.79019,-0.350164,0.452357,-0.0684322,0.340107,0.26235,0.0492549,0.742027,-0.49318,-0.255147,0.0505092,-0.410271,-0.359706,1.86197,0.231297,0.0958636,0.546401,2.36941,0.0271908,-0.357094,-0.620382,-0.365394,0.0287483,-0.522546,-0.0167015,-8.73017,7.46386,1.59613,-6.28272,3.97155,-4.69769
8.79518,-0.314721,0.440302,-0.0629912,0.284906,0.313858,0.0937638,0.431532,-0.571136,-0.372857,0.433467,-0.438582,0.110026,1.95836,0.136498,0.0563063,0.616899,2.37665,0.0219699,-0.35925,-0.647433,-0.379712,0.0285113,-0.515604,-0.0163933,-8.71214,7.45985,1.59501,-6.27593,3.92315,-4.68949
8.80016,-0.269618,0.399788,-0.0857518,0.27335,0.415706,0.10049,0.912077,-2.31551,-1.27922,1.03008,-0.444956,0.136718,2.02533,0.0699507,0.0287637,0.666169,2.38181,0.0181548,-0.356545,-0.664668,-0.390825,0.0305461,-0.508333,-0.0162461,-8.69106,7.43028,1.59337,-6.26483,3.82531,-4.67756
8.80528,-0.265913,0.399757,-0.0773159,0.18544,0.578309,0.0994229,0.171239,0.30681,0.163447,-0.806161,-0.351527,0.0124435,2.09111,0.00362775,0.00148693,0.714983,2.38626,0.0143585,-0.359903,-0.686861,-0.401772,0.0302379,-0.506247,-0.0160803,-8.67283,7.43201,1.59371,-6.28447,3.60849,-4.677
8.81019,-0.228979,0.384924,-0.0768434,0.157677,0.799694,0.143264,0.551899,-0.364458,-0.186232,-0.104809,-0.250112,0.172493,2.15358,-0.0613587,-0.0250737,0.762147,2.39038,0.0107432,-0.36104,-0.703828,-0.410198,0.0298176,-0.501764,-0.0158558,-8.64673,7.42758,1.59475,-6.29007,3.14208,-4.66535
8.81518,-0.176466,0.383729,-0.0687141,0.138288,1.01811,0.164361,0.420124,-0.277438,-0.141766,-0.0797838,-0.190394,0.131308,2.15358,-0.0613587,-0.0250737,0.762147,2.39038,0.0107432,-0.359362,-0.704883,-0.41052,0.0306351,-0.500325,-0.01588,-8.62654,7.42416,1.59556,-6.29441,2.40326,-4.65634
8.82066,-0.130383,0.374511,-0.073891,0.155012,1.14317,0.18799,0.500748,-0.640205,-0.428056,1.15938,-0.260668,0.212668,2.21346,-0.119503,-0.048684,0.804674,2.3935,0.00704396,-0.358201,-0.716627,-0.41653,0.0304278,-0.492883,-0.0155238,-8.60811,7.42384,1.59451,-6.26716,0.747504,-4.63984
8.82527,-0.0863609,0.359629,-0.0852184,0.0845442,1.09045,0.169538,0.581106,-0.576805,-0.32667,-0.455678,-0.591876,0.27463,2.35734,-0.260411,-0.10529,0.911608,2.39863,-0.00122234,-0.363024,-0.758904,-0.438413,0.0295644,-0.48562,-0.0151253,-8.58049,7.41495,1.59457,-6.28198,-2.2987,-4.62237
8.83024,0.0265315,0.366594,-0.0798773,0.0433541,0.89593,0.0997122,0.442782,-0.439504,-0.248911,-0.34721,-0.450988,0.209258,2.35734,-0.260411,-0.10529,0.911608,2.39863,-0.00122234,-0.360565,-0.763762,-0.441195,0.0316746,-0.484872,-0.0152669,-8.5578,7.40764,1.59462,-6.29415,-3.16058,-4.60802
8.83551,0.104088,0.368345,-0.0804333,0.0635403,0.687469,0.0649305,-0.0842383,-0.404454,-0.253642,0.412902,-0.579163,0.110593,2.40878,-0.313727,-0.126544,0.949131,2.40153,-0.00468309,-0.360192,-0.782566,-0.451904,0.0333428,-0.482129,-0.0151768,-8.56272,7.40062,1.59715,-6.28527,-3.39751,-4.59956
8.84038,0.126137,0.347557,-0.0815861,0.0785147,0.546226,0.0312311,-0.155176,-0.70755,-0.461888,0.795421,-0.576459,-0.142423,2.48558,-0.392156,-0.157551,1.005,2.40409,-0.00909555,-0.360572,-0.806051,-0.465367,0.0345578,-0.477746,-0.0150687,-8.57523,7.39225,1.59738,-6.26925,-3.46424,-4.60753
8.84532,0.110813,0.333146,-0.0655836,-0.000539201,0.407289,0.0259771,-0.204878,0.252262,0.0754154,-0.589243,-0.717207,0.10114,2.53449,-0.44094,-0.17671,1.04146,2.40547,-0.0122668,-0.361753,-0.829478,-0.477881,0.0360301,-0.477349,-0.0150794,-8.57397,7.39265,1.59755,-6.28242,-3.52498,-4.60099
8.8504,0.111388,0.318492,-0.0696239,-0.0157439,0.254415,0.0247364,0.249835,-0.383324,-0.239618,0.324028,-0.497408,0.389033,2.6109,-0.517648,-0.206608,1.0981,2.40629,-0.0168219,-0.362371,-0.852427,-0.48985,0.0362537,-0.472431,-0.0148902,-8.56179,7.38828,1.59931,-6.27661,-3.56864,-4.57427
8.85547,0.127398,0.323334,-0.0667759,-0.0585609,0.063317,0.0439827,0.375848,-0.0541368,-0.0777915,0.246105,-0.485661,0.535271,2.6815,-0.58692,-0.233388,1.14813,2.40746,-0.0210727,-0.363248,-0.872169,-0.499377,0.0361252,-0.467461,-0.0146549,-8.53956,7.39081,1.60063,-6.27122,-3.61358,-4.53823
8.86018,0.134438,0.326204,-0.0673852,-0.151637,-0.0937841,0.0347066,0.284498,-0.406798,-0.229977,-0.591702,-0.526102,-0.997553,2.74779,-0.6623,-0.262456,1.19704,2.40824,-0.0248776,-0.363801,-0.894017,-0.51084,0.0373596,-0.464522,-0.0146299,-8.52362,7.38269,1.60158,-6.28819,-3.65497,-4.59943
8.86528,0.172336,0.333577,-0.0739452,-0.182566,-0.315336,0.194585,0.154562,-0.442178,-0.28044,-0.350338,-0.676309,0.555014,2.8153,-0.723401,-0.285542,1.2451,2.40697,-0.0290648,-0.364713,-0.920599,-0.525253,0.0389623,-0.462068,-0.0145939,-8.51242,7.37369,1.60155,-6.30011,-3.711,-4.56145
8.87052,0.246089,0.331268,-0.0883462,-0.140856,-0.536285,0.153724,0.234356,-0.899071,-0.545202,0.600247,-0.670971,-0.30183,2.87408,-0.78469,-0.308791,1.28877,2.40645,-0.0330502,-0.361989,-0.940485,-0.536547,0.0409938,-0.457492,-0.0145196,-8.50567,7.36195,1.60318,-6.28979,-3.76679,-4.58077
8.87527,0.313597,0.319629,-0.100392,-0.120887,-0.582465,0.142636,0.721399,-1.01805,-0.570717,1.00158,-0.43464,0.505988,2.93285,-0.844836,-0.331388,1.33228,2.40511,-0.0368149,-0.359362,-0.953393,-0.54324,0.0414237,-0.451011,-0.0143151,-8.48148,7.35264,1.60585,-6.27209,-3.80576,-4.54772
8.88025,0.353628,0.297639,-0.100135,-0.152183,-0.691065,0.0828731,0.358081,-0.833882,-0.490503,0.373583,-0.643635,-0.374944,2.98668,-0.898328,-0.351331,1.36996,2.40437,-0.0401856,-0.357158,-0.971104,-0.552967,0.0434466,-0.446702,-0.0142852,-8.46767,7.34175,1.60798,-6.26785,-3.85859,-4.57103
8.88528,0.354914,0.314737,-0.0835363,-0.228827,-0.817732,0.141112,-0.341467,0.411894,0.119103,-0.300787,-0.712019,0.425268,3.03367,-0.946948,-0.369382,1.40354,2.40311,-0.0433456,-0.358269,-0.993001,-0.564429,0.0445482,-0.446313,-0.0142751,-8.47186,7.34731,1.60721,-6.27256,-3.91366,-4.54314
8.89018,0.367567,0.325709,-0.0861712,-0.251662,-0.905091,0.15113,-0.106231,-0.198182,-0.170657,0.670053,-0.479436,0.0973163,3.12581,-1.04321,-0.404615,1.47178,2.39719,-0.0490385,-0.359442,-1.01868,-0.577503,0.0437743,-0.440778,-0.0140098,-8.47681,7.34691,1.609,-6.25652,-3.94999,-4.53637
8.89531,0.460131,0.350569,-0.077951,-0.265142,-1.02301,0.137469,0.749133,-0.238938,-0.175506,0.137166,-0.302065,-0.0580655,3.14778,-1.06703,-0.413496,1.48686,2.3975,-0.0508283,-0.35701,-1.02212,-0.578446,0.0440335,-0.43736,-0.0138681,-8.43944,7.34894,1.60878,-6.25598,-3.9836,-4.53973
8.9002,0.49028,0.35306,-0.085884,-0.288353,-1.02556,0.162331,0.413026,-0.201974,-0.114607,-0.544943,-0.750398,0.0208871,3.23474,-1.16067,-0.447348,1.5518,2.39079,-0.0562778,-0.357201,-1.05242,-0.593518,0.0446836,-0.432868,-0.0137577,-8.41219,7.34362,1.61254,-6.27117,-4.04849,-4.53798
8.9053,0.565384,0.339362,-0.0979237,-0.28389,-0.904132,0.136381,0.830355,-1.02278,-0.526413,0.900566,-0.20632,0.365101,3.29274,-1.23115,-0.472967,1.59483,2.3871,-0.0602094,-0.354406,-1.05982,-0.596996,0.044579,-0.426323,-0.0135132,-8.38312,7.33236,1.61633,-6.25497,-4.07283,-4.51199
8.91026,0.636158,0.330114,-0.0995357,-0.362969,-0.888763,-0.0115841,0.0495366,-0.804404,-0.493306,-0.0939675,-0.641406,-0.39471,3.33726,-1.27146,-0.487146,1.62588,2.38331,-0.063543,-0.352622,-1.08007,-0.608744,0.0469561,-0.424797,-0.0135513,-8.38175,7.31945,1.61596,-6.2617,-4.11961,-4.5366
8.91527,0.676207,0.330483,-0.100485,-0.417337,-0.963086,-0.0955494,-0.24196,-0.221517,-0.163028,-0.414784,-0.564348,-0.530295,3.38942,-1.32933,-0.507769,1.66443,2.3783,-0.0671514,-0.352698,-1.1034,-0.621577,0.0483671,-0.424152,-0.0135772,-8.38806,7.31298,1.61648,-6.27284,-4.16045,-4.57122
8.92043,0.709556,0.321094,-0.106961,-0.454601,-1.02211,-0.08129,0.522012,-0.319862,-0.1962,-0.417008,-0.607655,-0.168896,3.4397,-1.38636,-0.527985,1.70096,2.37343,-0.0706535,-0.350908,-1.12198,-0.630873,0.049727,-0.4212,-0.0135473,-8.35715,7.30796,1.61851,-6.28658,-4.21695,-4.58211
8.92525,0.728181,0.269857,-0.129873,-0.453443,-1.10431,-0.0680234,0.712834,-1.61417,-0.904992,0.820356,-0.405349,0.302494,3.51038,-1.46692,-0.556016,1.75333,2.36408,-0.0754363,-0.347163,-1.13749,-0.639681,0.0508217,-0.415141,-0.0134183,-8.33856,7.28863,1.61842,-6.27618,-4.24807,-4.56083
8.93024,0.737722,0.242924,-0.128728,-0.506784,-1.28081,-0.100363,0.00783792,-0.48523,-0.27542,0.254382,-0.501297,0.201643,3.54036,-1.50062,-0.56783,1.77469,2.36081,-0.0777174,-0.345285,-1.15023,-0.646896,0.0524274,-0.413525,-0.0134433,-8.33862,7.2803,1.62154,-6.27194,-4.28712,-4.54689
8.93518,0.767534,0.202213,-0.149061,-0.527387,-1.2736,-0.082431,0.258323,-0.962199,-0.600733,0.616895,-0.669997,-0.207361,3.60747,-1.57616,-0.593556,1.82585,2.34893,-0.0824539,-0.34163,-1.17126,-0.658255,0.0536475,-0.408363,-0.0133572,-8.33137,7.26945,1.62231,-6.26187,-4.33811,-4.55895
8.94024,0.870769,0.167151,-0.166682,-0.535599,-1.17103,-0.0768365,0.716186,-0.899178,-0.571343,0.591271,-0.644154,-0.249455,3.64323,-1.63864,-0.616454,1.85097,2.348,-0.0852393,-0.336318,-1.17739,-0.661692,0.0559566,-0.404511,-0.0133665,-8.30158,7.26218,1.62291,-6.25304,-4.3948,-4.57407
8.94528,0.934815,0.137271,-0.174556,-0.583395,-1.18297,-0.0469603,0.519987,-0.264365,-0.123487,0.278668,-0.14432,0.187846,3.70799,-1.69165,-0.632709,1.89675,2.33332,-0.0894958,-0.336329,-1.19248,-0.668151,0.0542553,-0.398673,-0.0130639,-8.27905,7.26017,1.62576,-6.24835,-4.41339,-4.56116
8.95022,1.00561,0.152357,-0.156731,-0.631502,-1.33654,-0.0041934,0.396773,-0.201722,-0.0942262,0.212636,-0.110122,0.143335,3.70799,-1.69165,-0.632709,1.89675,2.33332,-0.0894958,-0.334665,-1.19019,-0.666577,0.0545619,-0.397019,-0.0130533,-8.26218,7.25866,1.6279,-6.24484,-4.42731,-4.55149
8.95529,1.02424,0.155765,-0.152438,-0.677928,-1.34148,0.0427808,0.422909,0.227379,0.0437888,-0.451644,-0.686365,0.199338,3.7999,-1.80024,-0.668895,1.96309,2.31494,-0.0963719,-0.334564,-1.21931,-0.680197,0.0537439,-0.392545,-0.0127584,-8.23044,7.26449,1.62876,-6.25615,-4.49187,-4.53822
8.96021,1.05156,0.190859,-0.130083,-0.682388,-1.16844,0.0742057,0.323001,0.173663,0.0334441,-0.344948,-0.524218,0.152246,3.7999,-1.80024,-0.668895,1.96309,2.31494,-0.0963719,-0.332599,-1.22419,-0.682225,0.0551122,-0.39197,-0.0128611,-8.20691,7.26881,1.6294,-6.26453,-4.53974,-4.52837
8.96524,1.08929,0.191825,-0.134933,-0.668289,-1.04658,0.0880296,0.154434,-0.588616,-0.304211,0.918702,-0.215534,-0.135095,3.84321,-1.85435,-0.687426,1.99303,2.30736,-0.0999827,-0.330527,-1.23208,-0.686454,0.0548913,-0.388473,-0.0126633,-8.20714,7.26173,1.63389,-6.24414,-4.55748,-4.53646
8.97021,1.13105,0.193831,-0.129572,-0.704845,-1.00846,0.157636,0.117696,0.385078,0.172135,0.223704,-0.297941,-0.132458,3.88602,-1.90666,-0.70462,2.02368,2.29748,-0.103293,-0.330545,-1.2427,-0.69065,0.0535041,-0.38535,-0.0124251,-8.1963,7.27019,1.63649,-6.23668,-4.5877,-4.5454
8.97521,1.1437,0.165826,-0.142985,-0.737958,-0.985083,0.107816,0.576666,-0.780368,-0.445567,-0.00696631,-0.63425,-0.0125434,3.94232,-1.9741,-0.726105,2.06346,2.28318,-0.107302,-0.327088,-1.26036,-0.699573,0.0550176,-0.380955,-0.0123967,-8.16963,7.25935,1.63927,-6.24188,-4.64218,-4.54511
8.98068,1.15315,0.167818,-0.139991,-0.78728,-0.880202,0.0359012,-0.151908,0.358313,0.159539,-0.397836,-0.367222,-0.265691,3.96695,-2.00494,-0.73635,2.07984,2.27763,-0.109493,-0.327447,-1.27384,-0.706246,0.0552903,-0.381076,-0.0123528,-8.16759,7.26412,1.64068,-6.25036,-4.67627,-4.5647
8.98541,1.22266,0.13386,-0.159444,-0.85634,-0.831093,0.0655623,0.546618,-0.664998,-0.327643,-1.28816,-0.487864,-0.000733288,4.01658,-2.06738,-0.756313,2.11501,2.26358,-0.11333,-0.325731,-1.29698,-0.718736,0.0572349,-0.380377,-0.0124242,-8.13801,7.24959,1.64162,-6.28546,-4.71516,-4.5641
8.9904,1.27026,0.108603,-0.167467,-0.815356,-0.847209,0.0982627,0.75494,-0.283653,-0.118003,1.23253,-0.112714,0.711328,4.06491,-2.12944,-0.775604,2.14963,2.24864,-0.116869,-0.323431,-1.29735,-0.717033,0.0550595,-0.373261,-0.0120647,-8.11054,7.25059,1.64795,-6.2572,-4.73679,-4.51666
8.99525,1.26226,0.0819332,-0.172287,-0.831748,-0.818631,0.0136702,0.773601,-0.906028,-0.630199,1.07638,-0.416622,0.136765,4.0994,-2.17685,-0.791138,2.17207,2.23934,-0.119802,-0.318358,-1.2989,-0.717841,0.0555254,-0.368746,-0.0119322,-8.08472,7.24796,1.64488,-6.23716,-4.77174,-4.50641
9.00031,1.25686,0.0679943,-0.170448,-0.88769,-0.788678,-0.012247,1.43559,-0.47178,-0.262489,1.32896,-0.0203139,0.297898,4.13513,-2.22491,-0.806205,2.19748,2.22682,-0.12278,-0.313866,-1.2894,-0.710797,0.0532044,-0.360813,-0.0115347,-8.0289,7.2517,1.64808,-6.20923,-4.79214,-4.48533
9.00525,1.27727,0.0383969,-0.177828,-0.971324,-0.891333,-0.0109422,1.29419,-1.43654,-0.712077,-0.199069,0.234617,0.0831102,4.17673,-2.28786,-0.826084,2.22388,2.21547,-0.125694,-0.310986,-1.2901,-0.711454,0.053875,-0.357355,-0.0114637,-7.98373,7.2316,1.64572,-6.22481,-4.7762,-4.47811
9.01044,1.37748,-0.00988697,-0.189101,-0.862392,-0.920872,-0.0591257,2.42232,-1.23785,-0.707409,2.80448,0.443582,-0.0210338,4.21198,-2.3284,-0.837514,2.25139,2.19789,-0.128803,-0.302629,-1.25994,-0.692912,0.0493048,-0.343881,-0.0107893,-7.90056,7.23469,1.64549,-6.16471,-4.76357,-4.47679
9.0153,1.43333,-0.0490823,-0.196342,-0.854616,-0.896955,-0.040997,2.15052,-1.4101,-0.723222,1.88244,0.649064,-0.263195,4.24417,-2.37589,-0.852721,2.27197,2.18613,-0.131745,-0.297074,-1.23652,-0.679425,0.0464317,-0.335266,-0.0103067,-7.83375,7.22786,1.64455,-6.13134,-4.72853,-4.49115
9.02017,1.47412,-0.0653568,-0.194384,-0.857854,-0.91126,0.0374363,2.08329,-1.27155,-0.700186,1.91235,0.235118,0.487957,4.28187,-2.43998,-0.8728,2.29595,2.17372,-0.134611,-0.291157,-1.21637,-0.667217,0.0446266,-0.326035,-0.00992764,-7.76439,7.22375,1.64461,-6.09598,-4.72766,-4.45752
9.02543,1.53029,-0.098139,-0.197136,-0.800871,-0.911537,0.0948042,2.55562,-1.54746,-0.893428,2.40608,0.349782,0.946748,4.3122,-2.47361,-0.881672,2.32058,2.1542,-0.137481,-0.282131,-1.18941,-0.65141,0.0414866,-0.314655,-0.00942209,-7.67355,7.22041,1.64134,-6.04765,-4.71942,-4.38872
9.03025,1.61975,-0.0998673,-0.190653,-0.833419,-0.94447,0.128688,0.32007,-0.355249,-0.157311,-1.39339,-1.06541,0.059779,4.3444,-2.52123,-0.895723,2.34244,2.13871,-0.14019,-0.278478,-1.21439,-0.664668,0.0451593,-0.314514,-0.00968178,-7.64378,7.20796,1.64911,-6.08313,-4.80758,-4.38471
9.0353,1.76296,-0.118403,-0.185789,-0.72538,-0.945475,0.216233,-1.1442,-0.468461,-0.427445,0.411599,-1.3584,0.259161,4.37305,-2.56643,-0.909548,2.3604,2.12514,-0.14287,-0.274568,-1.24041,-0.679707,0.0491364,-0.314999,-0.00994977,-7.68691,7.20037,1.65209,-6.07038,-4.90215,-4.36716
9.04053,1.81603,-0.11816,-0.160935,-0.728253,-0.855714,0.104438,-0.700825,0.834152,0.418808,-0.461331,-0.632755,-0.447467,4.40104,-2.61336,-0.924231,2.37721,2.11136,-0.145678,-0.275466,-1.26004,-0.689329,0.0492991,-0.315774,-0.00990526,-7.70334,7.20999,1.6577,-6.07584,-4.95826,-4.39914
9.04533,1.84179,-0.138342,-0.166198,-0.769361,-0.777982,0.036011,-0.262409,-0.155824,-0.150882,-1.72431,-0.910546,-0.354715,4.43575,-2.67689,-0.943428,2.3994,2.09405,-0.148584,-0.273661,-1.28894,-0.705194,0.0527334,-0.317781,-0.0101728,-7.6971,7.20224,1.6578,-6.11715,-5.02358,-4.42169
9.05024,1.8907,-0.170814,-0.183665,-0.73275,-0.777025,0.0470704,-0.261587,-0.593233,-0.382233,-0.303528,-0.798751,-0.49846,4.45643,-2.70326,-0.950506,2.41443,2.07758,-0.150964,-0.2693,-1.30831,-0.71631,0.0553677,-0.317667,-0.0103326,-7.70311,7.19161,1.66023,-6.12601,-5.07946,-4.45339
9.05542,1.88242,-0.196282,-0.198624,-0.785546,-0.857549,0.0606675,-0.753348,-0.150289,-0.162672,-0.903454,-0.952473,-0.151515,4.48601,-2.76836,-0.970912,2.4317,2.06323,-0.153464,-0.267533,-1.33614,-0.731905,0.0590712,-0.319855,-0.0106265,-7.72305,7.18433,1.66217,-6.14734,-5.14884,-4.464
9.06051,1.87617,-0.212085,-0.200905,-0.861233,-0.969007,0.0158563,-0.570961,-0.113904,-0.123289,-0.684726,-0.721877,-0.114833,4.48601,-2.76836,-0.970912,2.4317,2.06323,-0.153464,-0.265949,-1.35288,-0.741638,0.0623295,-0.322097,-0.0109367,-7.73785,7.17892,1.66361,-6.16319,-5.20036,-4.47188
9.06533,1.88973,-0.243501,-0.210239,-0.900256,-0.935049,0.031837,0.294653,0.0325916,0.0747535,-0.144701,-0.205438,0.521006,4.5164,-2.80546,-0.979408,2.45317,2.03876,-0.156345,-0.264195,-1.36358,-0.746352,0.0613065,-0.319656,-0.0107758,-7.72176,7.17723,1.66854,-6.16701,-5.22378,-4.43882
9.07024,1.91184,-0.267503,-0.222141,-0.900113,-0.864148,-0.0312975,0.313956,-0.396564,-0.258393,0.699215,-0.0467789,-0.0694774,4.54057,-2.8483,-0.992064,2.46625,2.02232,-0.158941,-0.261779,-1.36349,-0.746163,0.0604952,-0.317155,-0.0105852,-7.71469,7.17592,1.66766,-6.15236,-5.22769,-4.4426
9.07524,1.94397,-0.273102,-0.232316,-0.911134,-0.839342,-0.0829996,0.103464,0.168173,0.0280084,0.451856,-0.570891,0.106736,4.56551,-2.89013,-1.00251,2.4846,2.00193,-0.161098,-0.259076,-1.37061,-0.748469,0.0600509,-0.313541,-0.0104756,-7.70553,7.18183,1.67175,-6.14003,-5.28145,-4.43556
