time,res_0,res_1,res_2,res_3,res_4,res_5,m_0,m_1,m_2,m_3,m_4,m_5,g_0,g_1,g_2,g_3,g_4,g_5,c_0,c_1,c_2,c_3,c_4,c_5,f_0,f_1,f_2,f_3,f_4,f_5
20.5603,-0.55288,0.574559,0.683803,-0.489955,-0.878972,0.464388,1.12937,-0.40145,-0.46277,-1.05872,-0.0993099,0.490252,-0.733585,9.23327,4.84778,0.334718,2.78672,0.226725,0.0336494,-0.491219,-0.298934,-0.00558697,0.156092,0.00126717,-3.67102,9.3878,-2.80015,5.93542,-6.69762,-4.43523
20.5652,-0.561898,0.53767,0.639948,-0.461024,-0.945171,0.470895,1.1678,-1.72911,-1.17342,-0.495798,-0.102345,0.83325,-0.763024,9.23848,4.84925,0.322435,2.8087,0.226931,0.0346552,-0.491086,-0.299468,-0.00496102,0.144066,0.000766484,-3.59454,9.37561,-2.81435,5.92291,-6.67573,-4.37932
20.5702,-0.611801,0.508061,0.629035,-0.439153,-1.06754,0.391382,0.88804,-1.31488,-0.892313,-0.377022,-0.0778269,0.633633,-0.763024,9.23848,4.84925,0.322435,2.8087,0.226931,0.037248,-0.491461,-0.299742,-0.00518998,0.1355,0.00041369,-3.53535,9.36618,-2.82534,5.91323,-6.65879,-4.33605
20.5752,-0.656755,0.500569,0.648739,-0.413015,-1.01241,0.342351,1.04706,1.56421,0.991697,0.434145,0.555137,0.6106,-0.816988,9.24524,4.84925,0.306365,2.8507,0.227371,0.0341402,-0.489605,-0.299224,-0.0042054,0.128059,7.48518e-05,-3.47414,9.37516,-2.82016,5.92368,-6.61713,-4.2977
20.5802,-0.686145,0.448123,0.634143,-0.427837,-1.11855,0.300595,0.963303,-0.826861,-0.746142,0.0408551,0.529895,0.717949,-0.847049,9.2489,4.85022,0.293882,2.87299,0.227607,0.0365757,-0.483411,-0.29587,-0.00336951,0.118447,-0.000253375,-3.4072,9.37625,-2.84085,5.92474,-6.55156,-4.24995
20.5853,-0.680051,0.420636,0.637582,-0.433648,-1.41039,0.212168,0.728068,-0.624945,-0.563937,0.0308785,0.400497,0.542628,-0.847049,9.2489,4.85022,0.293882,2.87299,0.227607,0.0402136,-0.479221,-0.2932,-0.00349727,0.111524,-0.000481131,-3.35499,9.3771,-2.85698,5.92557,-6.50044,-4.2127
20.5905,-0.683652,0.406167,0.650222,-0.423695,-1.53024,0.143785,0.684175,0.583316,0.411156,-0.145605,0.139499,0.400473,-0.898046,9.25366,4.85035,0.277041,2.91326,0.228023,0.0370218,-0.476838,-0.292489,-0.00231153,0.106125,-0.000713524,-3.31332,9.37775,-2.85204,5.92109,-6.48637,-4.18579
20.5953,-0.709713,0.417632,0.673508,-0.364892,-1.61358,0.101948,0.524797,0.447433,0.315377,-0.111686,0.107003,0.307183,-0.898046,9.25366,4.85035,0.277041,2.91326,0.228023,0.0381407,-0.476828,-0.292366,-0.00240008,0.102922,-0.000835569,-3.28359,9.37821,-2.84851,5.9179,-6.47633,-4.1666
20.6004,-0.736287,0.388455,0.65823,-0.329329,-1.56413,0.0467806,0.55014,-1.35632,-1.07202,0.672827,0.466142,-0.154306,-0.921984,9.25677,4.85079,0.269842,2.93136,0.228173,0.0392395,-0.471706,-0.289747,-0.00198701,0.0962109,-0.00106652,-3.23931,9.37507,-2.87075,5.93648,-6.41194,-4.17583
20.6052,-0.772329,0.371071,0.665204,-0.403603,-1.59148,0.0668836,0.661633,-0.499176,-0.320842,-0.262694,0.0798354,0.103677,-0.95598,9.25582,4.84828,0.261897,2.95788,0.228427,0.0375111,-0.468341,-0.288149,-0.00151191,0.0907041,-0.00129131,-3.1984,9.36944,-2.87372,5.92975,-6.39113,-4.16872
20.6103,-0.813827,0.353185,0.663998,-0.442283,-1.64281,0.0584,0.692353,-0.945653,-0.558677,-0.494699,0.464016,0.311267,-0.980725,9.25595,4.84708,0.254672,2.96917,0.22847,0.0380922,-0.459248,-0.282767,-0.00104547,0.0839155,-0.00146342,-3.14672,9.35552,-2.87692,5.91626,-6.33019,-4.14708
20.6156,-0.86013,0.379041,0.67369,-0.421408,-1.56477,0.00536337,0.599289,0.747771,0.519024,-0.606005,0.992301,0.474701,-1.00126,9.25735,4.84747,0.24837,2.99785,0.228826,0.0390732,-0.443293,-0.272997,-0.000554654,0.0785962,-0.00152677,-3.1011,9.35434,-2.87279,5.89867,-6.24313,-4.11564
20.6204,-0.893822,0.398133,0.676769,-0.40513,-1.43732,-0.0669965,0.871828,0.499388,0.226177,-0.353259,0.521313,0.18292,-1.04435,9.25731,4.84646,0.233906,3.02843,0.229108,0.039439,-0.43468,-0.268137,0.000514895,0.0723856,-0.00168745,-3.04713,9.35914,-2.87764,5.88908,-6.19311,-4.10444
20.6254,-0.923451,0.439448,0.701441,-0.385997,-1.25461,-0.144972,0.663166,0.379865,0.172044,-0.26871,0.396543,0.13914,-1.04435,9.25731,4.84646,0.233906,3.02843,0.229108,0.042434,-0.429906,-0.26499,0.000382765,0.0678599,-0.00180434,-3.00471,9.36291,-2.88145,5.88154,-6.15379,-4.09564
20.6302,-0.926242,0.382115,0.654114,-0.411993,-1.26481,-0.154037,0.918431,-3.54241,-2.37885,-0.468593,-0.862363,0.498662,-1.0924,9.25465,4.84364,0.220916,3.06694,0.229478,0.0403312,-0.430461,-0.266418,0.00113606,0.059809,-0.00218399,-2.94702,9.34118,-2.90422,5.87029,-6.16692,-4.06036
20.6353,-0.935158,0.354015,0.637476,-0.447009,-1.47735,-0.148411,0.694854,-2.68007,-1.79976,-0.354522,-0.652435,0.377271,-1.0924,9.25465,4.84364,0.220916,3.06694,0.229478,0.0420427,-0.433884,-0.268794,0.000850042,0.0538703,-0.00245848,-2.90012,9.32351,-2.92273,5.86114,-6.1776,-4.03168
20.6402,-0.947993,0.333603,0.635102,-0.441492,-1.50392,-0.100977,0.683422,-1.21595,-0.640278,-0.140412,0.62639,0.333643,-1.12114,9.25119,4.84078,0.216576,3.0953,0.229745,0.0411216,-0.421574,-0.261615,0.00101827,0.0475456,-0.00261917,-2.84741,9.30138,-2.92135,5.85735,-6.09936,-4.00919
20.6453,-0.974978,0.346756,0.655178,-0.426092,-1.4696,-0.0404677,0.920545,0.933997,0.618132,-0.423506,0.541112,0.535266,-1.16681,9.24615,4.83741,0.205472,3.1327,0.230062,0.0406115,-0.411495,-0.255849,0.0018018,0.041633,-0.00276673,-2.78939,9.3028,-2.91623,5.84534,-6.05042,-3.97428
20.6503,-1.02265,0.333178,0.644113,-0.432463,-1.45536,-0.070448,0.707687,-1.67532,-0.925934,-0.225076,0.259184,0.134902,-1.19095,9.24475,4.83707,0.196119,3.14843,0.230232,0.0410847,-0.403268,-0.251196,0.00235323,0.0359701,-0.00289356,-2.73694,9.27737,-2.9156,5.83936,-5.99467,-3.96388
20.6553,-1.06686,0.347304,0.646305,-0.457653,-1.48042,-0.0979564,0.539115,-1.27626,-0.705375,-0.171462,0.197446,0.102768,-1.19095,9.24475,4.83707,0.196119,3.14843,0.230232,0.0424856,-0.398402,-0.248223,0.00213772,0.0317204,-0.00300102,-2.69677,9.25802,-2.91512,5.83481,-5.95224,-3.95596
20.6602,-1.1206,0.37606,0.662706,-0.478426,-1.4138,-0.0320268,0.69023,0.560931,0.388602,-0.894454,0.839252,0.907575,-1.24383,9.23463,4.83099,0.187437,3.19347,0.230557,0.0414925,-0.380693,-0.23771,0.00273524,0.0267937,-0.00304886,-2.64435,9.25481,-2.91238,5.81073,-5.87702,-3.89777
20.6652,-1.23125,0.400723,0.663233,-0.415211,-1.46363,0.0382384,0.68977,-0.951337,-0.545822,0.197014,-0.0293025,0.318212,-1.25797,9.23283,4.83031,0.183289,3.20506,0.230662,0.0419187,-0.378913,-0.236928,0.00287841,0.0224179,-0.00319977,-2.55508,9.24072,-2.91267,5.816,-5.85523,-3.87564
20.6703,-1.36476,0.447437,0.669818,-0.444751,-1.35477,0.0262958,0.658572,0.158239,-0.00291401,-1.16888,0.839028,0.237073,-1.28215,9.22689,4.82722,0.180189,3.22882,0.230817,0.0446525,-0.361538,-0.226197,0.0029189,0.0177084,-0.00320747,-1.9281,9.24162,-2.92089,5.78415,-5.77073,-3.86024
20.6753,-1.46461,0.485405,0.680061,-0.460169,-1.34681,-0.119903,0.500602,0.120283,-0.00221503,-0.888507,0.637773,0.180207,-1.28215,9.22689,4.82722,0.180189,3.22882,0.230817,0.0485552,-0.35054,-0.219137,0.00268184,0.0141856,-0.00321035,0.275711,9.2423,-2.92713,5.75997,-5.70655,-3.84855
20.6803,-1.44517,0.507514,0.685735,-0.46813,-1.30862,-0.203715,0.56584,-1.07689,-0.429273,-0.347018,0.311003,0.531746,-1.30594,9.22218,4.82515,0.174266,3.24609,0.230967,0.048096,-0.341575,-0.21393,0.00291811,0.0101583,-0.00327843,2.87593,9.21502,-2.91589,5.75055,-5.6554,-3.81255
20.6853,-1.30575,0.500603,0.658389,-0.438041,-1.31306,-0.224974,1.05004,-2.18946,-1.22015,-0.309339,-0.642886,0.937022,-1.3475,9.21029,4.81931,0.167901,3.28012,0.231144,0.0455619,-0.34089,-0.214301,0.00322737,0.00445571,-0.003515,3.50062,9.18516,-2.91295,5.74243,-5.66249,-3.74837
20.6903,-1.15065,0.497612,0.626173,-0.347007,-1.37241,-0.270842,0.797628,-1.66315,-0.926845,-0.234978,-0.488345,0.711775,-1.3475,9.21029,4.81931,0.167901,3.28012,0.231144,0.0461106,-0.343647,-0.216205,0.00297522,6.49509e-05,-0.00370769,3.56817,9.16225,-2.9107,5.7362,-5.66794,-3.69911
20.6952,-1.02733,0.486321,0.604385,-0.339893,-1.3423,-0.309726,0.360214,-1.50316,-0.841764,-0.353034,0.666462,0.334155,-1.36403,9.20579,4.81738,0.164793,3.29364,0.231229,0.0472349,-0.32907,-0.207271,0.00297166,-0.00284342,-0.00366029,3.60553,9.13854,-2.91215,5.72675,-5.58214,-3.67664
20.7003,-0.914774,0.493495,0.620014,-0.404416,-1.27146,-0.342302,0.70233,0.0105376,0.247966,-0.0138025,0.235729,0.374616,-1.39158,9.19532,4.81232,0.162711,3.31907,0.231325,0.04624,-0.323325,-0.204091,0.00299674,-0.00663611,-0.00376222,3.65132,9.12084,-2.89549,5.72628,-5.55069,-3.65152
20.7053,-0.831851,0.456372,0.593385,-0.453526,-1.18641,-0.346399,0.730448,-1.5487,-0.956058,-1.16088,-0.0943199,0.212628,-1.43326,9.18075,4.80589,0.156839,3.35129,0.23146,0.0456924,-0.313661,-0.198577,0.00328543,-0.0101358,-0.00381302,3.69989,9.10309,-2.90059,5.69528,-5.5201,-3.63571
20.7103,-0.755141,0.433655,0.573651,-0.391866,-1.22125,-0.274534,0.554083,-1.17477,-0.72522,-0.880591,-0.0715466,0.161289,-1.43326,9.18075,4.80589,0.156839,3.35129,0.23146,0.0475345,-0.309749,-0.196139,0.00303083,-0.0131263,-0.00387538,3.73738,9.08939,-2.90453,5.67135,-5.49649,-3.6235
20.7154,-0.672783,0.431352,0.583242,-0.339254,-1.19019,-0.251942,0.818481,-0.101726,-0.0285729,-0.776179,0.283374,0.459747,-1.45341,9.17342,4.80289,0.153883,3.36756,0.231534,0.0495807,-0.301625,-0.191293,0.00297014,-0.017174,-0.00393958,3.78959,9.08139,-2.9027,5.65036,-5.4545,-3.5929
20.7203,-0.611604,0.439659,0.613529,-0.288617,-1.18032,-0.319007,0.625309,-0.0777169,-0.0218293,-0.59299,0.216494,0.35124,-1.45341,9.17342,4.80289,0.153883,3.36756,0.231534,0.0521374,-0.297308,-0.188582,0.00269266,-0.0204121,-0.00400291,3.82869,9.0754,-2.90134,5.63464,-5.42304,-3.56998
20.7254,-0.565527,0.405375,0.583263,-0.258533,-1.27292,-0.369983,0.549537,-2.28089,-1.55205,-0.113881,-0.248643,0.443721,-1.47436,9.16607,4.79995,0.15037,3.38407,0.23161,0.0522838,-0.292053,-0.185623,0.0027846,-0.0225606,-0.0040347,3.86879,9.05895,-2.91889,5.63134,-5.39586,-3.53749
20.7303,-0.509314,0.378071,0.542312,-0.208085,-1.35473,-0.343477,0.651831,-2.34086,-1.47629,0.592201,0.216825,0.35494,-1.51055,9.15063,4.79396,0.146334,3.41612,0.231719,0.0518177,-0.280049,-0.178641,0.00290067,-0.0249415,-0.00401306,3.92023,9.03311,-2.92946,5.64658,-5.32559,-3.51212
20.7354,-0.426918,0.406703,0.548671,-0.176803,-1.35027,-0.298607,0.798936,-0.218922,-0.102182,-0.0392112,0.105562,0.290187,-1.53716,9.13823,4.78872,0.144292,3.42929,0.231704,0.0528612,-0.276258,-0.176666,0.00281478,-0.0283371,-0.00410117,3.96962,9.02464,-2.92723,5.64544,-5.29768,-3.49235
20.7406,-0.362083,0.445882,0.561524,-0.162848,-1.24686,-0.315521,0.602407,-0.165069,-0.0770461,-0.0295657,0.0795952,0.218804,-1.53716,9.13823,4.78872,0.144292,3.42929,0.231704,0.0547151,-0.274661,-0.175728,0.00257128,-0.0311308,-0.00417784,4.00777,9.01809,-2.92551,5.64455,-5.27613,-3.47708
20.7452,-0.326261,0.443463,0.560646,-0.143364,-1.17629,-0.281552,0.929631,0.162405,-0.208683,1.83454,-0.0360375,0.590486,-1.57582,9.12011,4.78173,0.141174,3.46022,0.231722,0.0549457,-0.27328,-0.17549,0.00281259,-0.033415,-0.00426696,4.05461,9.0309,-2.94223,5.68942,-5.26587,-3.44129
20.7503,-0.321398,0.387859,0.536307,-0.249931,-1.32595,-0.191379,0.969625,-1.57005,-1.25865,0.358946,-0.277624,0.371522,-1.59616,9.10911,4.77699,0.140571,3.48006,0.231664,0.056287,-0.269525,-0.173438,0.00269924,-0.0363462,-0.00434155,4.11544,9.02757,-2.96634,5.69915,-5.24219,-3.41367
20.7553,-0.319301,0.362056,0.52508,-0.325192,-1.60269,-0.0630283,0.738532,-1.19586,-0.958675,0.273398,-0.211457,0.282976,-1.59616,9.10911,4.77699,0.140571,3.48006,0.231664,0.0582852,-0.26922,-0.173347,0.00246944,-0.0388478,-0.0044229,4.15987,9.02513,-2.98395,5.70625,-5.22489,-3.39349
20.7603,-0.294094,0.370121,0.533798,-0.358686,-1.71524,0.0576713,0.873597,0.431825,0.422321,-0.981784,0.401406,0.672122,-1.6335,9.08821,4.76886,0.139066,3.50974,0.231581,0.0598372,-0.258232,-0.166908,0.00233226,-0.0421548,-0.00442913,4.21419,9.01401,-2.97189,5.67989,-5.18017,-3.34951
20.7653,-0.274923,0.393678,0.540392,-0.272378,-1.8143,0.111588,0.665984,0.3292,0.321955,-0.748459,0.306011,0.51239,-1.6335,9.08821,4.76886,0.139066,3.50974,0.231581,0.0627694,-0.253692,-0.164093,0.00195427,-0.0453809,-0.00448078,4.25516,9.00562,-2.96278,5.66,-5.14643,-3.31632
20.7703,-0.249859,0.366115,0.513264,-0.198189,-1.90797,0.0444238,0.630868,-1.87087,-1.13871,-0.412738,-0.099456,0.202289,-1.65385,9.0776,4.76488,0.137597,3.5242,0.231544,0.0628766,-0.246549,-0.159879,0.00185695,-0.0468415,-0.00445634,4.29949,8.98301,-2.96775,5.64871,-5.10846,-3.30083
20.7753,-0.194465,0.358137,0.501441,-0.178302,-1.88448,-0.0336791,0.906023,-1.53139,-1.02345,-0.234506,0.163533,0.194518,-1.70433,9.04593,4.75059,0.137259,3.55018,0.231234,0.0639002,-0.234981,-0.153036,0.00165003,-0.0489154,-0.00440703,4.36054,8.96589,-2.97786,5.64213,-5.04605,-3.28628
20.7802,-0.15907,0.426366,0.535672,-0.156689,-1.78465,0.0417558,0.882183,1.2859,1.0357,-0.113021,0.9342,0.388769,-1.72394,9.03273,4.7449,0.137756,3.56341,0.231074,0.0680916,-0.223473,-0.146013,0.00110136,-0.0528232,-0.00440008,4.41798,8.95516,-2.95783,5.6391,-4.96972,-3.26246
20.7853,-0.144411,0.471582,0.528866,-0.13206,-1.66579,0.142859,0.687905,-0.64047,-0.285306,-0.487444,0.331069,0.396365,-1.73601,9.02504,4.74325,0.137841,3.57895,0.231014,0.0701154,-0.213682,-0.140116,0.000757588,-0.0549459,-0.00435901,4.46588,8.93647,-2.95282,5.62583,-4.91342,-3.23556
20.7905,-0.139873,0.512443,0.520531,-0.201462,-1.56492,0.155236,1.01485,-1.08543,-0.543033,-1.94236,0.102613,0.218856,-1.76008,9.00725,4.7362,0.139054,3.59564,0.230786,0.0729827,-0.204134,-0.134415,0.000231155,-0.0584806,-0.00436461,4.53437,8.91089,-2.94719,5.57092,-4.85891,-3.21878
20.7955,-0.1893,0.543806,0.515172,-0.253233,-1.611,0.126637,0.774504,-0.82837,-0.414429,-1.48236,0.0783119,0.167025,-1.76008,9.00725,4.7362,0.139054,3.59564,0.230786,0.0756846,-0.199251,-0.131401,-0.000201404,-0.061377,-0.0043964,4.58329,8.89263,-2.94318,5.5317,-4.81997,-3.20679
20.8003,-0.23724,0.581006,0.527301,-0.268381,-1.55739,0.117486,0.2405,-0.742525,-0.450465,-1.27247,0.511238,0.326161,-1.77958,8.99411,4.73097,0.139216,3.60647,0.230623,0.0780756,-0.187202,-0.123891,-0.000539777,-0.0619283,-0.00427181,4.6076,8.87996,-2.94718,5.49819,-4.75265,-3.18517
20.8052,-0.233953,0.586268,0.526263,-0.217054,-1.48203,0.0530018,0.619915,-2.48674,-1.40992,-0.561235,-0.148827,0.476945,-1.81706,8.96632,4.72004,0.14074,3.62994,0.230248,0.0771885,-0.178144,-0.118543,-0.000726978,-0.061975,-0.00416968,4.65326,8.84538,-2.94711,5.48324,-4.70589,-3.15189
20.8106,-0.237717,0.606108,0.530616,-0.145957,-1.40815,-0.107737,0.463901,-1.8609,-1.05508,-0.419989,-0.111372,0.356912,-1.81706,8.96632,4.72004,0.14074,3.62994,0.230248,0.0774036,-0.173669,-0.115753,-0.00096814,-0.0627944,-0.00413877,4.69083,8.81692,-2.94706,5.47094,-4.66741,-3.12451
20.8153,-0.207992,0.639387,0.554011,-0.0965157,-1.31052,-0.154811,1.02364,0.0180559,0.216035,-0.600417,0.156866,0.67043,-1.85471,8.93752,4.70871,0.14214,3.65297,0.229809,0.0791658,-0.167724,-0.112454,-0.0013208,-0.0651829,-0.0041427,4.74809,8.79977,-2.93254,5.45593,-4.63662,-3.08273
20.8203,-0.187741,0.614038,0.531623,-0.0520243,-1.39052,-0.117101,0.792631,-3.09792,-1.95892,-0.0296087,-0.534848,0.650976,-1.86458,8.93345,4.7086,0.142423,3.66121,0.229645,0.0779574,-0.163808,-0.110219,-0.0014437,-0.0652226,-0.004097,4.80145,8.76873,-2.9447,5.45475,-4.60706,-3.03637
20.8253,-0.204045,0.598881,0.513648,-0.0590059,-1.47542,-0.0370752,0.573375,-2.72226,-1.57634,-0.500542,-0.225596,0.447657,-1.88997,8.90981,4.6983,0.143637,3.67385,0.229372,0.0770621,-0.156812,-0.105968,-0.00162952,-0.064908,-0.00400132,4.84601,8.73221,-2.94683,5.44092,-4.56019,-3.00372
20.8304,-0.230206,0.595066,0.512337,-0.119976,-1.4508,0.0284059,0.621547,-1.58819,-0.798643,-1.37839,-0.108506,0.473281,-1.9089,8.89394,4.69181,0.145169,3.68362,0.229058,0.0774852,-0.151525,-0.10279,-0.00192048,-0.0658608,-0.00396166,4.89012,8.70143,-2.93949,5.40269,-4.52373,-2.96956
20.8356,-0.248498,0.598865,0.528949,-0.17987,-1.38049,0.0228168,0.470273,-1.20165,-0.604267,-1.04292,-0.0820978,0.358093,-1.9089,8.89394,4.69181,0.145169,3.68362,0.229058,0.0780513,-0.148736,-0.10107,-0.00214947,-0.0669044,-0.00395631,4.92317,8.67837,-2.934,5.37404,-4.49641,-2.94396
20.8404,-0.251734,0.579095,0.512398,-0.165303,-1.39271,0.0150102,0.969392,-1.82918,-1.21879,-0.00972727,-0.250501,0.277459,-1.92722,8.87828,4.68565,0.146769,3.69374,0.228777,0.0785649,-0.145162,-0.0990826,-0.00237764,-0.0677347,-0.0039362,4.98102,8.6606,-2.94396,5.3736,-4.46261,-2.92409
20.8453,-0.284738,0.558906,0.488244,-0.128385,-1.48995,0.00824147,0.73924,-1.3949,-0.929424,-0.00741783,-0.191027,0.211585,-1.92722,8.87828,4.68565,0.146769,3.69374,0.228777,0.0791757,-0.143583,-0.0982149,-0.00256254,-0.0687509,-0.00394663,5.02643,8.64665,-2.95178,5.37325,-4.43607,-2.9085
20.8503,-0.321993,0.560674,0.492364,-0.108735,-1.55631,-0.0456906,0.323494,-0.86295,-0.534235,-0.339787,-0.0529973,0.209487,-1.95261,8.85522,4.67609,0.149614,3.7066,0.228252,0.0791878,-0.139974,-0.096091,-0.00267246,-0.0684785,-0.00388779,5.04831,8.63598,-2.95459,5.36409,-4.41578,-2.89374
20.8555,-0.323778,0.577443,0.508131,-0.135386,-1.64301,-0.131881,0.711169,-0.883728,-0.559839,-1.72515,0.261543,0.387997,-1.98989,8.8211,4.66265,0.152911,3.72575,0.227517,0.0819297,-0.1304,-0.0903164,-0.00314064,-0.0692441,-0.0037808,5.09761,8.62049,-2.95925,5.3162,-4.35274,-2.86608
20.8603,-0.329474,0.60318,0.522333,-0.1159,-1.79656,-0.214233,0.546457,-0.67905,-0.430176,-1.32559,0.200968,0.298134,-1.98989,8.8211,4.66265,0.152911,3.72575,0.227517,0.0842992,-0.125835,-0.0874835,-0.00348765,-0.0705685,-0.00375897,5.13275,8.60946,-2.96256,5.28206,-4.30781,-2.84637
20.8653,-0.326994,0.596289,0.502101,-0.128299,-1.97075,-0.270745,0.811291,-2.15945,-1.31746,-0.336318,-0.246142,0.305813,-2.00724,8.80562,4.65721,0.154718,3.73495,0.227136,0.083892,-0.121541,-0.0850041,-0.00367569,-0.0705039,-0.00369706,5.18625,8.5823,-2.96757,5.27287,-4.26745,-2.82368
20.8704,-0.327378,0.627424,0.522984,-0.120059,-1.96034,-0.301791,0.43933,0.499996,0.431575,-0.188149,0.502297,0.249524,-2.026,8.78854,4.65057,0.156422,3.74352,0.226754,0.0868686,-0.115329,-0.0812442,-0.00410586,-0.0717075,-0.00364326,5.21685,8.57405,-2.95759,5.2677,-4.22093,-2.80735
20.8753,-0.317452,0.620757,0.521314,-0.0261759,-1.9062,-0.353684,0.652769,-1.22177,-0.702805,0.531785,-0.173483,0.313617,-2.04029,8.77475,4.64508,0.158119,3.74986,0.226409,0.0865414,-0.113402,-0.0802117,-0.00422886,-0.0718338,-0.0036159,5.2569,8.55567,-2.95665,5.28145,-4.19928,-2.78584
20.8804,-0.302916,0.644252,0.53315,-0.017021,-1.86182,-0.450962,1.25183,-0.234305,0.0483574,-0.721566,0.0313786,0.419632,-2.07752,8.73876,4.63052,0.162436,3.76473,0.225493,0.0891216,-0.111179,-0.0792382,-0.00472146,-0.074315,-0.00364011,5.32936,8.53418,-2.94144,5.2623,-4.16758,-2.75737
20.8853,-0.315615,0.669802,0.544599,0.0187141,-1.89837,-0.565474,0.954092,-0.178577,0.0368558,-0.549945,0.0239153,0.319825,-2.07752,8.73876,4.63052,0.162436,3.76473,0.225493,0.091249,-0.111173,-0.0794542,-0.0050755,-0.0769251,-0.00370981,5.38361,8.5181,-2.93006,5.24796,-4.14384,-2.73605
20.8904,-0.357525,0.652661,0.514164,0.00891656,-1.95904,-0.675135,0.247517,-2.1013,-1.19612,-0.917449,-0.216387,0.297038,-2.10419,8.71001,4.61898,0.166472,3.77593,0.224682,0.0897291,-0.10678,-0.0767488,-0.00511732,-0.0753079,-0.0035907,5.40692,8.48939,-2.9309,5.2229,-4.11092,-2.71378
20.8952,-0.38682,0.61926,0.471735,-0.00096416,-2.06306,-0.791004,0.768995,-2.73209,-1.71062,-0.590703,-0.464014,0.401146,-2.14017,8.67358,4.60417,0.171009,3.78758,0.223675,0.0881354,-0.103665,-0.074991,-0.00516325,-0.0740503,-0.00350049,5.45627,8.46047,-2.94006,5.20742,-4.07736,-2.68436
20.9002,-0.452056,0.597005,0.449364,0.00672841,-2.18149,-0.940111,0.583721,-2.07385,-1.29848,-0.448384,-0.352219,0.304498,-2.14017,8.67358,4.60417,0.171009,3.78758,0.223675,0.0867634,-0.102394,-0.0742661,-0.00516279,-0.0736218,-0.00347308,5.49549,8.43749,-2.94733,5.19512,-4.0507,-2.6584
20.9053,-0.488813,0.607706,0.459323,0.0456963,-2.20163,-1.08727,0.663027,-0.419035,-0.0897882,-0.0133718,0.284365,0.491444,-2.17989,8.63235,4.58677,0.176085,3.79852,0.22249,0.0889803,-0.0969821,-0.0710424,-0.0055704,-0.0740949,-0.00338849,5.54019,8.41651,-2.93677,5.19478,-4.00114,-2.58909
20.9103,-0.528307,0.618625,0.473208,0.093413,-2.23634,-1.2518,0.504494,-0.318842,-0.0683194,-0.0101745,0.216372,0.373937,-2.17989,8.63235,4.58677,0.176085,3.79852,0.22249,0.0906045,-0.0938754,-0.0691607,-0.005854,-0.0750274,-0.00336676,5.57378,8.40075,-2.92883,5.19452,-3.9639,-2.38153
20.9154,-0.53862,0.613135,0.456788,0.0912484,-2.27359,-1.4204,0.392154,-1.63578,-0.976282,-0.294367,-0.0197614,0.150881,-2.19859,8.61189,4.57824,0.178821,3.80347,0.221874,0.0903614,-0.0893101,-0.0663282,-0.00596998,-0.0740283,-0.00326621,5.60504,8.37823,-2.93238,5.18634,-3.91839,-2.10585
20.9203,-0.526008,0.615421,0.429191,0.0608691,-2.22341,-1.51891,0.392343,-1.69239,-0.875668,-0.706108,0.157358,0.413024,-2.24104,8.56466,4.55878,0.185214,3.81457,0.2203,0.090895,-0.0821388,-0.0618551,-0.00623674,-0.0726061,-0.00309584,5.63934,8.34654,-2.92793,5.16747,-3.85567,-0.328997
20.9252,-0.537532,0.622799,0.401166,0.0657832,-2.15601,-1.49869,0.299272,-1.29092,-0.667944,-0.538606,0.12003,0.315048,-2.24104,8.56466,4.55878,0.185214,3.81457,0.2203,0.0910914,-0.0776105,-0.0589719,-0.00639589,-0.072159,-0.00301827,5.66558,8.32228,-2.92452,5.15302,-3.80768,1.41307
20.9302,-0.511146,0.632386,0.374915,0.0680613,-2.09412,-1.35932,0.749182,-1.2701,-0.818777,-1.04423,0.0158769,0.490499,-2.27811,8.52183,4.54068,0.190606,3.82228,0.218923,0.0925143,-0.0745127,-0.0572051,-0.00666085,-0.0722453,-0.00295058,5.71334,8.30481,-2.93066,5.12508,-3.75874,2.37684
20.9352,-0.487514,0.658665,0.362879,0.0995824,-2.00487,-1.20913,0.850287,-0.776587,-0.345167,-0.316735,0.223942,0.422345,-2.29002,8.50838,4.53471,0.192196,3.82412,0.218472,0.0946756,-0.0707782,-0.055001,-0.00703162,-0.0732255,-0.00290843,5.7679,8.2812,-2.92342,5.11672,-3.70237,2.50845
20.9402,-0.485756,0.69553,0.34984,0.104927,-1.89305,-1.06368,0.646765,-0.590706,-0.262549,-0.240923,0.17034,0.321254,-2.29002,8.50838,4.53471,0.192196,3.82412,0.218472,0.0962051,-0.0679995,-0.0533631,-0.00730245,-0.0740763,-0.00288678,5.80971,8.26311,-2.91787,5.11032,-3.65918,2.54318
20.9452,-0.460656,0.722913,0.342185,0.0439389,-1.79337,-0.878038,0.661518,-0.824655,-0.386993,-1.77994,0.0143493,0.667691,-2.33705,8.45211,4.51075,0.198523,3.83069,0.216895,0.0979914,-0.0683914,-0.0538159,-0.00754632,-0.0751237,-0.00288985,5.85086,8.24235,-2.91204,5.06259,-3.62378,2.59186
20.9503,-0.444669,0.743243,0.343743,0.0164362,-1.7264,-0.706819,0.502218,-0.62607,-0.293801,-1.35131,0.0108938,0.506904,-2.33705,8.45211,4.51075,0.198523,3.83069,0.216895,0.098772,-0.0683404,-0.0538871,-0.0077059,-0.0761101,-0.00291138,5.88221,8.22653,-2.90759,5.02622,-3.5968,2.62652
