time,est_tau1,est_tau2,est_tau3,est_tau4,est_tau5,est_tau6,meas_tau1,meas_tau2,meas_tau3,meas_tau4,meas_tau5,meas_tau6,gt_tau1,gt_tau2,gt_tau3,gt_tau4,gt_tau5,gt_tau6
3.10532,0.291524,-0.253512,-0.340427,-0.0230686,-1.00038,-0.0557436,-3.85726,18.7505,7.70374,-2.95596,11.6582,3.91644,0,0,0,0,0,0
3.11032,0.325942,-0.320957,-0.359557,-0.0294611,-1.1101,-0.0669677,-3.85726,18.7505,7.70374,-2.95596,11.6582,3.91644,0,0,0,0,0,0
3.11533,0.354732,-0.39803,-0.383675,-0.035792,-1.21823,-0.0791816,-3.31748,18.8371,8.37672,-3.2292,10.5984,3.51072,0,0,0,0,0,0
3.12032,0.37841,-0.481218,-0.41116,-0.0420674,-1.32304,-0.0920936,-3.31748,18.8371,8.37672,-3.2292,10.5984,3.51072,0,0,0,0,0,0
3.12531,0.399641,-0.567967,-0.439548,-0.0526513,-1.43295,-0.107107,-3.58934,18.7702,8.16772,-2.3184,12.3952,3.82536,0,0,0,0,0,0
3.13032,0.417997,-0.656173,-0.467887,-0.0668738,-1.54699,-0.124124,-3.58934,18.7702,8.16772,-2.3184,12.3952,3.82536,0,0,0,0,0,0
3.13531,0.433689,-0.745375,-0.493045,-0.0774945,-1.66659,-0.138957,-3.66814,19.0223,7.86467,-3.59352,13.1238,3.07188,0,0,0,0,0,0
3.14031,0.446884,-0.834516,-0.515228,-0.0843708,-1.7911,-0.151302,-3.66814,19.0223,7.86467,-3.59352,13.1238,3.07188,0,0,0,0,0,0
3.14531,0.459611,-0.923622,-0.532597,-0.0877793,-1.91527,-0.160944,-3.92424,19.1917,7.60342,-3.53556,12.4117,3.0636,0,0,0,0,0,0
3.15029,0.471616,-1.01021,-0.544942,-0.0892678,-2.03739,-0.168377,-3.92424,19.1917,7.60342,-3.53556,12.4117,3.0636,0,0,0,0,0,0
3.15532,0.490016,-1.08787,-0.556792,-0.100635,-2.15975,-0.184857,-4.81862,18.3446,8.11338,-1.50696,12.6353,5.05908,0,0,0,0,0,0
3.1603,0.513689,-1.154,-0.567197,-0.119822,-2.27848,-0.208481,-4.81862,18.3446,8.11338,-1.50696,12.6353,5.05908,0,0,0,0,0,0
3.16532,0.535285,-1.20177,-0.586467,-0.13535,-2.39719,-0.234496,-3.93212,17.2848,9.39246,-3.41964,12.9913,4.31388,0,0,0,0,0,0
3.17032,0.559624,-1.22994,-0.608914,-0.154499,-2.51161,-0.260667,-4.55464,16.9775,8.83025,-2.22732,12.6518,3.96612,0,0,0,0,0,0
3.17531,0.577571,-1.24278,-0.635047,-0.169389,-2.62022,-0.287933,-3.47508,17.1075,8.88041,-3.51072,12.3041,4.19796,0,0,0,0,0,0
3.18033,0.593647,-1.24152,-0.656448,-0.186274,-2.72441,-0.311088,-3.93606,17.1981,8.01724,-2.49228,12.4945,3.37824,0,0,0,0,0,0
3.18532,0.609456,-1.22697,-0.6751,-0.201605,-2.81991,-0.329211,-4.13306,17.005,8.21161,-3.09672,11.9646,3.22092,0,0,0,0,0,0
3.19032,0.625086,-1.20071,-0.691296,-0.214719,-2.90794,-0.343473,-4.13306,17.005,8.21161,-3.09672,11.9646,3.22092,0,0,0,0,0,0
3.19532,0.636171,-1.16346,-0.705873,-0.226272,-2.98708,-0.365158,-3.60904,16.8317,8.27222,-2.90628,11.6665,5.11704,0,0,0,0,0,0
3.2003,0.64324,-1.11768,-0.718931,-0.235644,-3.0578,-0.392857,-3.60904,16.8317,8.27222,-2.90628,11.6665,5.11704,0,0,0,0,0,0
3.2053,0.654302,-1.06966,-0.718108,-0.240674,-3.11448,-0.423571,-4.55858,17.403,6.66501,-3.2706,10.4328,4.7196,0,0,0,0,0,0
3.21031,0.668647,-1.02166,-0.706248,-0.242097,-3.1585,-0.456575,-4.55858,17.403,6.66501,-3.2706,10.4328,4.7196,0,0,0,0,0,0
3.2153,0.686394,-0.976132,-0.693241,-0.238297,-3.19389,-0.483886,-4.67678,17.4857,7.59715,-3.66804,10.9296,3.4362,0,0,0,0,0,0
3.22032,0.707244,-0.933344,-0.679706,-0.230558,-3.22204,-0.506578,-4.67678,17.4857,7.59715,-3.66804,10.9296,3.4362,0,0,0,0,0,0
3.2253,0.728076,-0.890063,-0.664927,-0.21853,-3.24513,-0.519889,-4.40886,16.9302,7.41114,-3.91644,11.2277,2.53368,0,0,0,0,0,0
3.23032,0.749049,-0.844662,-0.648114,-0.202581,-3.26362,-0.525106,-4.40886,16.9302,7.41114,-3.91644,11.2277,2.53368,0,0,0,0,0,0
3.23532,0.772189,-0.798608,-0.631776,-0.189881,-3.27797,-0.535613,-4.73982,17.0208,7.68911,-2.78208,11.3022,4.72788,0,0,0,0,0,0
3.24031,0.797863,-0.751781,-0.611006,-0.174178,-3.28875,-0.544931,-4.7674,16.9696,7.07883,-3.79224,11.327,3.77568,0,0,0,0,0,0
3.24532,0.815916,-0.702327,-0.590039,-0.154012,-3.29223,-0.556308,-3.60904,16.7135,7.52818,-4.15656,10.5984,4.24764,0,0,0,0,0,0
3.25031,0.83363,-0.649312,-0.565133,-0.133129,-3.28794,-0.563151,-4.41674,16.5283,7.06838,-3.78396,10.408,3.12984,0,0,0,0,0,0
3.2553,0.847519,-0.590797,-0.546472,-0.116973,-3.27341,-0.573278,-4.01092,16.2998,8.32656,-3.01392,9.8946,4.38012,0,0,0,0,0,0
3.26031,0.853599,-0.531696,-0.53138,-0.103846,-3.253,-0.579536,-3.54206,16.5401,7.90856,-3.13812,10.292,3.36168,0,0,0,0,0,0
3.26532,0.852487,-0.473846,-0.520246,-0.0923576,-3.22795,-0.581925,-3.54206,16.5401,7.90856,-3.13812,10.292,3.36168,0,0,0,0,0,0
3.27032,0.846258,-0.421192,-0.515722,-0.0818166,-3.20569,-0.58544,-3.70754,16.879,8.2346,-3.11328,11.4098,4.18968,0,0,0,0,0,0
3.27532,0.836458,-0.372232,-0.516243,-0.0727485,-3.18541,-0.589738,-3.70754,16.879,8.2346,-3.11328,11.4098,4.18968,0,0,0,0,0,0
3.28033,0.827466,-0.327831,-0.517052,-0.0608522,-3.16516,-0.593643,-4.14488,17.0563,7.76017,-3.8916,11.1449,4.0158,0,0,0,0,0,0
3.28531,0.819457,-0.287261,-0.517436,-0.0472043,-3.14494,-0.597537,-4.14488,17.0563,7.76017,-3.8916,11.1449,4.0158,0,0,0,0,0,0
3.2903,0.819054,-0.253796,-0.517608,-0.0415995,-3.12224,-0.599277,-5.0038,17.5448,7.80406,-2.24388,10.7309,3.59352,0,0,0,0,0,0
3.2953,0.825919,-0.22688,-0.517663,-0.042107,-3.09773,-0.599566,-5.0038,17.5448,7.80406,-2.24388,10.7309,3.59352,0,0,0,0,0,0
3.30031,0.839081,-0.211588,-0.516719,-0.0426633,-3.06972,-0.592756,-4.98804,18.1989,7.66403,-3.0636,10.3417,2.53368,0,0,0,0,0,0
3.30532,0.85726,-0.207122,-0.515269,-0.0440038,-3.039,-0.579851,-4.98804,18.1989,7.66403,-3.0636,10.3417,2.53368,0,0,0,0,0,0
3.31031,0.873417,-0.214889,-0.516496,-0.0515823,-3.00911,-0.571254,-4.28278,18.4707,8.0047,-2.1528,10.822,4.18968,0,0,0,0,0,0
3.31531,0.888499,-0.23174,-0.51909,-0.0649086,-2.97965,-0.566642,-4.28278,18.4707,8.0047,-2.1528,10.822,4.18968,0,0,0,0,0,0
3.32031,0.89692,-0.254005,-0.52144,-0.0779967,-2.95145,-0.5642,-3.56964,18.2422,7.87094,-3.07188,10.9544,3.933,0,0,0,0,0,0
3.32531,0.904356,-0.27418,-0.522518,-0.0909557,-2.91487,-0.564507,-4.22762,17.4857,7.76226,-3.12156,9.28188,4.10688,0,0,0,0,0,0
3.33031,0.910739,-0.291799,-0.522244,-0.102465,-2.87096,-0.565757,-4.22762,17.4857,7.76226,-3.12156,9.28188,4.10688,0,0,0,0,0,0
3.33531,0.912635,-0.308232,-0.519681,-0.113102,-2.82907,-0.561007,-3.8218,17.6197,7.60969,-2.90628,10.7226,3.0636,0,0,0,0,0,0
3.34032,0.911323,-0.323544,-0.51531,-0.123145,-2.78944,-0.551228,-3.8218,17.6197,7.60969,-2.90628,10.7226,3.0636,0,0,0,0,0,0
3.34532,0.911396,-0.329222,-0.516048,-0.130261,-2.7553,-0.549439,-4.31824,16.5047,8.38926,-3.32856,11.2194,5.175,0,0,0,0,0,0
3.3503,0.90701,-0.322244,-0.519931,-0.139371,-2.72387,-0.550554,-3.66814,16.1146,8.31193,-2.74896,10.9462,4.45464,0,0,0,0,0,0
3.3553,0.899474,-0.30385,-0.526214,-0.150549,-2.69464,-0.554617,-3.66814,16.1146,8.31193,-2.74896,10.9462,4.45464,0,0,0,0,0,0
3.36022,0.905788,-0.275148,-0.531372,-0.1589,-2.66883,-0.560733,-5.72876,15.9294,7.92737,-3.53556,11.0786,4.347,0,0,0,0,0,0
3.36518,0.91282,-0.235699,-0.538223,-0.167556,-2.64978,-0.562613,-4.35764,15.7285,8.24505,-3.17952,11.741,3.34512,0,0,0,0,0,0
3.37032,0.920165,-0.185793,-0.547072,-0.177141,-2.6366,-0.560039,-4.35764,15.7285,8.24505,-3.17952,11.741,3.34512,0,0,0,0,0,0
3.3753,0.920409,-0.137062,-0.555478,-0.188453,-2.62502,-0.557152,-3.56964,16.4022,8.01724,-2.90628,10.9627,3.96612,0,0,0,0,0,0
3.38032,0.914702,-0.0888052,-0.564456,-0.201217,-2.61464,-0.554144,-3.56964,16.4022,8.01724,-2.90628,10.9627,3.96612,0,0,0,0,0,0
3.38532,0.913168,-0.0440846,-0.569203,-0.215521,-2.6071,-0.556253,-4.73194,16.5559,7.38606,-2.75724,11.2111,4.83552,0,0,0,0,0,0
3.39031,0.909811,-0.00221757,-0.579972,-0.232919,-2.60841,-0.561571,-4.05426,16.3865,8.52511,-2.47572,12.2461,4.52088,0,0,0,0,0,0
3.39532,0.905303,0.0386321,-0.595016,-0.253018,-2.61698,-0.569122,-4.05426,16.3865,8.52511,-2.47572,12.2461,4.52088,0,0,0,0,0,0
3.4003,0.903625,0.0777258,-0.607234,-0.268562,-2.62374,-0.577217,-4.51918,16.4613,7.78734,-3.61008,10.8965,4.35528,0,0,0,0,0,0
3.40531,0.898552,0.111714,-0.617285,-0.281217,-2.63433,-0.57854,-3.83362,16.9775,7.86676,-3.3534,11.8238,3.04704,0,0,0,0,0,0
3.41033,0.891783,0.140351,-0.625801,-0.29024,-2.64868,-0.575119,-3.83362,16.9775,7.86676,-3.3534,11.8238,3.04704,0,0,0,0,0,0
3.41532,0.892698,0.167544,-0.636509,-0.29736,-2.66919,-0.572284,-4.9053,16.4456,8.26386,-3.01392,12.3124,3.73428,0,0,0,0,0,0
3.4203,0.893219,0.194967,-0.642189,-0.301852,-2.68933,-0.573752,-4.11336,16.1855,7.34426,-3.17124,11.3353,4.31388,0,0,0,0,0,0
3.42532,0.89886,0.220843,-0.64501,-0.308501,-2.70788,-0.571521,-4.75558,16.3274,7.4822,-2.4426,11.0041,2.95596,0,0,0,0,0,0
3.43031,0.89807,0.24408,-0.651395,-0.312243,-2.72783,-0.564447,-3.35688,16.4377,8.26595,-3.16296,11.5837,2.59164,0,0,0,0,0,0
3.43533,0.894507,0.265699,-0.654159,-0.30813,-2.7519,-0.553987,-3.743,16.2407,7.32545,-4.20624,12.064,2.7324,0,0,0,0,0,0
3.4403,0.895081,0.287371,-0.65584,-0.306336,-2.77336,-0.543842,-4.4916,16.0122,7.59715,-2.59164,11.0621,3.41136,0,0,0,0,0,0
3.44532,0.895878,0.309847,-0.652292,-0.309089,-2.78207,-0.535552,-4.08184,15.9806,7.09346,-2.10312,9.15768,3.75912,0,0,0,0,0,0
3.4503,0.904443,0.329292,-0.646951,-0.304916,-2.78992,-0.531981,-5.01562,16.2604,7.32754,-3.94956,10.9627,4.23936,0,0,0,0,0,0
3.4553,0.932904,0.347361,-0.64923,-0.28615,-2.79099,-0.533869,-6.62708,16.1973,8.52093,-5.53932,9.9774,4.4712,0,0,0,0,0,0
3.46033,0.963337,0.36604,-0.651669,-0.263224,-2.7965,-0.531069,-4.85408,16.0594,7.80197,-3.99924,11.7742,2.91456,0,0,0,0,0,0
3.46531,0.994257,0.376949,-0.655619,-0.23992,-2.81063,-0.52712,-4.89348,17.1154,8.06113,-3.65976,12.6518,3.519,0,0,0,0,0,0
3.47033,1.01994,0.380835,-0.661199,-0.21775,-2.82581,-0.522898,-4.23156,17.3399,8.22206,-3.51072,11.6168,3.8502,0,0,0,0,0,0
3.47531,1.03996,0.379239,-0.670371,-0.202391,-2.83498,-0.521524,-4.22368,17.2769,8.51884,-2.63304,10.5073,4.53744,0,0,0,0,0,0
3.4803,1.05928,0.372655,-0.67638,-0.188618,-2.8453,-0.518961,-4.72406,17.2572,7.70792,-3.22092,11.534,3.90816,0,0,0,0,0,0
3.4853,1.0718,0.361885,-0.689163,-0.177248,-2.85541,-0.516622,-3.96364,17.3124,8.93893,-3.11328,11.3519,4.0572,0,0,0,0,0,0
3.49032,1.08366,0.347943,-0.699822,-0.16004,-2.8658,-0.513778,-4.63344,17.3005,7.98589,-4.33872,11.4761,3.82536,0,0,0,0,0,0
3.4953,1.08618,0.336881,-0.708049,-0.143642,-2.8767,-0.51205,-3.51842,16.7411,7.99216,-3.44448,11.6417,4.0986,0,0,0,0,0,0
3.50035,1.08532,0.33529,-0.716629,-0.130337,-2.8936,-0.515852,-4.10154,15.9215,8.30148,-2.9394,12.5608,4.94316,0,0,0,0,0,0
3.5053,1.08384,0.344241,-0.724318,-0.115469,-2.91092,-0.523974,-4.30248,15.6182,8.20325,-3.75912,11.8073,4.93488,0,0,0,0,0,0
3.51034,1.08195,0.36424,-0.728657,-0.107836,-2.92729,-0.533801,-4.29854,15.5236,7.93364,-2.41776,11.4595,4.58712,0,0,0,0,0,0
3.51523,1.07993,0.388841,-0.727509,-0.100776,-2.94539,-0.541377,-4.3143,16.0949,7.72464,-3.29544,12.2047,3.99096,0,0,0,0,0,0
3.52024,1.08286,0.415248,-0.724741,-0.0989768,-2.95801,-0.544483,-5.01562,16.2683,7.95454,-2.50884,10.7474,3.40308,0,0,0,0,0,0
3.52528,1.08939,0.437037,-0.717432,-0.0944715,-2.96416,-0.554856,-4.8659,16.8671,7.524,-3.94128,10.557,5.32404,0,0,0,0,0,0
3.53031,1.0986,0.45357,-0.706963,-0.087697,-2.96489,-0.571099,-4.8659,16.8671,7.524,-3.94128,10.557,5.32404,0,0,0,0,0,0
3.53531,1.10257,0.462086,-0.697991,-0.082837,-2.96301,-0.58745,-4.02668,17.1193,7.92946,-3.26232,10.8634,4.52088,0,0,0,0,0,0
3.54033,1.10203,0.464752,-0.689557,-0.0792635,-2.95867,-0.604146,-4.02668,17.1193,7.92946,-3.26232,10.8634,4.52088,0,0,0,0,0,0
3.5453,1.11033,0.463994,-0.677476,-0.0701173,-2.95774,-0.618713,-5.6736,16.9026,7.39442,-4.40496,11.8238,4.13172,0,0,0,0,0,0
3.55021,1.1128,0.460945,-0.665885,-0.0622655,-2.95204,-0.631277,-3.88878,16.9065,7.88348,-3.32856,10.4328,4.13172,0,0,0,0,0,0
3.55534,1.11736,0.455184,-0.656833,-0.0479507,-2.94445,-0.642709,-4.70436,16.9144,8.16563,-4.52088,10.8965,4.20624,0,0,0,0,0,0
3.56031,1.12978,0.451424,-0.65136,-0.0357241,-2.93526,-0.660318,-5.51206,16.3352,8.17817,-3.44448,10.7474,5.4648,0,0,0,0,0,0
3.56533,1.14281,0.455418,-0.64807,-0.0267291,-2.92511,-0.678816,-4.66102,15.7206,8.16981,-3.07188,10.9379,4.554,0,0,0,0,0,0
3.57032,1.16427,0.467428,-0.652229,-0.0225419,-2.91476,-0.690208,-5.66178,15.5985,8.86996,-2.59164,11.0704,3.38652,0,0,0,0,0,0
3.5753,1.18195,0.485261,-0.65688,-0.0170685,-2.90868,-0.699648,-4.31036,15.6733,8.10711,-3.67632,11.8156,4.13172,0,0,0,0,0,0
3.58033,1.20158,0.505432,-0.658287,-0.0126859,-2.90533,-0.709213,-5.0432,16.2289,7.83332,-3.30372,11.6996,4.4712,0,0,0,0,0,0
3.58532,1.21823,0.523952,-0.663347,-0.0130964,-2.89699,-0.720626,-4.46796,16.3746,8.47077,-2.74896,10.2838,4.8852,0,0,0,0,0,0
3.59033,1.23475,0.535845,-0.663972,-0.0165691,-2.88929,-0.733694,-4.78316,16.7726,7.34844,-3.03876,11.1035,4.79412,0,0,0,0,0,0
3.59533,1.25224,0.542227,-0.66188,-0.0303097,-2.88569,-0.738516,-5.01562,16.6662,7.48847,-1.81332,11.6831,3.1878,0,0,0,0,0,0
3.60032,1.27083,0.546591,-0.655683,-0.0524855,-2.88466,-0.73556,-5.01562,16.6662,7.48847,-1.81332,11.6831,3.1878,0,0,0,0,0,0
3.60532,1.28257,0.547868,-0.643571,-0.0666696,-2.88224,-0.735405,-4.08972,16.9105,7.25439,-4.4298,11.1283,4.91832,0,0,0,0,0,0
3.61033,1.29185,0.548045,-0.629057,-0.0804933,-2.88327,-0.739834,-4.53888,16.6504,7.54281,-3.21264,11.8487,5.175,0,0,0,0,0,0
3.61532,1.2983,0.553325,-0.615248,-0.091628,-2.88949,-0.744398,-4.4128,15.8309,7.82078,-3.5604,12.1385,4.53744,0,0,0,0,0,0
3.62034,1.3064,0.571297,-0.599658,-0.105891,-2.89171,-0.741439,-4.9447,14.9878,7.61178,-2.68272,10.7474,3.17952,0,0,0,0,0,0
3.62531,1.30869,0.590864,-0.584906,-0.116534,-2.89372,-0.744849,-4.00304,15.9806,7.76644,-3.7674,11.3105,5.44824,0,0,0,0,0,0
3.6303,1.31041,0.612233,-0.571744,-0.126002,-2.9029,-0.752464,-4.48372,15.8979,7.87303,-3.36168,12.5276,5.19156,0,0,0,0,0,0
3.63533,1.31183,0.632654,-0.561207,-0.12461,-2.91462,-0.766422,-4.54282,16.024,7.88557,-5.0094,11.7824,5.58072,0,0,0,0,0,0
3.64034,1.31014,0.64672,-0.556152,-0.115305,-2.93023,-0.774307,-4.24338,16.5638,8.21788,-4.79412,12.1468,3.70944,0,0,0,0,0,0
3.64531,1.32152,0.650825,-0.555664,-0.106531,-2.945,-0.778787,-6.20156,16.9302,8.08621,-3.4776,11.443,4.04892,0,0,0,0,0,0
3.65033,1.33464,0.652818,-0.557582,-0.0934206,-2.96014,-0.792611,-5.0432,16.4337,8.1092,-4.2642,11.7328,6.13548,0,0,0,0,0,0
3.65532,1.35149,0.65387,-0.55547,-0.079565,-2.96928,-0.79739,-5.32294,16.5716,7.5449,-3.82536,10.7888,3.17124,0,0,0,0,0,0
3.66033,1.36848,0.654354,-0.543562,-0.06747,-2.97893,-0.799701,-4.92894,16.7174,6.9179,-3.53556,11.7328,4.23108,0,0,0,0,0,0
3.66531,1.38602,0.660961,-0.535721,-0.0579284,-2.98498,-0.799378,-5.12988,15.7718,8.36418,-3.45276,11.0041,4.18968,0,0,0,0,0,0
3.67032,1.40097,0.670929,-0.530634,-0.0505894,-2.98171,-0.804795,-4.74376,15.957,8.19698,-3.46932,10.0188,5.65524,0,0,0,0,0,0
3.67524,1.41463,0.690576,-0.518908,-0.0391986,-2.97142,-0.81249,-4.8462,15.0705,7.07047,-4.44636,10.143,5.1336,0,0,0,0,0,0
3.6802,1.42633,0.71386,-0.508065,-0.03055,-2.95556,-0.812101,-4.6886,15.5906,7.82287,-3.19608,10.1927,3.3534,0,0,0,0,0,0
3.68534,1.43312,0.729902,-0.492402,-0.021856,-2.93627,-0.813708,-4.27884,16.6071,6.98896,-3.48588,10.3997,4.83552,0,0,0,0,0,0
3.69032,1.42417,0.736297,-0.476195,-0.0169377,-2.9177,-0.814098,-2.92742,16.7332,7.18751,-2.97252,10.6812,4.35528,0,0,0,0,0,0
3.69531,1.41714,0.73291,-0.463682,-0.0139367,-2.8904,-0.810459,-4.73982,16.879,7.68911,-3.04704,9.11628,3.75912,0,0,0,0,0,0
3.70035,1.40952,0.717937,-0.450737,-0.0120065,-2.85688,-0.803855,-4.40886,17.1508,7.17497,-3.11328,9.37296,3.88332,0,0,0,0,0,0
3.70531,1.40211,0.694061,-0.437798,-0.0115191,-2.81932,-0.795029,-4.40886,17.1508,7.17497,-3.11328,9.37296,3.88332,0,0,0,0,0,0
3.71033,1.40073,0.674359,-0.430186,-0.0122377,-2.78336,-0.79083,-5.22444,15.5,7.79988,-3.16296,10.3831,5.0508,0,0,0,0,0,0
3.71531,1.40535,0.661969,-0.425431,-0.0137328,-2.74896,-0.79081,-5.22444,15.5,7.79988,-3.16296,10.3831,5.0508,0,0,0,0,0,0
3.72031,1.40886,0.653278,-0.423979,-0.00824936,-2.71202,-0.788949,-4.48372,15.8979,7.97126,-4.4712,9.80352,4.09032,0,0,0,0,0,0
3.72533,1.41197,0.649528,-0.434847,-0.00279464,-2.67618,-0.783136,-4.5704,15.5354,9.0079,-3.44448,10.2258,3.70116,0,0,0,0,0,0
3.73033,1.41573,0.647036,-0.44223,-0.000167647,-2.64331,-0.785124,-4.81468,15.9846,7.34426,-3.17124,10.5156,5.6304,0,0,0,0,0,0
3.73532,1.41708,0.64241,-0.45513,0.00522192,-2.60858,-0.796359,-4.33794,16.4534,8.46868,-4.12344,9.78696,6.11064,0,0,0,0,0,0
3.74033,1.41835,0.632476,-0.469884,0.00627998,-2.57799,-0.811398,-4.5704,16.7292,8.01515,-2.99736,10.7392,5.37372,0,0,0,0,0,0
3.74533,1.4279,0.610015,-0.480904,0.00741596,-2.55439,-0.822959,-5.56328,17.6867,7.37143,-3.69288,11.2194,4.32216,0,0,0,0,0,0
3.75032,1.44001,0.577653,-0.49425,0.000134959,-2.53793,-0.838825,-5.05502,17.4463,7.96499,-2.09484,11.2774,5.70492,0,0,0,0,0,0
3.75534,1.45244,0.542573,-0.50635,-0.00148193,-2.52529,-0.852439,-4.74376,16.7844,7.59297,-4.17312,10.8716,4.66164,0,0,0,0,0,0
3.76034,1.46552,0.504267,-0.514327,-0.00559687,-2.51819,-0.863562,-4.925,17.0641,7.31291,-3.00564,11.2691,4.52088,0,0,0,0,0,0
3.76531,1.47782,0.470049,-0.518422,-0.011774,-2.51002,-0.87146,-4.75558,16.2604,7.27111,-2.88972,10.3086,4.347,0,0,0,0,0,0
3.77031,1.48869,0.447795,-0.525492,-0.0145182,-2.50609,-0.879582,-4.55858,15.3857,8.14055,-3.78396,11.2442,4.85208,0,0,0,0,0,0
3.77531,1.495,0.426488,-0.528903,-0.0184362,-2.50984,-0.894451,-4.21974,16.615,7.38815,-3.0636,11.8156,5.98644,0,0,0,0,0,0
3.7803,1.49943,0.407988,-0.532254,-0.0178973,-2.51212,-0.898574,-4.45614,16.4062,7.79152,-3.95784,10.4494,3.13812,0,0,0,0,0,0
3.78533,1.50296,0.378967,-0.533278,-0.0129025,-2.51248,-0.899095,-4.61374,17.7576,7.36725,-4.13172,10.2838,4.13172,0,0,0,0,0,0
3.79033,1.50732,0.34048,-0.533842,-0.000397295,-2.51137,-0.899528,-4.77922,17.7142,7.46339,-4.72788,10.2175,4.66992,0,0,0,0,0,0
3.79532,1.50842,0.295856,-0.537024,0.0117707,-2.50535,-0.901707,-4.26308,17.399,7.76644,-3.59352,9.58824,4.95144,0,0,0,0,0,0
3.80032,1.52092,0.247773,-0.541096,0.0256422,-2.50051,-0.898022,-5.8903,17.2572,7.64313,-4.13172,10.5239,3.67632,0,0,0,0,0,0
3.80533,1.53058,0.206444,-0.547542,0.0414841,-2.49994,-0.896619,-4.4128,16.1304,7.87303,-4.347,11.0786,5.0094,0,0,0,0,0,0
3.81031,1.54361,0.181663,-0.558556,0.0498335,-2.49742,-0.899121,-5.07078,15.1651,8.35791,-2.74068,10.1927,5.31576,0,0,0,0,0,0
