time,est_tau1,est_tau2,est_tau3,est_tau4,est_tau5,est_tau6
1.44025,1.07559,1.81722,0.284408,-0.150613,-0.583171,-0.397269
1.44517,1.07644,1.81781,0.283959,-0.148691,-0.585187,-0.383244
1.45028,1.07728,1.81855,0.283213,-0.142748,-0.587656,-0.371737
1.45532,1.07816,1.81932,0.281948,-0.143022,-0.590845,-0.377521
1.46031,1.07908,1.82026,0.28036,-0.146549,-0.594518,-0.39542
1.46532,1.08,1.82144,0.278586,-0.144851,-0.597654,-0.409898
1.47016,1.08102,1.8227,0.276657,-0.140213,-0.600755,-0.422483
1.47529,1.08212,1.82389,0.274396,-0.13228,-0.603091,-0.433002
1.48021,1.08326,1.82498,0.271911,-0.121858,-0.604745,-0.441577
1.48536,1.08444,1.82605,0.269535,-0.090947,-0.606405,-0.448642
1.4906,1.08553,1.8268,0.2669,-0.0644743,-0.608128,-0.453785
1.49534,1.08655,1.82737,0.264204,-0.0389351,-0.609796,-0.457247
1.50036,1.0875,1.82778,0.261431,-0.0140308,-0.611426,-0.459238
1.50535,1.0883,1.82809,0.258845,0.00830273,-0.613105,-0.46038
1.51042,1.08897,1.8283,0.256436,0.0282477,-0.614813,-0.460779
1.51531,1.08967,1.82859,0.254497,0.0470064,-0.616302,-0.460462
1.52029,1.0904,1.82896,0.252978,0.0646261,-0.617594,-0.459531
1.52527,1.09107,1.82913,0.251448,0.0803453,-0.619844,-0.458609
1.5303,1.09179,1.8296,0.250188,0.111669,-0.621492,-0.456963
1.5354,1.09252,1.83023,0.249123,0.152239,-0.622642,-0.454713
1.54025,1.09317,1.83089,0.247836,0.182748,-0.623804,-0.452044
1.5454,1.09378,1.83167,0.246392,0.208537,-0.62494,-0.448978
1.55027,1.09453,1.83249,0.245106,0.220731,-0.625435,-0.445076
1.55528,1.09526,1.83365,0.243994,0.249327,-0.62655,-0.441384
1.56034,1.09591,1.83496,0.242969,0.285774,-0.628242,-0.437921
1.56548,1.09651,1.8363,0.242315,0.311506,-0.630023,-0.434698
1.57047,1.09708,1.83753,0.241657,0.331659,-0.631047,-0.424001
1.57567,1.09763,1.83862,0.240956,0.346853,-0.631425,-0.407904
1.58049,1.09821,1.83961,0.239993,0.356836,-0.632217,-0.396222
1.58542,1.09883,1.84057,0.238845,0.362317,-0.633334,-0.387208
1.59027,1.0994,1.84204,0.238055,0.36328,-0.634777,-0.372764
1.59537,1.09991,1.84384,0.237507,0.361058,-0.636036,-0.361941
1.60029,1.10031,1.84546,0.237247,0.347234,-0.637316,-0.353041
1.60555,1.10065,1.84735,0.237442,0.333794,-0.638692,-0.346378
1.61044,1.10092,1.84938,0.237972,0.319293,-0.640116,-0.341718
1.61565,1.10103,1.85166,0.238679,0.305271,-0.6417,-0.338617
1.62024,1.10123,1.85638,0.244505,0.283459,-0.642192,-0.337061
1.62533,1.10137,1.86086,0.253224,0.256075,-0.642733,-0.336954
1.63031,1.10138,1.86265,0.258781,0.242685,-0.644032,-0.337579
1.6353,1.10138,1.86444,0.263396,0.237473,-0.645024,-0.33878
1.64052,1.10156,1.86638,0.266919,0.229929,-0.645708,-0.325171
1.64532,1.10186,1.86832,0.269415,0.222629,-0.646156,-0.30258
1.65028,1.10203,1.87012,0.271368,0.206871,-0.646133,-0.279583
1.65528,1.10222,1.87223,0.273016,0.194751,-0.646399,-0.262506
1.66045,1.10243,1.87463,0.2744,0.183856,-0.646913,-0.249529
1.66529,1.10268,1.87708,0.275302,0.173373,-0.647103,-0.241224
1.67017,1.10296,1.87956,0.275782,0.163323,-0.647015,-0.236953
1.67515,1.10328,1.88206,0.275892,0.153712,-0.64669,-0.236184
1.68015,1.10362,1.88466,0.275873,0.145728,-0.646477,-0.23821
1.68713,1.10402,1.88722,0.275341,0.139022,-0.645773,-0.242378
1.69124,1.1044,1.88942,0.274615,0.133906,-0.644919,-0.247041
1.69727,1.10483,1.89162,0.273101,0.119429,-0.643662,-0.252929
1.70526,1.10538,1.89401,0.270574,0.0956126,-0.641814,-0.260644
1.71022,1.10623,1.89945,0.274036,0.0968603,-0.638729,-0.269338
1.71783,1.10709,1.90198,0.275262,0.0942754,-0.638651,-0.2799
1.7202,1.10784,1.90387,0.276095,0.0921941,-0.638549,-0.292508
1.72759,1.1086,1.9057,0.277209,0.0907105,-0.63895,-0.283301
1.73015,1.10923,1.90709,0.277852,0.0895843,-0.639131,-0.278557
1.73779,1.10991,1.90823,0.27871,0.0763576,-0.640844,-0.276445
1.74019,1.11052,1.90907,0.279455,0.0682121,-0.642416,-0.279762
1.74868,1.11122,1.90888,0.280347,0.0611332,-0.643886,-0.285034
1.75025,1.11175,1.90868,0.28114,0.0559864,-0.645051,-0.289143
1.75966,1.11223,1.9082,0.282594,0.0523369,-0.646546,-0.293995
1.76024,1.11257,1.90777,0.283714,0.0497621,-0.647688,-0.299381
1.76528,1.11272,1.90727,0.284837,0.0398633,-0.648826,-0.304798
1.77036,1.11309,1.90699,0.285946,0.0416004,-0.65012,-0.310963
1.77532,1.11361,1.9068,0.286978,0.0496916,-0.651558,-0.317657
1.78037,1.11421,1.92418,0.290276,0.0547733,-0.651989,-0.332396
1.78529,1.11453,1.93563,0.290934,0.0588516,-0.65402,-0.344623
1.7905,1.11463,1.94588,0.291295,0.0628298,-0.657234,-0.34751
1.79526,1.11456,1.95476,0.291369,0.0665724,-0.66128,-0.343946
1.80029,1.11432,1.96233,0.291576,0.0697965,-0.664858,-0.342845
1.80529,1.11422,1.96868,0.291718,0.0723209,-0.668792,-0.342936
1.81017,1.11442,1.97389,0.29214,0.0739053,-0.67243,-0.343299
1.81535,1.11434,1.97812,0.292216,0.0859225,-0.675905,-0.343797
1.82021,1.11402,1.98138,0.291983,0.10406,-0.679155,-0.344392
1.8253,1.11359,1.98369,0.291666,0.107866,-0.681388,-0.34626
1.83024,1.11309,1.98524,0.291334,0.10362,-0.682695,-0.349127
1.83529,1.1126,1.98641,0.291169,0.101541,-0.683814,-0.352835
1.84033,1.11211,1.9872,0.291124,0.099358,-0.684775,-0.357209
1.84528,1.11171,1.9875,0.291049,0.0976505,-0.685354,-0.352887
1.85023,1.11161,1.98694,0.290629,0.0863801,-0.685778,-0.351174
1.85528,1.11179,1.98573,0.289975,0.0689683,-0.68602,-0.350548
1.86022,1.11221,1.98399,0.289134,0.046793,-0.686106,-0.350834
1.86559,1.11261,1.98223,0.28818,0.0309039,-0.685918,-0.351058
1.87026,1.11296,1.98049,0.287164,0.0187502,-0.685553,-0.351227
1.87519,1.11328,1.97873,0.285936,0.00116703,-0.685075,-0.359069
1.88027,1.11363,1.97676,0.285248,-0.0103185,-0.683772,-0.365422
1.88514,1.11397,1.97456,0.284958,-0.0184426,-0.681875,-0.371505
1.89024,1.11434,1.97235,0.284497,-0.0241304,-0.680405,-0.37693
1.89517,1.11466,1.97013,0.284092,-0.0272772,-0.678601,-0.382002
1.90016,1.11492,1.96793,0.283741,-0.0282201,-0.676524,-0.386729
1.90523,1.11517,1.96563,0.283613,-0.027149,-0.674232,-0.391115
1.91014,1.11541,1.96332,0.283484,-0.0247545,-0.67171,-0.395435
1.91517,1.11564,1.96103,0.283353,-0.0212214,-0.669,-0.399677
1.92041,1.11595,1.95874,0.283336,-0.0166867,-0.6669,-0.403949
1.92519,1.11631,1.95654,0.283408,-0.0115515,-0.665352,-0.408079
1.93044,1.11681,1.95408,0.283645,-0.0234662,-0.663608,-0.427357
1.93529,1.11756,1.95191,0.28429,-0.0289559,-0.662211,-0.442258
1.94039,1.11834,1.94971,0.285306,-0.0312944,-0.660676,-0.453719
1.94532,1.11924,1.94773,0.286437,-0.0316133,-0.659037,-0.454673
1.95026,1.12024,1.94587,0.287616,-0.0302281,-0.657355,-0.447895
1.95539,1.1215,1.94417,0.288934,-0.0275582,-0.656091,-0.442319
1.96044,1.12312,1.94281,0.290265,0.00153505,-0.655225,-0.437563
1.96544,1.125,1.94164,0.291514,0.0465168,-0.654762,-0.433578
1.97041,1.12686,1.94053,0.292395,0.0875851,-0.653643,-0.429474
1.97532,1.1286,1.93954,0.293336,0.11939,-0.653408,-0.425942
1.98037,1.13022,1.93872,0.294353,0.145018,-0.653924,-0.42292
1.98546,1.13179,1.9382,0.295296,0.165385,-0.654228,-0.419087
1.99043,1.13314,1.93787,0.296095,0.180673,-0.654868,-0.415288
1.99529,1.13447,1.9377,0.296993,0.192714,-0.655067,-0.412289
2.0006,1.13586,1.93751,0.297625,0.192129,-0.654878,-0.409775
2.00527,1.13717,1.93757,0.298312,0.183375,-0.654682,-0.40735
2.01046,1.13828,1.93778,0.298881,0.176799,-0.653783,-0.396543
2.0153,1.13936,1.93787,0.299193,0.161735,-0.652918,-0.38142
2.02033,1.14044,1.9379,0.299301,0.141229,-0.652064,-0.362487
2.02534,1.1415,1.93789,0.299233,0.11642,-0.65123,-0.34061
2.0303,1.14255,1.93786,0.298615,0.0959279,-0.650434,-0.324465
2.03542,1.14357,1.93784,0.297523,0.0772881,-0.649666,-0.312233
2.04033,1.14462,1.93787,0.296952,0.0628697,-0.648813,-0.295461
2.04528,1.14565,1.93812,0.296544,0.050728,-0.648256,-0.283283
2.05033,1.14666,1.93862,0.296321,0.0406423,-0.647933,-0.273995
2.05536,1.14764,1.93898,0.295919,0.0574368,-0.647546,-0.266541
2.06046,1.14842,1.93922,0.29528,0.0671286,-0.647114,-0.261506
2.06537,1.14905,1.93948,0.294529,0.0764522,-0.646602,-0.258551
2.0706,1.149,1.93935,0.294218,0.0871549,-0.645794,-0.257681
2.07535,1.1494,1.86089,0.275591,0.0432888,-0.665809,-0.268501
2.08033,1.14531,1.75215,0.270825,0.0171308,-0.684138,-0.281616
2.08532,1.14716,1.56491,0.26302,-0.013437,-0.706928,-0.310218
2.09029,1.1473,1.33957,0.273619,-0.0276335,-0.720655,-0.343029
2.09531,1.15657,1.14777,0.302911,-0.0517216,-0.737884,-0.37713
2.1003,1.16096,0.972876,0.34726,-0.0453497,-0.752206,-0.409628
2.10536,1.15981,0.81949,0.403073,-0.0316673,-0.764479,-0.447327
2.11048,1.16075,0.687174,0.471327,-0.0381762,-0.776942,-0.486792
2.11533,1.15892,0.546625,0.5357,-0.0193622,-0.797652,-0.530433
2.12055,1.14541,0.386286,0.59546,0.00673409,-0.82102,-0.574685
2.12541,1.12924,0.212667,0.646653,0.015188,-0.854348,-0.612935
2.13029,1.10568,0.039295,0.702671,0.0321619,-0.885516,-0.647734
2.13531,1.08551,-0.126537,0.762729,-0.00105123,-0.897461,-0.683629
2.14029,1.05643,-0.296809,0.824471,-0.0067106,-0.893074,-0.709766
2.14538,1.01903,-0.431057,0.897085,0.0160393,-0.876763,-0.715396
2.15038,0.9832,-0.555811,0.963293,0.0341791,-0.866427,-0.707541
2.15535,0.942366,-0.654614,1.04273,0.0674595,-0.851594,-0.677062
2.16052,0.890561,-0.751132,1.12053,0.109675,-0.839064,-0.62934
2.16552,0.831266,-0.856059,1.19149,0.130229,-0.832954,-0.561192
2.17029,0.764427,-0.959341,1.26169,0.171973,-0.829024,-0.472763
2.17531,0.710717,-1.04755,1.31844,0.232446,-0.816384,-0.386395
2.18053,0.659864,-1.12205,1.36782,0.278683,-0.793176,-0.287715
2.18558,0.599474,-1.21528,1.38645,0.282958,-0.767991,-0.188502
2.19051,0.534592,-1.29648,1.40371,0.284869,-0.730608,-0.102582
2.19536,0.475503,-1.31023,1.46078,0.302641,-0.670294,-0.0112081
2.20026,0.418797,-1.34875,1.49457,0.297746,-0.619353,0.0644799
2.20538,0.358343,-1.37087,1.51407,0.301377,-0.579873,0.149914
2.21038,0.305171,-1.39471,1.52509,0.298303,-0.553988,0.215539
2.21542,0.241358,-1.36277,1.55852,0.276993,-0.521872,0.289107
2.22035,0.17398,-1.31875,1.58956,0.265469,-0.496683,0.358396
2.22534,0.106244,-1.30914,1.59422,0.290987,-0.498872,0.448579
2.23033,0.0500146,-1.29255,1.60046,0.298133,-0.492139,0.558453
2.23529,-0.0137902,-1.23871,1.608,0.290159,-0.476937,0.67586
2.24023,-0.0717153,-1.2108,1.59326,0.290664,-0.492131,0.767478
2.24523,-0.131871,-1.17791,1.58193,0.300714,-0.520986,0.841439
2.25023,-0.205193,-1.13348,1.56249,0.290135,-0.538027,0.920236
2.25549,-0.257906,-1.11954,1.52249,0.29389,-0.565564,0.993355
2.2603,-0.307503,-1.06406,1.50133,0.292609,-0.562843,1.04689
2.26529,-0.354919,-0.966913,1.50165,0.284399,-0.550412,1.09704
2.27026,-0.391958,-0.925594,1.46187,0.298385,-0.566074,1.16511
2.27524,-0.415103,-0.815186,1.45761,0.279124,-0.577394,1.20995
2.28034,-0.435046,-0.698413,1.45349,0.270567,-0.596202,1.25586
2.2853,-0.449596,-0.600329,1.44301,0.298407,-0.628421,1.30221
2.29033,-0.452684,-0.494807,1.42694,0.295133,-0.663911,1.35176
2.29522,-0.462394,-0.38872,1.40385,0.309616,-0.708579,1.39179
2.30038,-0.478186,-0.281598,1.37428,0.340084,-0.761663,1.42345
2.30541,-0.505142,-0.202967,1.34407,0.393021,-0.824938,1.44088
2.31036,-0.521233,-0.15066,1.30095,0.422543,-0.886997,1.46667
2.31536,-0.535944,-0.125158,1.24211,0.429079,-0.949305,1.45188
2.32041,-0.54388,-0.087928,1.20523,0.465077,-0.979928,1.44103
2.32533,-0.542584,-0.0434713,1.18012,0.48695,-1.01396,1.4044
2.33019,-0.544514,-0.0311958,1.146,0.528697,-1.03917,1.3656
2.33523,-0.546545,-0.0145385,1.11858,0.537512,-1.05761,1.35219
2.34037,-0.551811,0.0224808,1.11777,0.520903,-1.0723,1.35114
2.34529,-0.550228,0.0218325,1.11087,0.477928,-1.08187,1.32199
2.35025,-0.553103,0.00367775,1.11591,0.452184,-1.08472,1.28911
2.35526,-0.565383,0.00992551,1.13986,0.413424,-1.07183,1.25752
2.36029,-0.584378,-0.0475863,1.12031,0.433429,-1.10734,1.22662
2.3655,-0.587145,-0.0293973,1.13973,0.422084,-1.10514,1.19744
2.37038,-0.593153,-0.0537981,1.14213,0.472918,-1.11298,1.12946
2.37533,-0.594224,-0.0777788,1.14706,0.52143,-1.1186,1.07325
2.38044,-0.585749,-0.0703376,1.15475,0.549625,-1.11578,1.03521
2.38526,-0.579938,-0.053456,1.16501,0.597983,-1.13067,1.00212
2.39032,-0.568847,-0.0413564,1.16941,0.627396,-1.15916,0.963493
2.39532,-0.558272,-0.0807245,1.13777,0.617192,-1.20603,0.936676
2.40071,-0.551355,-0.0543024,1.16017,0.675821,-1.22456,0.900009
2.4053,-0.539306,-0.0194893,1.18467,0.714143,-1.24392,0.829611
2.41059,-0.583978,-0.0231725,1.21928,0.657241,-1.27269,0.772024
2.41517,-0.676191,-0.0488659,1.27137,0.652763,-1.30481,0.726115
2.42042,-0.747079,-0.10959,1.29225,0.634386,-1.35022,0.695397
2.42527,-0.809854,-0.103316,1.35024,0.622408,-1.36778,0.66358
2.43025,-0.871206,-0.0976954,1.40191,0.621499,-1.38147,0.635894
2.43524,-0.919398,-0.122595,1.41822,0.629255,-1.41203,0.622718
2.44028,-0.965679,-0.141059,1.42461,0.588547,-1.42393,0.63714
2.44517,-0.996388,-0.162807,1.42526,0.58478,-1.42561,0.644418
2.45025,-1.03332,-0.250684,1.36861,0.551668,-1.45364,0.650546
2.45529,-1.03748,-0.309731,1.33046,0.459938,-1.47582,0.646464
2.46031,-1.04162,-0.351178,1.29624,0.395581,-1.49184,0.639374
2.46541,-1.04573,-0.376919,1.2657,0.355397,-1.50241,0.629761
2.47029,-1.04208,-0.380387,1.25013,0.38757,-1.50577,0.626624
2.47534,-1.03164,-0.386161,1.24028,0.41761,-1.51333,0.641668
2.48034,-1.01653,-0.427517,1.21694,0.428594,-1.50431,0.629852
2.48534,-1.00089,-0.443421,1.2066,0.454746,-1.49829,0.652123
2.49041,-0.987565,-0.451871,1.19588,0.469525,-1.49378,0.678776
2.49526,-0.987561,-0.485533,1.17983,0.490759,-1.5021,0.686565
2.50043,-0.973784,-0.465888,1.19435,0.439737,-1.48668,0.702894
2.50525,-0.962625,-0.464793,1.1942,0.409024,-1.4731,0.695567
2.51028,-0.948569,-0.417594,1.2113,0.355336,-1.44396,0.686526
2.51525,-0.943587,-0.355829,1.23077,0.321317,-1.4153,0.685982
2.52032,-0.931561,-0.325877,1.23424,0.343767,-1.38293,0.685975
2.52525,-0.937167,-0.321138,1.20476,0.326626,-1.35784,0.687885
2.53025,-0.919438,-0.261291,1.21502,0.28834,-1.30997,0.700027
2.53522,-0.904538,-0.260033,1.18891,0.291952,-1.29334,0.67169
2.54027,-0.899898,-0.245386,1.17231,0.301522,-1.28057,0.637047
2.54538,-0.902578,-0.139297,1.20916,0.336501,-1.23778,0.636749
2.55039,-0.906452,-0.0333668,1.23702,0.382982,-1.20623,0.635581
2.55523,-0.919792,0.0176299,1.22701,0.3558,-1.20575,0.628301
2.56049,-0.943224,0.0891094,1.22158,0.366815,-1.19321,0.62123
2.5653,-0.972829,0.171418,1.21898,0.385259,-1.17987,0.615371
2.57032,-0.990887,0.260954,1.22404,0.396867,-1.16361,0.603495
2.5754,-0.996465,0.322076,1.20943,0.406617,-1.15642,0.596995
2.58064,-1.00479,0.326089,1.1757,0.441094,-1.15927,0.582813
2.58557,-0.998607,0.379272,1.1706,0.431439,-1.15058,0.563443
2.59027,-0.996139,0.431881,1.16933,0.436256,-1.14617,0.548546
2.5953,-0.990918,0.461936,1.16423,0.44864,-1.15355,0.551751
2.60036,-0.99394,0.4816,1.16068,0.474457,-1.16968,0.551907
2.60541,-1.01193,0.477996,1.13932,0.468886,-1.20017,0.536876
2.61035,-1.02916,0.400805,1.10717,0.482964,-1.24851,0.524483
2.61526,-1.05018,0.317809,1.09406,0.489534,-1.29922,0.502218
2.62038,-1.06503,0.32743,1.13202,0.489786,-1.31505,0.51765
2.62529,-1.07286,0.340983,1.16617,0.477089,-1.33308,0.535121
2.63036,-1.09584,0.305042,1.15981,0.431119,-1.3848,0.504907
2.63526,-1.09808,0.261377,1.1504,0.41284,-1.42472,0.499776
2.64035,-1.09841,0.238702,1.14017,0.455598,-1.43149,0.506647
2.64524,-1.08811,0.278114,1.17673,0.481099,-1.39638,0.506685
2.65028,-1.08929,0.287491,1.17902,0.515039,-1.36638,0.509089
2.65553,-1.08793,0.31668,1.194,0.530687,-1.3259,0.522745
2.66031,-1.08668,0.313232,1.17788,0.536669,-1.32304,0.540007
2.66554,-1.09602,0.291805,1.14964,0.569741,-1.32369,0.542308
2.67067,-1.09856,0.280621,1.11843,0.577425,-1.30361,0.523951
2.67533,-1.1106,0.286039,1.09561,0.57506,-1.277,0.506708
2.68035,-1.10611,0.335074,1.10486,0.532568,-1.25158,0.50814
2.68534,-1.10765,0.386366,1.11528,0.500776,-1.24203,0.515692
2.69066,-1.12414,0.416667,1.10117,0.410294,-1.24173,0.492203
2.69536,-1.14558,0.460651,1.08828,0.334813,-1.24926,0.466692
2.70046,-1.15191,0.473442,1.06047,0.325377,-1.25952,0.453583
2.70536,-1.16521,0.487396,1.03538,0.333138,-1.27264,0.448244
2.7104,-1.18677,0.559926,1.0423,0.3522,-1.26762,0.456714
2.71533,-1.18648,0.543484,0.993355,0.431182,-1.30421,0.447666
2.72051,-1.20064,0.569169,0.991707,0.422903,-1.34368,0.454032
2.72529,-1.19433,0.589425,0.993026,0.487417,-1.38933,0.460784
2.73027,-1.19316,0.617344,1.00264,0.478638,-1.43063,0.466358
2.73552,-1.19201,0.656629,1.00753,0.531239,-1.47253,0.471641
2.74056,-1.17883,0.684876,1.00549,0.525036,-1.53094,0.466821
2.74535,-1.16922,0.717765,1.00754,0.519572,-1.59369,0.448527
2.75043,-1.17283,0.728128,0.99399,0.519402,-1.67548,0.420268
2.75533,-1.17246,0.796893,1.02336,0.483789,-1.72791,0.405387
2.76064,-1.1702,0.776208,0.989705,0.494242,-1.80833,0.367672
2.76538,-1.15712,0.791639,0.993681,0.52476,-1.85829,0.338586
2.77027,-1.15224,0.776351,0.966006,0.437108,-1.92681,0.294522
2.7753,-1.14959,0.785416,0.950221,0.430361,-1.99199,0.273432
2.78047,-1.15532,0.789487,0.939395,0.363224,-2.05996,0.273732
2.78557,-1.12767,0.779241,0.912637,0.401077,-2.13964,0.247548
2.79036,-1.11105,0.760905,0.880384,0.454919,-2.20579,0.253004
2.7953,-1.08015,0.769488,0.874997,0.470024,-2.2541,0.243807
2.80038,-1.05794,0.808735,0.887714,0.522582,-2.27195,0.25135
2.80528,-1.01979,0.814894,0.872707,0.569021,-2.29761,0.25213
2.81028,-0.998792,0.842845,0.874774,0.566226,-2.32122,0.233978
2.81532,-0.977284,0.855939,0.862154,0.633355,-2.35026,0.240287
2.82027,-0.961949,0.880807,0.855139,0.683967,-2.37661,0.241584
2.8254,-0.946567,0.880928,0.821354,0.724881,-2.42578,0.247925
2.83026,-0.925018,0.883333,0.8243,0.724505,-2.46791,0.242536
2.83525,-0.905947,0.85429,0.824886,0.726587,-2.53717,0.247262
2.84036,-0.88505,0.758315,0.809602,0.749064,-2.64172,0.265677
2.84525,-0.869314,0.665938,0.812368,0.778252,-2.73528,0.285201
