time,est_tau1,est_tau2,est_tau3,est_tau4,est_tau5,est_tau6
1.99043,0.453423,0.795753,0.162049,0.0275666,-0.345146,-0.104316
1.99529,0.453981,0.796128,0.16259,0.0232902,-0.344938,-0.104799
2.0006,0.454975,0.796021,0.162814,0.00153077,-0.3435,-0.106205
2.00527,0.455996,0.796385,0.163037,-0.02644,-0.34262,-0.106417
2.01046,0.456523,0.797275,0.163613,-0.0334103,-0.341067,-0.0893536
2.0153,0.456958,0.79685,0.163131,-0.0522422,-0.339616,-0.0662376
2.02033,0.45789,0.796466,0.162634,-0.0757385,-0.339099,-0.0458294
2.02534,0.45878,0.796099,0.16216,-0.0981761,-0.338604,-0.0263407
2.0303,0.459688,0.795784,0.160801,-0.102686,-0.338155,-0.0238504
2.03542,0.460497,0.795627,0.158714,-0.103705,-0.337703,-0.0296378
2.04033,0.461459,0.795729,0.158767,-0.100562,-0.336996,-0.0186583
2.04528,0.462442,0.795941,0.159905,-0.0960933,-0.336871,-0.0144747
2.05033,0.463304,0.797019,0.160684,-0.0944249,-0.337223,-0.0173268
2.05536,0.464254,0.797582,0.160847,-0.0383961,-0.336991,-0.018707
2.06046,0.464464,0.796477,0.159621,-0.0238054,-0.3366,-0.0201004
2.06537,0.464703,0.796643,0.158906,-0.0212904,-0.335845,-0.022699
2.0706,0.463776,0.795914,0.159353,-0.0160906,-0.334751,-0.0255536
2.07535,0.473199,0.540428,0.0615361,-0.21371,-0.403856,-0.0599816
2.08033,0.453811,0.368572,0.114493,-0.168232,-0.406353,-0.0705618
2.08532,0.470734,0.0311403,0.0888904,-0.193881,-0.441093,-0.119788
2.09029,0.464412,-0.231741,0.166595,-0.149305,-0.418728,-0.146228
2.09531,0.507744,-0.312654,0.248039,-0.215803,-0.427336,-0.171701
2.1003,0.490845,-0.340726,0.327946,-0.118021,-0.426107,-0.180851
2.10536,0.471883,-0.349942,0.396604,-0.0646734,-0.427838,-0.215471
2.11048,0.487778,-0.336455,0.480043,-0.13687,-0.434854,-0.236531
2.11533,0.469892,-0.453965,0.494913,-0.0577731,-0.473126,-0.26622
2.12055,0.425605,-0.600578,0.510221,-0.0216571,-0.494996,-0.286929
2.12541,0.411154,-0.746268,0.519889,-0.0627302,-0.531979,-0.295778
2.13029,0.369843,-0.863502,0.573651,-0.0287808,-0.543415,-0.306265
2.13531,0.377174,-0.932641,0.626705,-0.21884,-0.523577,-0.341291
2.14029,0.327519,-1.06786,0.670668,-0.133862,-0.474013,-0.328283
2.14538,0.285192,-1.04924,0.767696,-0.0374232,-0.422674,-0.290244
2.15038,0.254871,-1.13802,0.766432,-0.039219,-0.434404,-0.25954
2.15535,0.233883,-1.10988,0.86618,0.0337975,-0.411464,-0.186537
2.16052,0.166396,-1.18731,0.9063,0.0773366,-0.417419,-0.12073
2.16552,0.109198,-1.30142,0.922397,-0.000956793,-0.436224,-0.0547727
2.17029,0.0374906,-1.39501,0.972152,0.0913148,-0.444434,0.052609
2.17531,0.0309299,-1.45387,0.981651,0.229323,-0.437963,0.0952146
