time,est_tau1,est_tau2,est_tau3,est_tau4,est_tau5,est_tau6
1.57047,1.19139,2.02018,0.280819,0.00477879,-0.417784,-0.259437
1.57567,1.188,2.01393,0.280078,0.0132711,-0.417575,-0.254795
1.58049,1.18476,2.00796,0.279316,0.0206552,-0.4175,-0.251049
1.58542,1.18134,2.00168,0.278466,0.027753,-0.417534,-0.24753
1.59027,1.17789,1.9954,0.277616,0.0341624,-0.417682,-0.242912
1.59537,1.17415,1.98865,0.276695,0.0404993,-0.417862,-0.238512
1.60029,1.17045,1.98201,0.275795,0.0445031,-0.418094,-0.234452
1.60555,1.16641,1.97481,0.274841,0.0487566,-0.418417,-0.230413
1.61044,1.16259,1.96805,0.273961,0.0523188,-0.41878,-0.226932
1.61565,1.15842,1.96076,0.273013,0.0560255,-0.419255,-0.223445
1.62024,1.15472,1.95454,0.272654,0.0576277,-0.419532,-0.220617
1.62533,1.15056,1.94758,0.272594,0.0579405,-0.419885,-0.217739
1.63031,1.14644,1.94047,0.272283,0.0603923,-0.420408,-0.215086
1.6353,1.14226,1.93332,0.271919,0.0641116,-0.420919,-0.212573
1.64052,1.13788,1.92581,0.271458,0.0673707,-0.421433,-0.207049
1.64532,1.13384,1.91891,0.270966,0.0701753,-0.421892,-0.200105
1.65028,1.12965,1.91178,0.270426,0.071234,-0.422301,-0.192476
1.65528,1.1254,1.90462,0.269869,0.0726097,-0.422784,-0.18552
1.66045,1.121,1.89725,0.269281,0.0739387,-0.423353,-0.178834
1.66529,1.1169,1.89042,0.268703,0.0749246,-0.423843,-0.173244
1.67017,1.11277,1.88356,0.268089,0.0756808,-0.4243,-0.168203
1.67515,1.10856,1.87663,0.267434,0.0762168,-0.424726,-0.163671
1.68015,1.10435,1.86972,0.266769,0.0767531,-0.425177,-0.159653
1.68713,1.09841,1.86,0.265765,0.0775132,-0.425706,-0.154515
1.69124,1.09503,1.85447,0.26517,0.0779393,-0.425967,-0.151811
1.69727,1.09001,1.8463,0.264189,0.0761999,-0.426259,-0.148154
1.70526,1.08336,1.83551,0.262723,0.0708217,-0.42648,-0.143896
1.71022,1.07941,1.82941,0.262395,0.07137,-0.426336,-0.14182
1.71783,1.07333,1.81966,0.261606,0.0708878,-0.426855,-0.139341
1.7202,1.07153,1.81677,0.261367,0.0707089,-0.426999,-0.139057
1.72759,1.06577,1.80755,0.260654,0.0699736,-0.4276,-0.132444
1.73015,1.06388,1.80453,0.260407,0.0697101,-0.427777,-0.130599
1.73779,1.05809,1.79523,0.259694,0.065109,-0.428768,-0.125675
1.74019,1.05637,1.79248,0.259486,0.0639793,-0.429075,-0.124754
1.74868,1.05012,1.78227,0.258766,0.0597898,-0.430176,-0.122052
1.75025,1.04904,1.78051,0.258645,0.0590965,-0.430362,-0.121612
1.75966,1.04229,1.76952,0.258031,0.0548226,-0.431652,-0.119155
1.76024,1.0419,1.76889,0.257997,0.0545911,-0.431724,-0.119066
1.76528,1.03848,1.76334,0.257709,0.0508287,-0.43239,-0.118428
1.77036,1.03512,1.75788,0.257441,0.0491845,-0.433104,-0.118112
1.77532,1.03192,1.75266,0.257195,0.0487795,-0.433843,-0.118097
1.78037,1.02872,1.74935,0.257215,0.0478269,-0.434415,-0.119869
1.78529,1.02565,1.74579,0.257001,0.0467438,-0.435279,-0.121447
1.7905,1.02245,1.7421,0.256764,0.0455937,-0.436457,-0.121565
1.79526,1.01956,1.73882,0.256536,0.0445493,-0.437734,-0.120647
1.80029,1.01656,1.73543,0.256326,0.0433883,-0.439059,-0.120194
1.80529,1.01365,1.73213,0.256126,0.0421437,-0.440506,-0.120048
1.81017,1.0109,1.729,0.255975,0.0408016,-0.441928,-0.120043
1.81535,1.00802,1.72575,0.255796,0.0414389,-0.443475,-0.120162
1.82021,1.00535,1.72277,0.255611,0.0433926,-0.444945,-0.120374
1.8253,1.00261,1.71973,0.255419,0.043025,-0.446351,-0.120928
1.83024,1.00001,1.71685,0.255241,0.0412677,-0.447581,-0.121752
1.83529,0.99741,1.71402,0.255085,0.0398438,-0.44883,-0.122875
1.84033,0.99487,1.71129,0.254952,0.0383994,-0.450066,-0.124253
1.84528,0.992444,1.7087,0.254829,0.037064,-0.451222,-0.124108
1.85023,0.990104,1.70614,0.254679,0.0339222,-0.452357,-0.124431
1.85528,0.987814,1.70358,0.254509,0.0293697,-0.45348,-0.124986
1.86022,0.985659,1.70113,0.254324,0.0237175,-0.454545,-0.12573
1.86559,0.983381,1.69856,0.254113,0.0184601,-0.455644,-0.126578
1.87026,0.981466,1.69642,0.25392,0.0142834,-0.456546,-0.127332
1.87519,0.979503,1.69424,0.253691,0.00860645,-0.457459,-0.129611
1.88027,0.977542,1.69206,0.253506,0.00360187,-0.458218,-0.131844
1.88514,0.975727,1.69002,0.253368,-0.000777512,-0.458792,-0.13407
1.89024,0.973896,1.68796,0.253208,-0.00505027,-0.459424,-0.13641
1.89517,0.972181,1.68603,0.25306,-0.00881371,-0.459924,-0.138729
1.90016,0.9705,1.68415,0.252916,-0.0122689,-0.460322,-0.141129
1.90523,0.968856,1.68229,0.252794,-0.0154031,-0.460623,-0.143607
1.91014,0.967322,1.68055,0.25268,-0.0181581,-0.460802,-0.146092
1.91517,0.965805,1.67882,0.252565,-0.0207124,-0.460877,-0.148727
1.92041,0.964298,1.67708,0.252461,-0.023088,-0.460999,-0.151569
1.92519,0.962986,1.67555,0.252378,-0.0250175,-0.461142,-0.154218
1.93044,0.961618,1.67388,0.252311,-0.0304269,-0.461201,-0.160256
1.93529,0.960443,1.67242,0.252296,-0.0343778,-0.461257,-0.165357
1.94039,0.959267,1.67092,0.252332,-0.0379935,-0.461232,-0.170362
1.94532,0.958204,1.66953,0.252394,-0.041099,-0.461131,-0.173434
1.95026,0.95721,1.66819,0.252477,-0.0438441,-0.460962,-0.175077
1.95539,0.956266,1.66685,0.252596,-0.0463758,-0.460808,-0.176919
1.96044,0.955443,1.6656,0.252734,-0.0436596,-0.460681,-0.178782
1.96544,0.954721,1.66443,0.252882,-0.0373374,-0.460589,-0.180673
1.97041,0.95407,1.66331,0.25301,-0.0308848,-0.460337,-0.182437
1.97532,0.953481,1.66225,0.253159,-0.0253986,-0.460212,-0.184182
1.98037,0.95293,1.66122,0.253336,-0.0202388,-0.460199,-0.185978
1.98546,0.952433,1.66024,0.253525,-0.0154405,-0.46013,-0.187539
1.99043,0.951992,1.65935,0.25371,-0.011218,-0.460114,-0.188946
1.99529,0.951615,1.65854,0.253916,-0.00726023,-0.460011,-0.190353
2.0006,0.951272,1.65768,0.254129,-0.00509905,-0.459804,-0.191883
2.00527,0.951018,1.657,0.254334,-0.00456638,-0.459606,-0.193136
2.01046,0.950774,1.65629,0.254563,-0.00355047,-0.459228,-0.192767
2.0153,0.950596,1.65566,0.254762,-0.00420665,-0.458855,-0.191361
2.02033,0.950462,1.65503,0.254957,-0.00611724,-0.458441,-0.188818
2.02534,0.950379,1.65444,0.25514,-0.00914024,-0.458008,-0.185308
2.0303,0.950345,1.65389,0.255267,-0.0117165,-0.457562,-0.182441
2.03542,0.950358,1.65336,0.255346,-0.0143499,-0.457084,-0.17986
2.04033,0.950419,1.65288,0.255468,-0.016423,-0.456587,-0.176205
2.04528,0.950525,1.65246,0.255605,-0.0183539,-0.456119,-0.172987
2.05033,0.950677,1.65209,0.255763,-0.020167,-0.455671,-0.169935
2.05536,0.95087,1.65174,0.2559,-0.0170166,-0.455201,-0.16698
2.06046,0.951087,1.65141,0.256012,-0.0149361,-0.454704,-0.164211
2.06537,0.951319,1.65113,0.256102,-0.0128488,-0.4542,-0.161762
2.0706,0.951531,1.65082,0.256239,-0.01019,-0.45359,-0.159404
2.07535,0.951794,1.64271,0.254525,-0.0175374,-0.456817,-0.159325
2.08033,0.951628,1.63019,0.253979,-0.0226822,-0.460253,-0.159808
2.08532,0.952068,1.60823,0.253053,-0.0291757,-0.464889,-0.16344
2.09029,0.952369,1.58026,0.253966,-0.0331235,-0.468218,-0.168347
2.09531,0.953663,1.55304,0.256963,-0.0393266,-0.472535,-0.174127
2.1003,0.954553,1.52549,0.261826,-0.0401644,-0.47662,-0.180194
2.10536,0.95494,1.49761,0.268465,-0.039561,-0.480678,-0.187986
2.11048,0.955567,1.46967,0.277136,-0.0427086,-0.485093,-0.196945
2.11533,0.955908,1.44056,0.285737,-0.0411321,-0.491079,-0.207002
2.12055,0.955002,1.40504,0.295274,-0.0376961,-0.498492,-0.218855
2.12541,0.953756,1.36847,0.304016,-0.0373165,-0.50772,-0.22968
2.13029,0.951579,1.32947,0.313949,-0.0351765,-0.517244,-0.24072
2.13531,0.949442,1.2876,0.325371,-0.0423276,-0.524008,-0.253099
2.14029,0.946166,1.24337,0.337646,-0.0447132,-0.527875,-0.264272
2.14538,0.941601,1.19957,0.352188,-0.041722,-0.529508,-0.27232
2.15038,0.936843,1.15545,0.366775,-0.0392482,-0.532013,-0.277885
2.15535,0.931168,1.11244,0.38354,-0.0335623,-0.533478,-0.279069
2.16052,0.923561,1.06611,0.401924,-0.025243,-0.53521,-0.276462
2.16552,0.9148,1.01889,0.420018,-0.0205222,-0.537858,-0.269209
2.17029,0.904958,0.972432,0.438173,-0.011682,-0.540628,-0.25728
2.17531,0.895138,0.923344,0.456911,0.00209629,-0.541764,-0.243432
2.18053,0.884509,0.872174,0.476516,0.0147827,-0.540573,-0.224913
2.18558,0.872535,0.819476,0.492987,0.0199174,-0.538553,-0.204957
2.19051,0.859558,0.767783,0.509387,0.0247063,-0.533726,-0.185897
2.19536,0.846524,0.722597,0.529991,0.0325251,-0.523914,-0.164274
2.20026,0.832793,0.673867,0.549209,0.0365803,-0.51455,-0.143416
2.20538,0.817179,0.623738,0.568414,0.0425387,-0.505921,-0.117925
2.21038,0.801881,0.57419,0.586643,0.0472016,-0.49923,-0.0950069
2.21542,0.784525,0.529594,0.607725,0.0484036,-0.490614,-0.0687929
2.22035,0.766295,0.487441,0.628592,0.0510793,-0.482733,-0.0423045
2.22534,0.746806,0.441388,0.647481,0.060698,-0.479326,-0.0098075
2.23033,0.727606,0.396228,0.666687,0.0672397,-0.474071,0.0283492
2.23529,0.706891,0.355438,0.68609,0.0709969,-0.466954,0.0700241
2.24023,0.685927,0.312712,0.703288,0.0762002,-0.465199,0.109156
2.24523,0.663618,0.270453,0.720963,0.083279,-0.466172,0.147369
2.25023,0.638999,0.229892,0.737737,0.0865605,-0.465287,0.188237
2.25549,0.614298,0.184546,0.752964,0.0926671,-0.466664,0.23188
2.2603,0.591292,0.147887,0.768287,0.0973121,-0.462828,0.269609
2.26529,0.56687,0.115162,0.786162,0.100731,-0.456928,0.309363
2.27026,0.542828,0.0780848,0.799732,0.108159,-0.456165,0.353575
2.27524,0.519637,0.0491955,0.816493,0.109416,-0.454854,0.394701
2.28034,0.495676,0.0218944,0.833558,0.112377,-0.455181,0.438103
2.2853,0.47262,-0.00465356,0.849244,0.121892,-0.458417,0.481098
2.29033,0.450078,-0.0291195,0.86432,0.12597,-0.462965,0.526246
2.29522,0.427379,-0.0509356,0.877869,0.133099,-0.469821,0.569056
2.30038,0.40244,-0.0720087,0.891081,0.143961,-0.479633,0.613415
2.30541,0.376762,-0.0935078,0.903324,0.159285,-0.492213,0.654186
2.31036,0.352225,-0.115733,0.913489,0.170846,-0.5057,0.696057
2.31536,0.327407,-0.139495,0.921368,0.178598,-0.520661,0.730706
2.32041,0.302866,-0.161055,0.930744,0.192192,-0.530999,0.765872
2.32533,0.279805,-0.180034,0.940406,0.20339,-0.542503,0.794668
2.33019,0.256741,-0.200726,0.948434,0.218525,-0.553043,0.821544
2.33523,0.23281,-0.220676,0.956782,0.228579,-0.563346,0.853125
2.34037,0.208054,-0.237728,0.967529,0.233987,-0.573677,0.886933
2.34529,0.185104,-0.256684,0.976825,0.233837,-0.583035,0.913269
2.35025,0.161662,-0.27672,0.987009,0.236113,-0.591513,0.93784
2.35526,0.137091,-0.293704,0.99899,0.235346,-0.597252,0.961561
2.36029,0.111676,-0.316624,1.00635,0.245058,-0.612229,0.984185
2.3655,0.0870312,-0.331863,1.01768,0.249088,-0.621003,1.00659
2.37038,0.0638585,-0.349496,1.02641,0.26407,-0.63107,1.01882
2.37533,0.0409602,-0.366869,1.03524,0.279614,-0.641064,1.03136
2.38044,0.0184569,-0.380978,1.04443,0.292471,-0.649903,1.04594
2.38526,-0.00266676,-0.392537,1.05313,0.308697,-0.661429,1.05892
2.39032,-0.0240181,-0.404315,1.06146,0.322857,-0.676444,1.06994
2.39532,-0.0448275,-0.420578,1.06567,0.329714,-0.695302,1.08143
2.40071,-0.0672909,-0.430373,1.07565,0.350928,-0.710647,1.09027
2.4053,-0.0854949,-0.43702,1.08432,0.366326,-0.724091,1.09022
2.41059,-0.112443,-0.447938,1.09545,0.365597,-0.741917,1.09051
2.41517,-0.140499,-0.45899,1.1069,0.37307,-0.758333,1.09088
2.42042,-0.171116,-0.475204,1.11694,0.378714,-0.780477,1.09254
2.42527,-0.198984,-0.483382,1.13002,0.384615,-0.796424,1.09239
2.43025,-0.227907,-0.491265,1.14322,0.392424,-0.81235,1.09154
2.43524,-0.255936,-0.501803,1.15312,0.401714,-0.831724,1.09208
2.44028,-0.284355,-0.51152,1.1621,0.401698,-0.848161,1.09685
2.44517,-0.310637,-0.521033,1.17016,0.407699,-0.86232,1.09962
2.45025,-0.338721,-0.537739,1.17228,0.407944,-0.882077,1.10163
2.45529,-0.363283,-0.551746,1.1756,0.396087,-0.900896,1.10106
2.46031,-0.387654,-0.564125,1.17875,0.387603,-0.918763,1.09918
2.46541,-0.412188,-0.57509,1.18179,0.382227,-0.935958,1.09604
2.47029,-0.43469,-0.583275,1.18571,0.389542,-0.951087,1.09353
2.47534,-0.456975,-0.591727,1.18999,0.396931,-0.967444,1.09384
2.48034,-0.478182,-0.60361,1.19249,0.400845,-0.980402,1.0888
2.48534,-0.498923,-0.612994,1.1959,0.407601,-0.99357,1.08963
2.49041,-0.519693,-0.621608,1.19897,0.41246,-1.00683,1.0913
2.49526,-0.540479,-0.632287,1.20104,0.418381,-1.02156,1.08955
2.50043,-0.560861,-0.638016,1.20617,0.410612,-1.03248,1.08917
2.50525,-0.579601,-0.644806,1.2094,0.406043,-1.04239,1.08451
2.51028,-0.59843,-0.64678,1.21439,0.396077,-1.04921,1.07892
2.51525,-0.617465,-0.646476,1.21956,0.388815,-1.05518,1.07466
2.52032,-0.635709,-0.648654,1.22315,0.391513,-1.05968,1.0702
2.52525,-0.654765,-0.652806,1.22307,0.386833,-1.06446,1.06607
2.53025,-0.671342,-0.650889,1.22671,0.377513,-1.06411,1.06373
2.53522,-0.687511,-0.654213,1.22644,0.375364,-1.06843,1.05379
2.54027,-0.704499,-0.655866,1.22674,0.374187,-1.07283,1.04185
2.54538,-0.722015,-0.647283,1.23242,0.377934,-1.07076,1.03574
2.55039,-0.738889,-0.637482,1.23726,0.384284,-1.06967,1.0295
2.55523,-0.755846,-0.632156,1.23823,0.377493,-1.07339,1.02224
2.56049,-0.775108,-0.623185,1.23954,0.377206,-1.07452,1.01416
2.5653,-0.793198,-0.612778,1.24084,0.378459,-1.07478,1.00686
2.57032,-0.810782,-0.599903,1.24284,0.378732,-1.07384,0.997947
2.5754,-0.827112,-0.588511,1.2427,0.378821,-1.07394,0.989709
2.58064,-0.843941,-0.581911,1.24017,0.38399,-1.07551,0.979544
2.58557,-0.857948,-0.570202,1.24026,0.381174,-1.0745,0.9688
2.59027,-0.871285,-0.558162,1.24056,0.380947,-1.07385,0.959017
2.5953,-0.884944,-0.546665,1.24032,0.382271,-1.07502,0.951742
2.60036,-0.899121,-0.535513,1.24007,0.386445,-1.07772,0.943924
2.60541,-0.91457,-0.526237,1.23775,0.385035,-1.08321,0.933207
2.61035,-0.929404,-0.524542,1.23403,0.387327,-1.09225,0.923044
2.61526,-0.944396,-0.523976,1.23183,0.388486,-1.10237,0.910916
2.62038,-0.95928,-0.513994,1.23476,0.388627,-1.10684,0.905293
2.62529,-0.972642,-0.503739,1.23745,0.386377,-1.1117,0.900655
2.63036,-0.987853,-0.498065,1.23617,0.377415,-1.1235,0.887003
2.63526,-1.00033,-0.49361,1.23447,0.373169,-1.13351,0.878119
2.64035,-1.01284,-0.487031,1.23242,0.38031,-1.13815,0.871215
2.64524,-1.02344,-0.47449,1.2351,0.384686,-1.13485,0.863574
2.65028,-1.03523,-0.464199,1.23453,0.391326,-1.13176,0.856251
2.65553,-1.0469,-0.451121,1.23528,0.395218,-1.12588,0.851064
2.66031,-1.05723,-0.442135,1.23295,0.39733,-1.1266,0.847425
2.66554,-1.06937,-0.434212,1.22885,0.405208,-1.12793,0.840938
2.67067,-1.08036,-0.425497,1.22415,0.408649,-1.12509,0.830772
2.67533,-1.09101,-0.416086,1.22033,0.410169,-1.12087,0.821611
2.68035,-1.1006,-0.401216,1.21928,0.40411,-1.11595,0.815163
2.68534,-1.11045,-0.385667,1.21839,0.399435,-1.11353,0.810126
2.69066,-1.12237,-0.370805,1.21473,0.382027,-1.11251,0.798761
2.69536,-1.13325,-0.356054,1.21144,0.367748,-1.11291,0.788167
2.70046,-1.14346,-0.342805,1.20605,0.363651,-1.1139,0.778738
2.70536,-1.15379,-0.329806,1.2008,0.362683,-1.11548,0.77108
2.7104,-1.16519,-0.310034,1.19847,0.363902,-1.11376,0.765924
2.71533,-1.17407,-0.299149,1.19038,0.376701,-1.1198,0.757874
2.72051,-1.18473,-0.283248,1.18644,0.37423,-1.12729,0.752467
2.72529,-1.19243,-0.268859,1.18303,0.385178,-1.13603,0.74784
2.73027,-1.20072,-0.252797,1.18027,0.383747,-1.14515,0.743072
2.73552,-1.20922,-0.234286,1.17688,0.394406,-1.15564,0.738266
2.74056,-1.21587,-0.217274,1.17289,0.39431,-1.16966,0.732007
2.74535,-1.22219,-0.200336,1.16946,0.394296,-1.18494,0.723677
2.75043,-1.22999,-0.184374,1.16413,0.395273,-1.20611,0.712738
2.75533,-1.23692,-0.162829,1.16325,0.389582,-1.22261,0.704368
2.76064,-1.24398,-0.148678,1.15558,0.392138,-1.24723,0.690593
2.76538,-1.24895,-0.132701,1.15213,0.398267,-1.26523,0.679345
2.77027,-1.25459,-0.119202,1.14531,0.382941,-1.28846,0.66447
2.7753,-1.26037,-0.102885,1.13923,0.381262,-1.31316,0.652907
2.78047,-1.26694,-0.0866374,1.13335,0.36749,-1.3404,0.644986
2.78557,-1.2697,-0.0721391,1.12569,0.373064,-1.37099,0.632119
2.79036,-1.27291,-0.0595437,1.11764,0.381877,-1.39882,0.625487
2.7953,-1.27433,-0.0440161,1.11176,0.384569,-1.42559,0.616048
2.80038,-1.27618,-0.0247431,1.10754,0.394906,-1.44832,0.609521
2.80528,-1.27585,-0.00933096,1.10072,0.404657,-1.47209,0.602237
2.81028,-1.27667,0.00867766,1.09538,0.406068,-1.49658,0.591304
2.81532,-1.27698,0.0254686,1.08842,0.421019,-1.52287,0.584805
2.82027,-1.27745,0.0431994,1.08204,0.433824,-1.54872,0.57773
2.8254,-1.27751,0.0590668,1.07244,0.446206,-1.58049,0.571552
2.83026,-1.27654,0.0741805,1.06677,0.451074,-1.61006,0.563807
2.83525,-1.27532,0.0863262,1.06069,0.456676,-1.64641,0.557837
2.84036,-1.27343,0.0911268,1.05277,0.466529,-1.69165,0.554654
2.84525,-1.27169,0.0948957,1.04688,0.477715,-1.73476,0.55233
2.85037,-1.26787,0.0983378,1.04145,0.480303,-1.77935,0.54877
2.85532,-1.26397,0.101449,1.03584,0.495531,-1.82353,0.545429
2.86029,-1.26069,0.108357,1.03084,0.502658,-1.87172,0.544829
2.86527,-1.25503,0.11839,1.02668,0.513389,-1.91725,0.544714
2.87035,-1.24983,0.129732,1.02243,0.518844,-1.96801,0.545398
2.87532,-1.24399,0.142577,1.01863,0.522278,-2.0186,0.545094
2.88068,-1.23638,0.157199,1.01285,0.534591,-2.06862,0.547852
2.88524,-1.23021,0.171815,1.00859,0.546185,-2.10438,0.550493
2.89058,-1.22254,0.186697,1.00082,0.550327,-2.15274,0.550502
2.89527,-1.21458,0.200341,0.992954,0.569679,-2.19169,0.546442
2.90024,-1.20488,0.219171,0.987557,0.579263,-2.22992,0.544523
2.90531,-1.19562,0.236725,0.979714,0.590337,-2.26925,0.538425
2.91036,-1.18584,0.262676,0.976632,0.594159,-2.30311,0.528161
2.91531,-1.17949,0.28025,0.96756,0.586916,-2.33651,0.523679
2.92028,-1.17959,0.301755,0.960344,0.583546,-2.37187,0.522862
2.92525,-1.17286,0.322939,0.952952,0.587995,-2.398,0.51513
2.93052,-1.16503,0.347335,0.94618,0.593993,-2.42249,0.504645
2.93525,-1.1573,0.371261,0.942001,0.600118,-2.44235,0.501069
2.94027,-1.15028,0.397454,0.93694,0.608768,-2.45402,0.494254
2.94529,-1.14277,0.423034,0.931296,0.615563,-2.4651,0.491826
2.95042,-1.13499,0.449421,0.92672,0.6182,-2.47103,0.490312
2.95533,-1.12731,0.474843,0.921745,0.625632,-2.47839,0.489877
2.9604,-1.11982,0.499621,0.913986,0.634292,-2.49068,0.489117
2.96557,-1.11141,0.523579,0.905298,0.636227,-2.50765,0.484053
2.97033,-1.10219,0.544022,0.896465,0.637105,-2.52599,0.482652
