time,q1,q2,q3,q4,q5,q6,qd1,qd2,qd3,qd4,qd5,qd6,est_tau1,est_tau2,est_tau3,est_tau4,est_tau5,est_tau6
3.9902,0.518038,-0.460697,-0.058632,0.517881,3.49e-05,-3.49e-05,0.211812,-0.191716,-0.022071,0.209023,-2.91771e-25,-0.000641423,-0.164032,3.44693,0.791764,-0.0801496,1.63578,-0.00732494
3.99517,0.518876,-0.461448,-0.0587542,0.518788,1.745e-05,0,0.208258,-0.189455,-0.0227993,0.205137,-2.22365e-25,-0.000488842,-0.201693,3.48868,0.730151,-0.0791295,1.62996,-0.0126426
4.0002,0.520202,-0.462617,-0.0588938,0.520097,3.49e-05,-3.49e-05,0.20955,-0.191743,-0.0233604,0.202143,-1.68898e-25,-0.000371301,-0.225601,3.50727,0.68944,-0.0770901,1.62694,-0.0128237
4.00517,0.521022,-0.463402,-0.0589985,0.52097,1.745e-05,-3.49e-05,0.209025,-0.196948,-0.0222875,0.205871,-1.28726e-25,-0.000282989,-0.251633,3.48928,0.684163,-0.0663792,1.62565,-0.0116175
4.01014,0.522279,-0.464484,-0.0591032,0.522313,1.745e-05,-3.49e-05,0.213113,-0.196431,-0.021469,0.204726,-9.8078e-26,-0.000215613,-0.279397,3.49589,0.654061,-0.0538174,1.61801,-0.0079727
4.01524,0.523168,-0.465234,-0.0592078,0.523168,3.49e-05,-1.745e-05,0.214253,-0.193492,-0.0218494,0.209423,-7.43019e-26,-0.000671068,-0.295729,3.51068,0.621491,-0.0466962,1.61045,-0.00666072
4.02016,0.524442,-0.466386,-0.0593475,0.52446,3.49e-05,-3.49e-05,0.213115,-0.193796,-0.0216354,0.217349,-5.67351e-26,-0.000512412,-0.310525,3.49658,0.62215,-0.0406642,1.6081,-0.00737934
4.02521,0.525838,-0.46752,-0.0594522,0.525978,1.745e-05,-1.745e-05,0.213742,-0.187483,-0.0209653,0.224011,-4.3088e-26,-0.000389155,-0.324749,3.47676,0.644326,-0.0256403,1.6064,-0.00521263
4.03018,0.526641,-0.468096,-0.0595743,0.526746,1.745e-05,0,0.214214,-0.187725,-0.0209602,0.22004,-3.28202e-26,-0.000296421,-0.326133,3.49248,0.622675,-0.014706,1.6012,-0.00121595
4.03518,0.527897,-0.4693,-0.0596615,0.528089,3.49e-05,-3.49e-05,0.213074,-0.191908,-0.0204563,0.222509,-2.49853e-26,-0.000225658,-0.332539,3.48716,0.623344,-0.0093768,1.59497,0.0027962
4.04024,0.528909,-0.47019,-0.0597139,0.529119,6.98e-05,-1.745e-05,0.214726,-0.194119,-0.0190566,0.2148,-1.89509e-26,-0.000171158,-0.347568,3.45673,0.658481,-0.00605461,1.58647,0.00971402
4.04506,0.530218,-0.470975,-0.0597837,0.530044,3.49e-05,-3.49e-05,0.215444,-0.194759,-0.0180354,0.214528,-1.45485e-26,-0.000131397,-0.355473,3.41425,0.706743,0.00754116,1.58287,0.0184452
4.0502,0.531038,-0.472197,-0.0599233,0.53137,3.49e-05,-1.745e-05,0.213978,-0.193741,-0.0182341,0.208685,-1.09976e-26,-9.93261e-05,-0.359581,3.36958,0.75597,0.00199474,1.58179,0.0284395
4.05519,0.53233,-0.473349,-0.0600978,0.532679,0,1.745e-05,0.213895,-0.190488,-0.0183811,0.205364,-8.37095e-27,-7.56035e-05,-0.356776,3.3376,0.793511,-0.00567698,1.58039,0.0381917
4.06019,0.53322,-0.474099,-0.0602199,0.533429,1.745e-05,-1.745e-05,0.216835,-0.190512,-0.0184931,0.216351,-6.37e-27,0.000943737,-0.339354,3.3391,0.788583,-0.00581945,1.57628,0.0535535
4.06514,0.534441,-0.475129,-0.0603596,0.534668,3.49e-05,-1.745e-05,0.216571,-0.193512,-0.0195716,0.217196,-4.85847e-27,0.0007198,-0.325236,3.329,0.795204,-0.0145842,1.56976,0.0710896
4.07056,0.535663,-0.47628,-0.0604992,0.535924,3.49e-05,-1.745e-05,0.215824,-0.190112,-0.0193883,0.21629,-3.62514e-27,0.000537077,-0.31324,3.31162,0.815273,-0.0346919,1.56608,0.0919903
4.07518,0.536971,-0.477083,-0.0606213,0.536884,3.49e-05,-3.49e-05,0.216273,-0.19022,-0.0206817,0.217105,-2.80891e-27,0.000416149,-0.310117,3.30786,0.820274,-0.0485624,1.55875,0.106277
4.08014,0.537774,-0.478235,-0.0607434,0.538193,3.49e-05,-3.49e-05,0.218629,-0.190308,-0.020744,0.22175,-2.1419e-27,0.00031733,-0.305647,3.29279,0.838956,-0.0524103,1.5544,0.120879
4.0852,0.538996,-0.479317,-0.0608132,0.538943,3.49e-05,-1.745e-05,0.215906,-0.186333,-0.0197815,0.215242,-1.62504e-27,0.000240755,-0.294165,3.27086,0.870644,-0.064337,1.55458,0.135352
4.09031,0.540025,-0.480207,-0.0609529,0.540287,1.745e-05,-1.745e-05,0.212297,-0.188895,-0.0205732,0.210267,-1.22998e-27,0.000182225,-0.300713,3.25905,0.885342,-0.068712,1.5495,0.146461
4.09518,0.540025,-0.480207,-0.0609529,0.540287,1.745e-05,-1.745e-05,0.209665,-0.190764,-0.0211507,0.206639,-9.41842e-28,0.000139537,-0.319161,3.25293,0.891105,-0.0663828,1.54185,0.154319
4.10017,0.542171,-0.482056,-0.0611797,0.542311,3.49e-05,-1.745e-05,0.209112,-0.186727,-0.0211014,0.203311,-7.17256e-28,-0.000393152,-0.330361,3.24295,0.910105,-0.070416,1.53566,0.15908
4.10517,0.542171,-0.482056,-0.0611797,0.542311,3.49e-05,-1.745e-05,0.20869,-0.183645,-0.0210638,0.20077,-5.45763e-28,-0.000799913,-0.335493,3.23249,0.934,-0.0785826,1.53087,0.159265
4.11028,0.543498,-0.483173,-0.0613716,0.543585,3.49e-05,0,0.210909,-0.185843,-0.0210346,0.196258,-4.13046e-28,-0.000605393,-0.336401,3.22626,0.943297,-0.0771155,1.52666,0.158543
4.11514,0.544806,-0.484325,-0.0614589,0.544806,6.98e-05,-3.49e-05,0.214487,-0.188915,-0.0200329,0.197382,-3.16359e-28,-0.000463679,-0.325976,3.20972,0.95571,-0.0659375,1.52472,0.15781
4.12036,0.545731,-0.485075,-0.0615287,0.545679,6.98e-05,-3.49e-05,0.214792,-0.186227,-0.0197408,0.199842,-2.38266e-28,0.000684774,-0.307854,3.19291,0.969162,-0.0470828,1.52798,0.164197
4.12528,0.546918,-0.486174,-0.0617032,0.546848,6.98e-05,-1.745e-05,0.213529,-0.187256,-0.0195305,0.198153,-1.82047e-28,0.00151155,-0.299262,3.17765,0.980114,-0.0343368,1.53122,0.178101
4.13033,0.548279,-0.486995,-0.0617904,0.547633,3.49e-05,-1.745e-05,0.21204,-0.183519,-0.0203754,0.206421,-1.38197e-28,0.00114747,-0.291637,3.16893,0.987903,-0.0231743,1.53458,0.194225
4.13517,0.549239,-0.488129,-0.061965,0.548925,3.49e-05,-1.745e-05,0.213387,-0.183703,-0.0209965,0.21201,-1.05965e-28,0.000879841,-0.27593,3.16366,0.988587,-0.00872874,1.53783,0.209449
4.14019,0.550059,-0.489089,-0.0620348,0.549919,3.49e-05,-1.745e-05,0.21244,-0.186861,-0.0214862,0.212398,-8.05503e-29,0.000668819,-0.260742,3.14856,0.993073,0.0073984,1.53886,0.223972
4.14529,0.551455,-0.490275,-0.0621743,0.551193,3.49e-05,-3.49e-05,0.211712,-0.186241,-0.020846,0.216765,-6.09907e-29,0.00101498,-0.24832,3.14094,0.989989,0.0160584,1.53947,0.238775
4.15022,0.552764,-0.491375,-0.0623488,0.552519,6.98e-05,-3.49e-05,0.212165,-0.183802,-0.0213646,0.224445,-4.65641e-29,0.000774902,-0.230067,3.14635,0.970474,0.0324447,1.54194,0.252152
4.15528,0.554055,-0.492544,-0.0624885,0.553287,8.725e-05,-6.98e-05,0.213527,-0.183924,-0.021768,0.21477,-3.53402e-29,0.000588118,-0.210047,3.15861,0.937553,0.0503299,1.5462,0.263833
4.16026,0.554858,-0.493189,-0.0626106,0.554596,6.98e-05,-1.745e-05,0.220537,-0.182518,-0.0225697,0.209009,-2.69203e-29,0.000447996,-0.177153,3.18834,0.885015,0.0554681,1.55073,0.27216
4.16533,0.556097,-0.494324,-0.0627851,0.555468,8.725e-05,-1.745e-05,0.217854,-0.18295,-0.0231894,0.206075,-2.04116e-29,-0.000166691,-0.153791,3.22169,0.82293,0.0476694,1.55789,0.277275
4.17011,0.557109,-0.495109,-0.0628898,0.556812,3.49e-05,-1.745e-05,0.214461,-0.184231,-0.0221874,0.203467,-1.56991e-29,-0.000128207,-0.144725,3.24613,0.776073,0.0433609,1.56376,0.278319
4.17519,0.558034,-0.495946,-0.062977,0.557824,3.49e-05,-1.745e-05,0.213246,-0.183743,-0.0213801,0.208964,-1.19021e-29,-0.00111031,-0.135502,3.25487,0.748514,0.0419265,1.57454,0.268447
4.18017,0.55929,-0.497081,-0.0631167,0.559098,6.98e-05,-3.49e-05,0.212339,-0.183378,-0.0212761,0.209577,-9.0637e-30,-0.00084552,-0.121071,3.25584,0.72827,0.0340294,1.58958,0.257941
4.18518,0.560669,-0.49818,-0.0632562,0.560442,3.49e-05,-1.745e-05,0.216157,-0.183099,-0.0211966,0.213555,-6.89377e-30,-0.000643095,-0.107156,3.26797,0.698714,0.0403958,1.60056,0.244453
4.19014,0.561541,-0.498913,-0.063326,0.561297,8.725e-05,-6.98e-05,0.215556,-0.183386,-0.0206387,0.216559,-5.2552e-30,7.57434e-06,-0.0914022,3.29634,0.651699,0.0501741,1.61156,0.23397
4.19506,0.562815,-0.500065,-0.0634657,0.56264,8.725e-05,-1.745e-05,0.21609,-0.187065,-0.0207108,0.216362,-4.01417e-30,5.78563e-06,-0.078446,3.30587,0.625348,0.0500913,1.6224,0.224325
4.20017,0.563984,-0.501199,-0.0635878,0.563879,3.49e-05,-1.745e-05,0.21651,-0.186904,-0.0202583,0.221298,-3.03823e-30,4.379e-06,-0.0592802,3.30041,0.619089,0.0459141,1.6361,0.217442
4.20526,0.564961,-0.502037,-0.0636925,0.564944,6.98e-05,-3.49e-05,0.21277,-0.183233,-0.0199172,0.219949,-2.30266e-30,3.31883e-06,-0.0470292,3.30794,0.610685,0.0426727,1.64689,0.214662
4.21022,0.566183,-0.503136,-0.0638321,0.566165,3.49e-05,-1.745e-05,0.21148,-0.183986,-0.0196634,0.217948,-1.75531e-30,2.52993e-06,-0.0396523,3.31725,0.602614,0.0354406,1.65672,0.214959
4.21516,0.567125,-0.504026,-0.0639019,0.56716,6.98e-05,-1.745e-05,0.210997,-0.184558,-0.0194707,0.210479,-1.33973e-30,1.93095e-06,-0.018159,3.33311,0.583697,0.00926437,1.66994,0.215348
4.22015,0.568329,-0.504776,-0.0639717,0.56812,3.49e-05,-3.49e-05,0.211626,-0.180995,-0.0198227,0.215235,-1.01966e-30,1.46964e-06,-0.0062232,3.34987,0.576746,-0.00755317,1.68059,0.2153
4.22516,0.569184,-0.505893,-0.0641462,0.569498,6.98e-05,-1.745e-05,0.213108,-0.182791,-0.0195897,0.217357,-7.75536e-31,1.11778e-06,-0.00106696,3.38395,0.556061,-0.0196309,1.6832,0.214642
4.23022,0.570475,-0.507045,-0.0642684,0.570789,6.98e-05,-6.98e-05,0.212729,-0.18871,-0.0199162,0.211915,-5.88592e-31,-0.000504008,0.0102557,3.39297,0.555519,-0.0457521,1.68786,0.210567
4.23523,0.571819,-0.508196,-0.0644079,0.572081,8.725e-05,-6.98e-05,0.209433,-0.190665,-0.0201623,0.21082,-4.47633e-31,-0.000383305,0.00304889,3.3973,0.559466,-0.0705328,1.69405,0.20526
4.24018,0.571819,-0.508196,-0.0644079,0.572081,8.725e-05,-6.98e-05,0.206952,-0.192136,-0.0203476,0.209996,-3.4152e-31,-0.000292442,-0.0174098,3.40006,0.564217,-0.0935464,1.70166,0.199828
4.24516,0.573913,-0.510238,-0.0646174,0.574245,6.98e-05,-3.49e-05,0.207546,-0.192267,-0.0199901,0.213362,-2.60027e-31,-0.00022266,-0.0385303,3.38066,0.59709,-0.112401,1.71192,0.194133
4.25017,0.574768,-0.511006,-0.0647395,0.5751,3.49e-05,-3.49e-05,0.206996,-0.188356,-0.0202185,0.215932,-1.97781e-31,-0.000169359,-0.0614689,3.37336,0.619128,-0.137217,1.72544,0.191292
4.25516,0.574768,-0.511006,-0.0647395,0.5751,3.49e-05,-3.49e-05,0.20658,-0.185389,-0.0203917,0.217882,-1.50565e-31,-0.000128928,-0.0861784,3.37266,0.636316,-0.166622,1.74095,0.19068
4.26018,0.577403,-0.513187,-0.0651059,0.577647,3.49e-05,-3.49e-05,0.207265,-0.189645,-0.0210257,0.217867,-1.14497e-31,-9.80434e-05,-0.105203,3.38101,0.631068,-0.184422,1.75202,0.191178
4.2654,0.577403,-0.513187,-0.0651059,0.577647,3.49e-05,-3.49e-05,0.207802,-0.192983,-0.0215228,0.217854,-8.62154e-32,-7.38257e-05,-0.122295,3.39303,0.61578,-0.192993,1.75949,0.192653
4.27021,0.578642,-0.514356,-0.0651757,0.578502,3.49e-05,-3.49e-05,0.207696,-0.195343,-0.0218745,0.211042,-6.62099e-32,-5.66952e-05,-0.137646,3.39499,0.610442,-0.209685,1.76576,0.192332
4.27519,0.579497,-0.515176,-0.0652456,0.579776,6.98e-05,-3.49e-05,0.209111,-0.199706,-0.0211528,0.206662,-5.04139e-32,-4.31691e-05,-0.151479,3.3544,0.647721,-0.2232,1.77551,0.192329
4.28018,0.580736,-0.516468,-0.0653502,0.580614,6.98e-05,-3.49e-05,0.208191,-0.196035,-0.021103,0.208323,-3.83964e-32,-0.000532131,-0.180793,3.31926,0.685419,-0.230202,1.78433,0.190189
4.28514,0.581574,-0.517201,-0.0655422,0.581888,1.745e-05,-1.745e-05,0.206994,-0.194242,-0.0210652,0.204105,-2.92647e-32,9.25295e-05,-0.219355,3.30567,0.702813,-0.238214,1.78928,0.185846
4.29017,0.582464,-0.518021,-0.0656294,0.582725,1.745e-05,-1.745e-05,0.208586,-0.196382,-0.0220417,0.213431,-2.2239e-32,7.03155e-05,-0.245074,3.29493,0.707186,-0.236996,1.79469,0.18399
4.29522,0.583772,-0.519295,-0.0657691,0.583894,3.49e-05,-6.98e-05,0.208792,-0.19751,-0.0217772,0.219535,-1.68798e-32,0.000558083,-0.270481,3.26574,0.727569,-0.235364,1.80245,0.184458
4.30018,0.585029,-0.520446,-0.0659086,0.585221,3.49e-05,-3.49e-05,0.213424,-0.194871,-0.0210816,0.219127,-1.28694e-32,0.000425491,-0.288575,3.25419,0.73028,-0.229361,1.80872,0.184784
4.30515,0.585884,-0.521232,-0.0660133,0.586023,3.49e-05,-3.49e-05,0.214968,-0.195347,-0.0215474,0.222305,-9.80625e-33,0.00132123,-0.29535,3.2467,0.723069,-0.222088,1.81456,0.192529
4.31025,0.587105,-0.522436,-0.0661878,0.58721,8.725e-05,-8.725e-05,0.213627,-0.195209,-0.0224174,0.227315,-7.42657e-33,0.00150885,-0.306383,3.24384,0.705323,-0.214303,1.82098,0.204555
4.31517,0.588379,-0.5235,-0.0663798,0.588431,3.49e-05,-6.98e-05,0.210662,-0.191154,-0.0215756,0.232486,-5.67432e-33,0.00115285,-0.322823,3.26642,0.664168,-0.202863,1.82726,0.214295
4.32032,0.589287,-0.524268,-0.0664845,0.589269,3.49e-05,-6.98e-05,0.209851,-0.188968,-0.0219333,0.228899,-4.28663e-33,0.00138311,-0.336896,3.31912,0.59279,-0.194688,1.82933,0.228019
4.32514,0.59056,-0.52542,-0.0666765,0.590002,3.49e-05,-8.725e-05,0.209269,-0.191777,-0.0221901,0.216592,-3.29071e-33,0.00106177,-0.357651,3.34755,0.55049,-0.185774,1.82938,0.238995
4.33022,0.591398,-0.526222,-0.0667288,0.591258,3.49e-05,-3.49e-05,0.208803,-0.195037,-0.0218886,0.213342,-2.49462e-33,0.000804904,-0.394426,3.33587,0.552065,-0.1802,1.82969,0.248769
4.33522,0.592742,-0.527287,-0.066851,0.59255,3.49e-05,-6.98e-05,0.210459,-0.193973,-0.0221637,0.212408,-1.89762e-33,0.00061228,-0.421079,3.34847,0.52601,-0.17253,1.82833,0.256571
4.34025,0.593579,-0.528037,-0.0669731,0.593405,1.745e-05,-6.98e-05,0.21122,-0.19115,-0.0228763,0.209182,-1.4422e-33,0.000465334,-0.445307,3.3635,0.504209,-0.161535,1.8265,0.258688
4.34528,0.594905,-0.529171,-0.0670953,0.594731,1.745e-05,-1.745e-05,0.213306,-0.192524,-0.0219098,0.209244,-1.09604e-33,0.000353644,-0.463212,3.34402,0.517362,-0.143441,1.82948,0.258433
4.35016,0.596214,-0.530288,-0.0672174,0.596022,3.49e-05,-3.49e-05,0.210921,-0.185671,-0.0211907,0.208798,-8.38481e-34,0.000270541,-0.477974,3.32411,0.542712,-0.132021,1.834,0.25779
4.35515,0.597087,-0.531004,-0.0673047,0.596912,3.49e-05,-1.745e-05,0.212567,-0.187845,-0.0206318,0.209451,-6.38331e-34,0.000205961,-0.485884,3.33414,0.52898,-0.117991,1.83221,0.255444
4.36028,0.598343,-0.532155,-0.0673745,0.597767,3.49e-05,-1.745e-05,0.213335,-0.191063,-0.0201979,0.214547,-4.82934e-34,-0.000354043,-0.484193,3.31859,0.540542,-0.109333,1.83293,0.249749
4.36513,0.599181,-0.532975,-0.0674268,0.599041,3.49e-05,-3.49e-05,0.212425,-0.193399,-0.0198829,0.221183,-3.70095e-34,-0.000271319,-0.488029,3.27801,0.579026,-0.09794,1.83339,0.245221
4.37015,0.600524,-0.533708,-0.0675315,0.599931,3.49e-05,-1.745e-05,0.21874,-0.195236,-0.0186308,0.215857,-2.81356e-34,-0.000206265,-0.478046,3.22142,0.633089,-0.0788558,1.83402,0.237912
4.3753,0.601432,-0.53486,-0.0676362,0.60124,1.745e-05,-1.745e-05,0.218002,-0.195637,-0.0186843,0.213774,-2.1252e-34,-0.000668211,-0.449847,3.15877,0.68429,-0.0625779,1.83977,0.22678
4.38018,0.60281,-0.536047,-0.0678107,0.602548,3.49e-05,-3.49e-05,0.215501,-0.190521,-0.0197059,0.213249,-1.62655e-34,-0.000511423,-0.43603,3.11316,0.726888,-0.0549525,1.83963,0.216109
4.38534,0.603665,-0.536727,-0.067898,0.603473,0,0,0.221707,-0.190025,-0.020009,0.208728,-1.22842e-34,-0.000386243,-0.41254,3.10206,0.727387,-0.0397079,1.83274,0.204436
4.39011,0.604991,-0.537879,-0.0680725,0.604869,1.745e-05,0,0.218396,-0.191604,-0.0197417,0.202615,-9.45247e-35,-0.000297207,-0.388881,3.08867,0.726843,-0.022307,1.82757,0.195176
4.39517,0.606283,-0.539013,-0.0681946,0.606161,3.49e-05,-3.49e-05,0.216235,-0.187821,-0.0200318,0.200724,-7.17141e-35,-0.000225485,-0.373501,3.0676,0.74422,-0.0181196,1.82091,0.18867
4.40018,0.606283,-0.539013,-0.0681946,0.606161,3.49e-05,-3.49e-05,0.214609,-0.184975,-0.0202501,0.199301,-5.45501e-35,-0.000171518,-0.365136,3.04547,0.766745,-0.0245433,1.81425,0.185045
4.40515,0.608481,-0.540898,-0.0684389,0.60801,3.49e-05,-3.49e-05,0.213876,-0.184816,-0.0199166,0.211691,-4.15591e-35,-0.000130671,-0.352676,3.02165,0.786584,-0.0180961,1.80921,0.178984
4.41018,0.608481,-0.540898,-0.0684389,0.60801,3.49e-05,-3.49e-05,0.213314,-0.184694,-0.0196606,0.221199,-3.15904e-35,-9.93272e-05,-0.337656,2.99659,0.803815,-0.00456422,1.80498,0.171493
4.41516,0.609371,-0.541665,-0.0685262,0.609319,3.49e-05,-3.49e-05,0.212391,-0.187098,-0.0194673,0.220892,-2.406e-35,-7.56501e-05,-0.329532,2.9596,0.830994,-0.000171882,1.80175,0.167243
4.42017,0.611553,-0.543567,-0.0687181,0.611518,0,-1.745e-05,0.217204,-0.189942,-0.0198211,0.223166,-1.82951e-35,-5.75237e-05,-0.310138,2.92428,0.849054,-0.000213273,1.79597,0.165004
4.4251,0.611553,-0.543567,-0.0687181,0.611518,0,-1.745e-05,0.220816,-0.192077,-0.0200867,0.224873,-1.39679e-35,-4.39182e-05,-0.285293,2.89122,0.861043,-0.00406252,1.78815,0.164264
4.43016,0.612792,-0.544684,-0.0688577,0.612827,1.745e-05,-1.745e-05,0.217566,-0.187675,-0.0197882,0.222665,-1.05977e-35,-3.33215e-05,-0.266148,2.85836,0.883735,-0.0091326,1.78015,0.163651
4.43522,0.61417,-0.545766,-0.0690322,0.614135,0,0,0.216111,-0.186357,-0.0205722,0.220485,-8.04126e-36,-2.52835e-05,-0.24773,2.8569,0.86985,-0.024402,1.76881,0.163929
4.44011,0.615427,-0.546569,-0.069102,0.615008,6.98e-05,-3.49e-05,0.21602,-0.186368,-0.0211516,0.217398,-6.15201e-36,-1.93433e-05,-0.229953,2.84418,0.868767,-0.0443082,1.75927,0.164866
4.44517,0.616317,-0.547755,-0.0692242,0.616369,0.0001047,-3.49e-05,0.216453,-0.185366,-0.0211015,0.216994,-4.66826e-36,-1.46781e-05,-0.215797,2.83102,0.866313,-0.0593682,1.75256,0.16431
4.45016,0.617206,-0.548506,-0.0692939,0.617259,3.49e-05,-1.745e-05,0.215779,-0.186612,-0.0205642,0.210694,-3.55433e-36,-1.11756e-05,-0.205823,2.81827,0.861954,-0.0709019,1.7479,0.166661
4.45517,0.61848,-0.549727,-0.0694684,0.618568,8.725e-05,-3.49e-05,0.214261,-0.18305,-0.0206551,0.206882,-2.70305e-36,-8.499e-06,-0.187173,2.80962,0.859202,-0.0730721,1.74736,0.169562
4.46011,0.619772,-0.550914,-0.0696779,0.619841,3.49e-05,-1.745e-05,0.211134,-0.183844,-0.0217159,0.203022,-2.06267e-36,-6.48548e-06,-0.180996,2.79769,0.857062,-0.0717394,1.74789,0.174086
4.46518,0.620679,-0.551769,-0.0697476,0.620679,3.49e-05,-1.745e-05,0.212748,-0.185474,-0.0215295,0.206596,-1.56443e-36,-4.9189e-06,-0.175229,2.7798,0.858307,-0.0683732,1.74686,0.177969
4.47018,0.621953,-0.552938,-0.0698698,0.621953,8.725e-05,-3.49e-05,0.210457,-0.185695,-0.0223902,0.211778,-1.19072e-36,-3.74388e-06,-0.170804,2.7705,0.847341,-0.0532281,1.7458,0.180798
4.47518,0.623297,-0.554055,-0.0700617,0.622773,6.98e-05,-3.49e-05,0.212216,-0.184863,-0.0220445,0.218228,-9.06084e-37,0.000497804,-0.177936,2.76641,0.831456,-0.0344185,1.74491,0.187815
4.48022,0.624134,-0.554875,-0.0701664,0.624082,6.98e-05,-3.49e-05,0.211044,-0.18221,-0.0232913,0.223168,-6.88101e-37,-0.000125818,-0.18713,2.77564,0.79861,-0.00731643,1.74597,0.194425
4.48515,0.625338,-0.556009,-0.070306,0.624902,8.725e-05,-3.49e-05,0.212152,-0.18221,-0.0227356,0.219918,-5.25213e-37,-9.60342e-05,-0.192173,2.80162,0.744515,0.0106611,1.74878,0.197156
4.49012,0.626333,-0.556812,-0.070498,0.62628,1.745e-05,-1.745e-05,0.2135,-0.182211,-0.0233062,0.224403,-4.00198e-37,-7.31754e-05,-0.196785,2.82459,0.694864,0.0219366,1.74952,0.202173
4.49515,0.627589,-0.558016,-0.0706201,0.627432,8.725e-05,-3.49e-05,0.20951,-0.184222,-0.0237446,0.224833,-3.04148e-37,0.000447054,-0.208413,2.84512,0.639859,0.0365684,1.75136,0.210886
4.50013,0.628758,-0.558993,-0.0707772,0.628741,6.98e-05,-3.49e-05,0.209992,-0.188737,-0.0235762,0.222161,-2.31623e-37,0.000340452,-0.220609,2.84091,0.607896,0.046202,1.75653,0.218727
4.50539,0.629596,-0.559744,-0.0708819,0.629596,0,-1.745e-05,0.211935,-0.185556,-0.0229225,0.216922,-1.74105e-37,0.00025591,-0.211783,2.83438,0.580574,0.0432457,1.76564,0.2299
4.51017,0.63094,-0.560983,-0.071004,0.631027,1.745e-05,-3.49e-05,0.211843,-0.184784,-0.0234332,0.214709,-1.33881e-37,0.000196786,-0.210575,2.83795,0.549527,0.0416928,1.76885,0.238279
4.51515,0.63169,-0.561628,-0.0711437,0.63183,1.745e-05,-1.745e-05,0.212268,-0.183672,-0.0223411,0.209462,-1.01983e-37,0.0001499,-0.2145,2.8556,0.506584,0.0549165,1.76938,0.247636
4.52022,0.633173,-0.56285,-0.071196,0.632789,3.49e-05,-3.49e-05,0.213102,-0.185849,-0.0214979,0.211479,-7.73538e-38,0.000113699,-0.205845,2.86297,0.475321,0.0587477,1.77109,0.257602
4.52514,0.634011,-0.563618,-0.0713007,0.634028,8.725e-05,-3.49e-05,0.213227,-0.185484,-0.0203771,0.210502,-5.90736e-38,8.68296e-05,-0.205709,2.85466,0.469502,0.0518517,1.77403,0.263483
4.53014,0.63525,-0.564717,-0.0714228,0.63525,6.98e-05,-1.745e-05,0.218326,-0.182201,-0.0205125,0.215752,-4.49611e-38,6.60863e-05,-0.194006,2.86671,0.442894,0.0497548,1.77926,0.268541
4.53531,0.635965,-0.565467,-0.071545,0.636105,3.49e-05,-1.745e-05,0.217688,-0.182717,-0.0201049,0.219339,-3.39399e-38,4.98867e-05,-0.168836,2.88803,0.405867,0.0547096,1.78642,0.273414
4.54031,0.637239,-0.566636,-0.0716671,0.637361,3.49e-05,-1.745e-05,0.214712,-0.181093,-0.0198045,0.222483,-2.58188e-38,3.79499e-05,-0.156864,2.90752,0.387529,0.0470728,1.78776,0.275791
4.54533,0.637239,-0.566636,-0.0716671,0.637361,3.49e-05,-1.745e-05,0.212446,-0.179856,-0.0195758,0.224877,-1.96342e-38,2.88595e-05,-0.15334,2.92824,0.378257,0.029245,1.78603,0.276568
4.55015,0.638565,-0.567753,-0.0718417,0.638635,1.745e-05,-1.745e-05,0.214182,-0.177481,-0.019894,0.23103,-1.50669e-38,2.21461e-05,-0.145666,2.95974,0.362102,0.0163416,1.78223,0.277471
4.55511,0.639473,-0.568486,-0.0719638,0.639438,3.49e-05,0,0.211563,-0.179103,-0.0206411,0.222417,-1.14871e-38,0.000514497,-0.137451,3.01147,0.318431,0.0128169,1.77703,0.282953
4.56018,0.640764,-0.56962,-0.0721034,0.640712,8.725e-05,-6.98e-05,0.216108,-0.182888,-0.02122,0.218777,-8.71315e-39,0.000390255,-0.134271,3.03025,0.312567,0.00588197,1.77235,0.288844
4.56522,0.642003,-0.570388,-0.0721558,0.641602,8.725e-05,-3.49e-05,0.216519,-0.181214,-0.0211536,0.212502,-6.6175e-39,0.000296393,-0.126564,3.02788,0.32931,-0.0167091,1.77596,0.296337
4.57016,0.642928,-0.571679,-0.0722954,0.643085,8.725e-05,-1.745e-05,0.213352,-0.18294,-0.0211039,0.207805,-5.04921e-39,0.00022615,-0.1263,3.02533,0.338086,-0.0310445,1.78223,0.30427
4.57517,0.643643,-0.572377,-0.0724175,0.64387,3.49e-05,-1.745e-05,0.213919,-0.184771,-0.0210656,0.21321,-3.84052e-39,0.000673375,-0.13509,3.01966,0.344912,-0.0362125,1.78957,0.315398
4.58039,0.644987,-0.573442,-0.0725397,0.645249,3.49e-05,-1.745e-05,0.214882,-0.18207,-0.0205182,0.213313,-2.89184e-39,0.000507039,-0.137765,3.02613,0.345499,-0.0564135,1.79807,0.327156
4.58515,0.646278,-0.574524,-0.0726792,0.646592,3.49e-05,-1.745e-05,0.214111,-0.182585,-0.0215809,0.21628,-2.22589e-39,0.000390274,-0.139447,3.05842,0.3112,-0.0646507,1.80383,0.334154
4.59038,0.647238,-0.575309,-0.0727665,0.647587,3.49e-05,-1.745e-05,0.211403,-0.181457,-0.0219412,0.222874,0.000517816,0.000293783,-0.154004,3.09277,0.281995,-0.0680546,1.81024,0.34123
4.59517,0.648599,-0.576443,-0.0728712,0.648739,8.725e-05,-1.745e-05,0.213372,-0.182117,-0.0217104,0.223642,0.000397964,0.000225785,-0.157021,3.10797,0.275082,-0.0737697,1.82168,0.346446
